"","Gavia immer","Gavia stellata","Morus bassanus","Nannopterum auritum","Botaurus lentiginosus","Anser caerulescens","Anas rubripes","Anas acuta","Anas crecca","Spatula discors","Bucephala clangula","Bucephala islandica","Aythya collaris","Aythya marila","Aythya affinis","Clangula hyemalis","Histrionicus histrionicus","Somateria mollissima","Somateria spectabilis","Melanitta perspicillata","Mergus serrator","Mergus merganser","Larus argentatus","Larus hyperboreus","Larus marinus","Rissa tridactyla","Stercorarius pomarinus","Sterna hirundo.1","Sterna paradisaea","Alca torda","Uria lomvia","Uria aalge","Alle alle","Cepphus grylle","Fratercula arctica","Buteo lagopus","Haliaeetus leucocephalus","Pandion haliaetus.1","Falco columbarius","Bubo scandiacus","Aegolius funereus","Surnia ulula","Asio flammeus","Canachites canadensis","Bonasa umbellus","Lagopus muta","Charadrius semipalmatus","Charadrius vociferus","Calidris melanotos","Numenius phaeopus.1","Actitis macularius","Tringa solitaria","Tringa melanoleuca","Calidris minutilla","Phalaropus lobatus","Phalaropus fulicarius","Megaceryle alcyon","Picoides arcticus","Empidonax flaviventris","Setophaga magnolia","Empidonax traillii","Eremophila alpestris","Tachycineta bicolor","Perisoreus canadensis","Corvus corax","Poecile hudsonicus","Sitta canadensis","Euphagus carolinus","Quiscalus quiscula","Pinicola enucleator","Zonotrichia leucophrys","Zonotrichia albicollis","Regulus satrapa","Passerella iliaca","Plectrophenax nivalis","Branta canadensis","Chordeiles minor","Lagopus lagopus","Setophaga petechia","Turdus migratorius","Loxia leucoptera","Phalacrocorax carbo.1","Branta bernicla","Pluvialis dominica","Picoides dorsalis","Colaptes auratus","Melanitta deglandi","Melanitta americana","Larus glaucoides","Bubo virginianus","Strix varia","Corvus brachyrhynchos","Acanthis flammea","Loxia curvirostra","Circus hudsonius","Riparia riparia","Gallinago delicata"
"Asio flammeus",4.27650911735469,3.34954419021936,4.90525349757293,2.96350319309634,3.74522343829454,3.20251274339436,3.02998882130126,2.2607092605763,2.88863252203612,2.99040653615234,2.1291629691768,1.87962057363562,3.04580333451339,3.14842947712504,3.11161857416428,1.69970338649262,1.91599934966806,2.60536546008271,2.13568176697727,2.769624054997,2.82486442286046,2.51311752590128,2.48626227703888,2.92290529383113,3.03375471056038,1.82930661759089,1.44471645648146,3.34201525498153,3.57284812904148,2.29959784416116,3.11265645665864,3.44382813795254,4.38349112030466,3.15489285934773,3.51061294382148,2.16891999874698,4.67350419935592,2.54366737942731,1.6298589987213,2.49068777709646,2.71180648044838,1.47015435122581,0,2.03699079196033,1.68451696587009,2.17640266855619,4.85479539203637,3.30022725310911,4.21674582565681,3.6106674157115,4.95474181991902,4.43425609550274,3.36595629662609,5.8214209343366,5.20492726780615,4.66381515156656,4.02728960452522,3.86293021506844,6.37654045912445,7.08972639291467,6.099012862325,4.35356295653907,5.63072504345569,3.64027959375645,3.70760015444841,6.93637493366716,6.8225320539629,3.84082443051337,3.28288594545733,3.97873518237362,5.36996154120999,5.74483300064638,7.65085563993948,5.00428502763138,4.34439065218783,2.75508794758002,4.41287138402912,1.65862425046628,6.86782095550712,3.43541904076614,4.86148501960078,3.482495322023,1.83853352634755,3.19082772103488,4.0072392595615,3.40183687104025,2.80053194184292,2.53372341540314,1.94599557938344,2.62568395341361,2.41328430678605,2.22109875899139,5.7238029511186,4.46571134025702,1.67367112216889,6.32302845356259,4.46418948016514
"Canachites canadensis",5.158054108616,3.75614522307506,6.3652350687415,3.90524177026887,4.14097681229958,4.59144302163869,3.75783100436714,3.29200747654672,2.80236838552258,3.1035423476745,2.31097149269847,2.11380144633133,3.08343752636766,3.30722914365185,3.21228707397764,2.1887214194711,1.77139952595366,3.32645477460908,2.74571238362098,3.24151932527859,3.23832369073602,3.23586748408168,4.15356168972026,4.54869337990421,4.66223327477277,2.97001206489166,3.1331992478364,3.92094185794558,4.21098580918627,2.94576335103134,3.16718313367986,3.63541678169793,3.34446424813702,2.33125187665319,3.46618367738419,3.66214704252176,6.07164335589765,4.06729891292463,1.48191318498495,3.88275172995641,1.29446427347555,1.66207493871185,2.03699079196033,0,0.891359210536735,1.19600599504887,3.87644664936855,2.60288744011301,3.45178069942609,4.16966473134763,3.8105454004517,3.63264666991135,3.47090550845263,4.42817039572857,4.16683111566846,3.88038117990726,3.55926685697341,2.50743048037123,4.65895807271773,5.37569419962281,4.37363010860712,2.90618060236578,4.57637670678139,2.255582657654,4.98520335337638,5.21382878517971,5.19577101617444,2.22126506521625,2.03805483482597,2.4644789178366,3.62282154150595,3.97297350482532,6.00184755115517,3.29249112748257,2.8903524989571,4.06733895670551,3.93119593095925,0.572847098402626,5.15868669547246,1.76162231913788,3.4650999059522,4.34657937304947,3.01517007844026,2.91807552197434,2.56621960547847,2.3268461556118,3.44307255482878,2.79113894308544,3.64069418244117,3.56071906226743,3.25029051382845,3.1208578580313,4.18187011184768,3.19006253908915,3.16532603039229,5.22626311774239,3.95765071797366
"Bonasa umbellus",4.86529560341165,3.71202185430443,5.74317690215008,3.35991492654416,3.80878535592771,4.06277043966206,3.43598403979681,2.82085371136117,2.83711826059998,2.98302854243503,2.14034207392027,1.89170892220488,2.98335332977271,3.19991340088874,3.12234650321375,1.73462466774589,1.71395669045026,2.96170136606271,2.51720880524747,2.96903166657816,3.03868327543219,2.84672710447581,3.64203950294088,3.99007923465758,4.11590184211122,2.80654257654283,2.67658027897236,3.87504587999695,4.11225862613139,2.69224673409832,3.26791235102175,3.60766964074639,3.88928385657432,2.70993837034342,3.54361452637559,3.07886390488101,5.44651090250137,3.51142356680713,1.56490304683173,3.29661988858873,1.86790886846013,1.36044588852321,1.68451696587009,0.891359210536735,0,1.72398967763801,4.42716867008797,2.97999555362115,3.82804238008481,3.85725623685219,4.3213302315786,4.03283351001206,3.37309677400458,5.06350257621439,4.68510799008239,4.2687422212803,3.61019626011766,2.80535017004828,5.25930355265716,6.01267532140653,4.95728757173347,3.52952559884605,5.1871492147377,2.44111684650967,4.35206433488665,5.84272048921816,5.86536002582342,2.71210043773308,2.12495145184177,2.9334846479028,4.21079877950842,4.52808824038933,6.66921432759412,3.87047877464903,3.53687087527656,3.5845714687697,4.35805865401035,0.841429528087935,5.79648833355467,2.28818470167689,4.01927944432969,3.84177735099824,2.66019295334722,3.20573689957037,2.98490956360456,2.43454983847089,3.12466803481728,2.54718537139056,3.18404633327842,3.01360518692071,2.72431579357489,2.54833573377614,4.78763834828151,3.66734346930072,2.58595172498926,5.84634575828963,4.08686202894005
"Lagopus muta",5.33845191759245,3.79414908291562,6.55443619196884,4.42146438342177,4.77070358024604,4.83188807537475,3.87754378819333,3.2520400681923,2.52800864712293,2.97950824032742,2.20775568540641,2.23091047421592,3.14006664563968,3.34272275576599,3.16711876302209,2.24765118739217,1.56437177235871,3.64264022902852,2.80505351749317,3.31845156988077,3.32034847366598,3.53674525054834,4.30039508112985,4.81559853936862,4.91408507237677,2.57718791769518,3.11391757119309,3.31721699961263,3.62623071950841,2.73000551686923,2.9129896001265,3.34273215580879,2.6766261281868,2.1890114123273,3.25716394486819,4.13664463553353,6.5795411197906,4.4584980152565,1.10966277319128,4.38027240325938,1.80971695735278,2.17609634330237,2.17640266855619,1.19600599504887,1.72398967763801,0,3.0734995162326,1.95789157589239,2.92315651712043,4.2752642871045,3.36884183062258,3.23399681647136,3.49844575122137,4.13262824019558,3.65115379419213,3.39808383964544,3.90094957772672,3.1459308585979,4.7154405545245,5.39778908869784,4.49155594183597,2.65096173938551,3.84741063029223,3.28548964500109,5.56098235652878,5.29953461295014,5.09536044660684,2.68020753611446,2.91512504956423,2.78388174686495,3.8366649602632,4.25987675571881,5.88433682983137,3.47987254698762,2.59607222371345,4.32763694638829,3.03875065454093,1.17854199186816,5.14635341636522,2.30750925302599,3.34382557560026,4.91367726247011,3.06410735598449,2.15045301096095,2.99036091153705,3.16580882727505,3.58446423467024,2.94028491406404,3.71626534536826,4.29209094387637,4.05374109425574,3.80211308165495,4.07923295356004,3.10175226460803,3.58769573854136,4.52931655167927,3.91889246364398
"Charadrius semipalmatus",7.48374238121857,5.65431405088605,8.84313921276333,6.94456988923306,6.94369025818911,7.38439274747311,6.07436540774789,5.46862874083371,4.03225514416122,4.59195431223702,4.55163410036849,4.79593272738787,5.06526042815626,5.3659764310297,5.04177888462269,4.7959097140649,3.95059705732945,6.19867141181706,5.34917639063702,5.52850683076514,5.24317622150383,5.87249104776665,6.72335363327383,7.35897266885138,7.43799633686018,4.48494262806558,5.51330064265176,3.96264553722996,4.25211767678366,4.75360340441079,4.54696377656007,4.70490040466489,2.31066568592523,3.45699087513327,4.69607091174531,6.89745473107498,9.35102612285447,7.23374514834352,3.47140794554278,7.24204718385557,3.77688236015225,4.82293565947864,4.85479539203637,3.87644664936855,4.42716867008797,3.0734995162326,0,1.93110495462979,2.14420900349548,5.7214380049159,1.65899779787812,2.35542414585525,4.56681412512553,2.3353038546155,1.80727436890263,2.28555276321916,5.26348497462835,4.33748669291666,3.63338308976173,3.97874317286121,3.63315936794946,1.89053344724173,1.60804719377947,4.9545794983535,8.19132008417,4.15995475432428,3.50695593181547,3.37008560418098,4.51817491703991,3.61415305225763,3.44467706590996,3.91618304491444,4.10127886184029,3.2910741155534,2.02844860958552,6.98707687834552,2.2316386442105,4.06771415929095,3.69118110055195,3.39227196161814,2.70980231640071,7.45653571866271,5.6100409715108,2.38415318943083,3.8312763706778,4.83995216122793,5.99852986505596,5.2836831401158,6.08305184138386,7.14496870386476,6.83999071947539,6.39801044570702,2.98860082594902,3.01647865312874,6.17841135461061,2.15901095773311,4.22189021465982
"Charadrius vociferus",6.02257904269755,4.29390756342949,7.27870156166807,5.24343931835812,5.35506539776436,5.82406339756267,4.77055403063315,4.04320284540163,3.07898718197779,3.57234346807654,3.38395305744833,3.54051973983054,4.01864745331696,4.34309136920968,4.03606515194049,3.45543502565862,2.76754047407436,4.78511008030466,4.05705200625641,4.34586381864685,3.74854051985116,4.24614334356655,5.02959548717342,5.65945912962207,5.73904451193411,2.94184263634813,3.82507915144509,2.79847511690582,3.17900356114939,3.57769262349031,3.54680949225741,3.65391155633247,2.79776096527274,2.5114445952493,4.00634305890849,5.17542299963964,7.64967249617928,5.59949008806442,2.23302422266169,5.58716859278762,2.93061309328135,3.44937675673589,3.30022725310911,2.60288744011301,2.97999555362115,1.95789157589239,1.93110495462979,0,1.69154344147148,4.11737493036703,1.97755928991712,1.79313960691495,2.98858590452713,3.10894499722491,2.24013279283603,1.9303314699669,4.36916162077736,3.55670935941663,4.38289007139249,4.85025598074226,4.24335723876359,2.15515356855932,3.11021733888078,3.94311956349559,6.51985028804433,4.90212201107182,4.48305476516461,2.65486666092844,3.37528893175698,3.35566960384391,3.70654083071343,4.21163327062677,5.21060306372501,3.5070574374826,2.43111859578814,5.40276243907721,2.34786701831968,2.79507531252363,4.58330774555697,2.53071010570299,3.09057691406069,5.77614791432827,4.13195469231232,1.06756363109815,3.24766555518065,3.64018158344509,4.74053285880916,4.07725900536773,4.38723672897319,5.52221453196254,5.19038626114986,4.74445491593098,3.80800909488408,3.1734737798274,4.45025756509279,3.79535147561599,3.31000660416642
"Calidris melanotos",5.94843722073305,4.17783870724994,7.40103259191888,5.50964060889272,5.37991288549792,6.17315567665298,4.68341376895046,4.23158805121064,2.72946279204547,3.22956365209845,3.61385352020006,3.87532540488422,3.7561958674812,4.14938977387073,3.78762681254869,3.92655364648438,3.15918796294227,4.95265516745326,4.34089909622478,4.31910880670577,3.60036040636456,4.39041508423854,5.56863136582632,6.18381920013452,6.26083843918448,3.4637120145097,4.63562571768297,2.93629062620135,3.48610547408226,3.65137236457274,3.1638727844981,3.11898044568358,2.31827973652031,2.06895373742154,3.55676253729994,6.05292649682891,8.152649823932,6.20292641115257,3.23884129577786,6.28038436710012,3.54464977030151,4.25880730455365,4.21674582565681,3.45178069942609,3.82804238008481,2.92315651712043,2.14420900349548,1.69154344147148,0,3.90262341577062,1.30134235959892,0.730333621959831,2.80093274054624,2.46577354134584,1.46036592814399,0.715551825409174,3.82520343888331,3.4304828972474,4.26080259998156,4.73203881122154,4.19130762697348,2.57565091037853,3.34709270153749,4.44539123658428,6.8963207465387,4.91829628279336,4.07518830695034,2.87506537652253,3.55187270522038,3.49225909673891,3.81315355472521,4.29353352952397,5.17222263721578,3.68916319827394,2.77563735193431,5.90581072420647,3.39220982839979,3.58748068209801,4.42886098002434,2.9973157049776,2.68406532154382,5.9776158432716,4.60332516340505,1.66674652971502,3.02355069875216,3.66551515277719,4.86642316341008,4.18867108944587,4.99852508628202,6.1656374073846,5.90078401420107,5.18126953283547,3.77587745169677,2.7264093470503,5.41993309559158,3.92294985432902,2.12020231511563
"Numenius phaeopus.1",3.03775756642054,2.34199421637215,4.15817526947411,2.63232370912857,2.66865025687728,3.44499065941439,2.66630493099911,2.55283622497951,3.01533537711686,2.81855055099591,3.2456370342952,3.28358242016352,2.99132671849448,3.2512701357168,3.06842189308863,3.32117039752968,3.40908217906028,2.97443685018343,3.21235416285617,3.01580220565944,1.49968348396423,1.86447755428985,3.03606104945862,3.4450792073092,3.50627804772576,2.79981072356346,3.12699753104599,3.43841027195869,4.03019878852199,3.12549219843696,2.88820664677431,2.43300311990579,5.17302410506142,3.27798113824087,3.83282588954067,4.06760365760671,5.1592232677908,3.91731802641885,4.14092227487072,4.11023622483242,4.87180182218791,4.23472540990924,3.6106674157115,4.16966473134763,3.85725623685219,4.2752642871045,5.7214380049159,4.11737493036703,3.90262341577062,0,4.98369802840568,3.95906625959542,1.39147844063295,6.02425176249497,5.14297991029198,4.0932759208757,3.96741445080844,4.51761367343936,7.31290731188532,7.93101840189575,7.12201881119247,5.63212529879819,6.8834965011506,5.09726048783155,3.99899386427104,8.00074972613215,7.42906848401219,4.77134022506687,4.08343140971146,5.50147561774071,6.5205529555703,6.90624443277838,8.58704641625398,6.32939143304522,5.80835951683626,3.45578871377346,5.99971192140994,4.05219837569171,7.65572153948252,4.68041730409812,5.72034104641644,2.99985337889998,2.96087640480055,3.58581201621322,4.66574985721836,3.83295842121589,3.26086363472239,3.14001548288964,2.86243217269302,4.17824153986351,4.17532149501641,3.0649998534853,6.96562747357622,5.36413524448992,3.75929374903147,7.54604864433937,2.72560396489792
"Actitis macularius",7.04531840339383,5.20626256353905,8.56004603522025,6.46512473982629,6.2320490932281,7.22544501524212,5.77915921121411,5.32472239257841,3.79369925500681,4.30118026472793,4.53240627415505,4.74335407532932,4.75123180295667,5.14110033003472,4.80709468951111,4.79329264494091,3.99131813889774,5.92989805618897,5.29815743610473,5.33584137594294,4.69954055099346,5.40245437731534,6.57215636779862,7.17625849436944,7.25717161503185,4.4710881764012,5.52895441436211,3.89605792692234,4.30721304072556,4.70729996971527,4.2564801197807,4.3264229394067,2.61294498869968,2.90222870632175,4.51926429236842,6.82440571314963,9.10146416267678,7.11270349070402,3.79103561493132,7.12326382650663,3.71523910807402,4.80235325602423,4.95474181991902,3.8105454004517,4.3213302315786,3.36884183062258,1.65899779787812,1.97755928991712,1.30134235959892,4.98369802840568,0,1.17609091446601,3.77387917755154,1.38390178230943,0.721176602967525,1.18886063179142,4.4748615447648,3.57171123025879,3.31696441869124,3.61428910409427,3.30853291453323,1.95115074345323,2.66491799387801,4.43453136924543,7.83062631018671,3.8619854066115,3.02171706759987,2.67212215263848,3.79468585707422,3.39880637804388,3.05501460489053,3.53841892396785,3.97190532956487,3.07075182459077,2.27666600623643,6.87777365050326,3.26331713407067,4.09152077589743,3.33219400933483,2.88475658617646,2.27584161058328,6.9218891859207,5.58250886147216,2.45506489247189,3.07812696384558,3.99897168931518,5.86203500865853,5.11841688829017,5.97159804504564,6.90854878533831,6.56365736699101,6.00138376511661,2.97232259544593,2.69581373063581,6.14378832334399,3.13905592398123,3.03871545414292
"Tringa solitaria",6.10830831194814,4.30987738666261,7.66334817436949,5.6380879299614,5.3742465441869,6.41573861119095,5.01262179172358,4.6150542973144,3.20493893970335,3.6817310858686,4.04811463640454,4.24187585405871,4.14656491430229,4.54241546846577,4.2006688763684,4.32370709370747,3.57838897409347,5.23457195664032,4.68027479676077,4.71624839168525,3.80539524541516,4.57141594701813,5.75352446473289,6.36077063391592,6.43290808800388,3.74797308060252,4.84897692344715,3.26245377326694,3.80657180737677,4.11803524078373,3.55311506751054,3.52591883221688,2.844495445637,2.36554495149399,4.03739027931845,6.1684438464166,8.31017482669119,6.40156363558676,3.53959411105619,6.45798193585019,3.71395023735924,4.48155647553181,4.43425609550274,3.63264666991135,4.03283351001206,3.23399681647136,2.35542414585525,1.79313960691495,0.730333621959831,3.95906625959542,1.17609091446601,0,2.73980205180897,2.27041698082336,1.3293547597604,0.498144788754425,4.04142660843534,3.47955646678112,4.21605812080408,4.57364652742294,4.15465928054756,2.61874624557087,3.52324984522035,4.3963750975812,7.04406709815313,4.77732370576943,3.9463927220197,2.80361991390633,3.56043886464357,3.68164380186712,3.76693430556449,4.24680030740821,5.00203702098253,3.71517449783351,2.92216735034936,6.12100408138747,3.58890786429152,3.83743015028035,4.2853800304964,2.97364933472963,2.84330130985782,6.0877279024718,4.88488029468022,1.90376408360367,3.09425905619663,3.64401596145126,5.21850512493918,4.55479265644871,5.17958985909887,6.28801432903173,5.97663299358909,5.29920738812504,3.83523019722103,3.01082679932092,5.51428367194054,4.07485639228165,2.15870506099078
"Tringa melanoleuca",3.80826597059834,2.40465424531399,5.33100431218963,3.35228832068855,3.08061581420391,4.19299730998639,3.20056194903131,2.98786671210882,2.68649391578645,2.7537454488947,3.10546726222036,3.14876837309799,3.00825084785079,3.34666203026564,3.07891360709138,3.28006016311187,2.99875138786574,3.40727537663603,3.27928308421513,3.27437478264165,1.78782370711148,2.41581817530598,3.64894662073779,4.16461393220556,4.22826729096127,2.66605321788103,3.26355396281238,3.16254197566933,3.81882283170007,3.12301100080237,2.66550547887117,2.3894149660961,4.27055004507036,2.46579917034333,3.60326900503792,4.33711508115373,6.0261268896816,4.47583167691325,3.46535600920882,4.55650186942398,4.1141238455176,3.91613855234243,3.36595629662609,3.47090550845263,3.37309677400458,3.49844575122137,4.56681412512553,2.98858590452713,2.80093274054624,1.39147844063295,3.77387917755154,2.73980205180897,0,4.80826676301632,3.9893336918886,2.93721153367686,3.82823180424546,3.81850696985456,6.18758580702335,6.72653703091297,6.01267960484163,4.47179928243183,5.79895358429161,4.38312324613444,4.80327075546063,6.82988019188527,6.24668051017179,3.73572640609087,3.38570249674103,4.64962725650265,5.41638314754018,5.8243814006717,7.33936349762058,5.2477087462547,4.70356801349493,4.01716359454475,5.08843024869172,3.47316587121888,6.44138508844093,3.67923460567329,4.70112257130628,3.78792769406427,3.15791476242515,2.52828201984493,3.85636712149478,3.2759408647202,3.60919060074281,3.2225745864866,3.25296063592034,4.45909057539202,4.32156574754359,3.38305539981428,5.8554689235796,4.45538068890623,3.79631731751378,6.44701457430499,2.04434797782395
"Calidris minutilla",7.89172373352708,6.02767336190041,9.55436290892691,7.31378357986567,6.92417828715176,8.15423321770241,6.62330771841239,6.33120929702613,4.62379063779745,5.15352733499086,5.40180306170392,5.55391588480315,5.49825566733535,5.86964363055032,5.58303445847793,5.69423246936934,4.84861290078346,6.73878741697549,6.11239127172399,6.1744785110384,5.6258987940909,6.3129019180537,7.5870853829032,8.14784312519956,8.23244945688145,5.54706163224242,6.57931474782914,5.03894913127741,5.40392788264761,5.63916812418104,5.05100645298832,5.25131378724494,3.02346179017557,3.58557536765435,5.18507411202614,7.68137913832221,9.94752804004529,7.96112579286716,4.60545829029567,7.94978919845885,4.0247069325938,5.46348009786728,5.8214209343366,4.42817039572857,5.06350257621439,4.13262824019558,2.3353038546155,3.10894499722491,2.46577354134584,6.02425176249497,1.38390178230943,2.27041698082336,4.80826676301632,0,1.49150828407958,2.32394484951912,4.82367779251041,3.70541707160835,2.47233525036678,2.56564715402039,2.55983352004995,2.07387600570905,2.71577779851604,4.59140725135981,8.64682892055755,2.87277191563931,1.78835650502115,2.84284491756679,4.15706912364895,3.39438882270413,2.53934266091838,2.93682798420513,2.90985006906432,2.7106670442882,2.30375478004045,7.78652137513608,4.00267409497623,4.75811731579214,2.30389606448815,3.17616025421699,2.01432524142906,7.71492418806584,6.51148099787182,3.64908542614769,3.15234578499178,4.33381163299846,6.67798828383078,5.9220269602766,6.9941986583129,7.6151303797266,7.23425323228509,6.76407754950102,2.32566927786959,2.6718892576311,7.04357207433456,2.96512659393396,3.79072636010814
"Phalaropus lobatus",7.26292046564839,5.43382866208568,8.69514684045867,6.70321033422441,6.52878179064002,7.46092887013443,5.96736130552921,5.50239197519613,3.95544504825402,4.48651657534595,4.78453144139447,5.01528762598709,4.97426627682098,5.34841630908724,5.02261874705713,5.02813016157435,4.2536520787,6.17721980320555,5.52427995173311,5.57560737028974,4.8909895703143,5.61932516209498,6.78441518576405,7.39949279395244,7.48204282336372,4.60167388226835,5.74712216102572,3.81804685798224,4.1967062482833,4.95867713581603,4.45403945048914,4.49824259139054,2.84503785366208,3.18712546083894,4.80564084883218,7.07699736367464,9.31683655859544,7.30333757670017,4.07481546128448,7.37737271979333,4.01746678712895,5.04680676177775,5.20492726780615,4.16683111566846,4.68510799008239,3.65115379419213,1.80727436890263,2.24013279283603,1.46036592814399,5.14297991029198,0.721176602967525,1.3293547597604,3.9893336918886,1.49150828407958,0,1.16489163554746,4.53989594570452,3.83771929907467,3.59692584140974,3.87550533693416,3.62903992618726,2.32642545440566,2.55355210595823,4.8296540127552,8.06271697807772,4.10705771194438,3.16060255551567,3.11213607967632,4.20210091466607,3.7486382208399,3.48471654832711,3.95843170901431,4.14856277868804,3.51877280912367,2.62141795096736,7.10254963145014,3.16536473360469,4.43072187277452,3.61336408390198,3.33516875796782,2.56806156453867,7.14998369431779,5.81704031717509,2.66429293979354,3.3182395470119,4.2746414387558,6.0743013179417,5.36735145022909,6.18088036761988,7.21880890039023,6.86192385870946,6.26973317932077,3.2594229231955,2.98412310774808,6.4351644063246,3.00975840642879,3.156067972954
"Phalaropus fulicarius",6.29166045762416,4.50286896677776,7.771102924927,5.86064939452405,5.65025250367861,6.59177664029752,5.12601094410382,4.70811713406747,3.26303140002119,3.74193267534388,4.15285986455446,4.38905736570792,4.24731412956451,4.63052464191944,4.27858008116708,4.43668348427671,3.69668854754799,5.4075322662526,4.81564195077683,4.8279551654574,3.96280363100799,4.75684176572306,5.96017968968933,6.57677490358269,6.6525520529298,3.89688561034481,5.04369357675084,3.24963156889019,3.77758373287808,4.26406948991924,3.67653275946396,3.592394280538,2.83137993693984,2.58325060538146,4.20144845325131,6.41529754214916,8.52602354024359,6.60315296761238,3.72689900671853,6.69605402267546,3.9762321040076,4.72253312905818,4.66381515156656,3.88038117990726,4.2687422212803,3.39808383964544,2.28555276321916,1.9303314699669,0.715551825409174,4.0932759208757,1.18886063179142,0.498144788754425,2.93721153367686,2.32394484951912,1.16489163554746,0,4.19678972888202,3.70966495633769,4.31334367219861,4.69206400746199,4.28462830440411,2.7907002748662,3.41952229924502,4.71840858644215,7.27188035082189,4.91894263852676,4.01372799455757,3.12142183022455,3.88956093058834,3.90240120175242,3.9912039309075,4.46133548608462,5.08428828321591,3.94066952180879,3.08222417401487,6.29071290870254,3.52235813450144,4.0745723778809,4.39268847702492,3.2938353154053,3.00707815665879,6.31431557679896,5.04309088913402,1.9909395633902,3.29696867593814,3.92751381660818,5.32409262790702,4.66848653579483,5.39066997854141,6.57021808546609,6.27922392154271,5.55747350228378,3.96669660400054,3.16139348238797,5.77065603004059,3.95415229798563,2.26580992368031
"Megaceryle alcyon",5.26587509140781,4.28209576966086,6.01131471872102,4.18597713486528,4.26791259618101,5.22519469231464,3.65161333963435,3.62165753827611,2.77241729387995,2.84322598920737,3.38669638079899,3.40927961070152,2.99986385372052,3.35197884578492,3.30212905202542,3.40388370845875,3.30591637629095,3.80026659704565,3.7975166569594,3.49243365848671,3.31749690362805,3.58076719601242,5.00356869450106,5.28502925144449,5.40780023895586,3.94463025618301,4.63135648950905,4.0324403162186,4.32775447803519,3.41803540227819,3.31228088706273,3.50815595797367,4.13002595911682,2.81093901907273,3.34616041006937,5.21614159252646,6.45299167696977,4.8287507805992,3.89439587530498,5.0254669190224,3.20326024204136,3.34773045989206,4.02728960452522,3.55926685697341,3.61019626011766,3.90094957772672,5.26348497462835,4.36916162077736,3.82520343888331,3.96741445080844,4.4748615447648,4.04142660843534,3.82823180424546,4.82367779251041,4.53989594570452,4.19678972888202,0,2.26854182306726,5.37682518697644,6.16954404056944,5.1638371995996,4.41941586246308,5.70093867291248,3.62019206718816,5.09903011400745,6.05119152988449,5.58459997614056,3.41290982859059,2.75763728342518,3.28822423053788,4.70976514055603,4.98427274520652,6.93765671460334,4.55215287886734,4.3524039687788,5.11719787825513,5.63659502814929,3.52032455421931,5.99717949660262,3.48856737739642,3.68010821676115,4.39040193387481,4.29936252184451,4.44987848935507,2.4094946657553,2.23516808420993,3.93120898432313,3.4746141174069,4.69420541501026,4.762645572283,4.48417968717226,3.72099278784828,4.98226397765153,3.23394412502301,5.0845815702574,6.24242887436215,2.9212906476292
"Picoides arcticus",5.97120379958961,4.57831488984861,7.12060808476581,4.71547946320175,4.45362308722201,5.78920511746999,4.3714986910277,4.28938495292735,3.1354446368334,3.36858772969485,3.4771572317051,3.37761584701637,3.41893465564157,3.77069391717859,3.67870402289748,3.50075899905072,3.08538242036246,4.26824163831295,3.98235893947458,3.98603265922517,3.86652143192801,4.09343979155505,5.55795912080801,5.87617295457247,6.00826911043076,4.36770920457391,4.85977555667053,4.64615370674138,4.95170903484366,4.00570676348066,3.79400773323695,4.15310091920728,3.53519606358377,2.58414476570013,3.91751456332779,5.23633204212133,7.10093385107653,5.31952761199311,3.25568700305774,5.30276105638809,1.99624325481248,3.08307423613427,3.86293021506844,2.50743048037123,2.80535017004828,3.1459308585979,4.33748669291666,3.55670935941663,3.4304828972474,4.51761367343936,3.57171123025879,3.47955646678112,3.81850696985456,3.70541707160835,3.83771929907467,3.70966495633769,2.26854182306726,0,3.62532193775963,4.46630235484931,3.35894337699695,2.94082854008326,4.74360864130116,1.81327666151992,5.72472557190037,4.32675720299961,4.12315049191727,1.60829716155014,1.35412367479036,1.75310995724137,2.88698413130113,3.10030729433922,5.3259266726041,2.74519257409428,2.9565300230048,5.43445511828007,4.98019127672672,2.76935010152862,4.28483737447372,1.71828223275579,2.58972032159872,5.00876748998885,4.4927192974238,3.98683934412062,0.629606008456383,1.12616720136766,4.33310283302076,3.64661337857637,5.12814372570306,4.77457846283455,4.40103876759252,3.91219151728486,3.49394815958828,2.28964454645102,4.85055620339882,5.25038792895604,3.23441489216697
