"","Terathopius ecaudatus","Aquila rapax","Circaetus pectoralis","Circus ranivorus","Circus macrourus","Necrosyrtes monachus","Falco biarmicus","Falco cuvierii","Sagittarius serpentarius","Ciconia abdimii","Balearica regulorum","Mycteria ibis","Ardea cinerea","Ardea melanocephala","Ardea purpurea","Ardea alba.1","Bostrychia hagedash","Scopus umbretta","Plectropterus gambensis","Cairina moschata","Alopochen aegyptiaca","Alopochen aegyptiaca.1","Anas erythrorhyncha","Fulica cristata","Charadrius tricollaris","Anarhynchus pecuarius","Charadrius hiaticula","Charadrius dubius","Calidris alpina","Actitis hypoleucos.1","Tringa glareola","Vanellus armatus","Vanellus coronatus","Rhinoptilus chalcopterus","Caprimulgus fossii","Lamprotornis superbus","Centropus superciliosus","Laniarius funebris","Corvus albus","Corvus albicollis","Lybius leucocephalus","Oena capensis","Streptopelia semitorquata","Columba guinea","Spilopelia senegalensis","Hirundo rustica","Hirundo angolensis","Hirundo smithii","Cecropis senegalensis","Cecropis abyssinica","Pseudhirundo griseopyga","Neophedina cincta","Psalidoprocne albiceps","Apus caffer","Tachymarptis melba","Vidua fischeri","Colius striatus","Colius striatus.1","Ploceus jacksoni","Eremopterix leucopareia","Cisticola aridulus","Mirafra rufocinnamomea","Motacilla aguimp","Euplectes axillaris","Euplectes gierowii","Euplectes capensis","Quelea quelea","Lagonosticta senegala","Lagonosticta senegala.1","Uraeginthus angolensis","Vidua macroura","Vidua fischeri.1","Cisticola chiniana","Granatina ianthinogaster","Pytilia afra","Chalcomitra senegalensis","Nectarinia kilimensis","Cinnyris pulchellus","Cinnyris mariquensis","Cinnyris venustus","Chalcomitra amethystina","Hedydipna collaris","Anthreptes orientalis","Passer griseus","Sporopipes frontalis","Charadrius tricollaris.1","Charadrius hiaticula.1","Calidris minuta","Tringa glareola.1","Gallus gallus","Milvus migrans.1","Egretta garzetta.1","Apus apus","Pternistis afer","Numida meleagris","Vidua hypocherina","Prinia subflava","Threskiornis aethiopicus","Treron calvus","Streptopelia decipiens","Psalidoprocne pristoptera","Apus affinis","Prionops plumatus","Pycnonotus barbatus","Euplectes orix","Cinnyris bifasciatus","Cecropis daurica","Apus horus","Emberiza tahapisi","Emberiza tahapisi.1","Ptyonoprogne fuligula","Sarkidiornis melanotos","Porphyrio madagascariensis","Cypsiurus parvus","Bubo africanus","Lanius collaris","Struthio camelus","Anthus cinnamomeus","Motacilla flava","Vidua paradisaea","Vidua paradisaea.1","Crithagra atrogularis","Buteo augur","Riparia paludicola","Ardea brachyrhyncha","Bubulcus ibis","Delichon urbicum"
"Uraeginthus angolensis",7.69251880078628,8.05648675907751,8.05185789614435,6.8728363941528,6.68910798056286,7.8214907003275,6.52863662430142,5.22314953909577,9.58480896698283,8.2374300178495,8.70748907112335,9.90606703877892,8.56361513625922,7.98331704680127,7.80170926110722,7.90832399909383,7.82679319355928,7.04230214967818,8.57236142537034,7.30063527381424,7.15419699411592,7.15419699411592,5.70804301330316,5.23856580886636,3.28303035399399,3.52792938959525,3.74967982836727,3.53832350636359,4.23628274465189,3.70432036619327,4.1241182334072,4.88510893280037,4.79801008599641,4.39126848590669,3.97025421039515,2.94604263238895,4.6478466784644,2.55792868724942,7.11059800103825,7.72797393037283,3.0888813478309,3.4091841303468,4.16368365072891,4.8724929368818,3.50830318350135,3.46517259931144,3.49828785722299,3.81259726032102,4.13166202481507,3.39597359376422,3.44019835678823,3.35565403205366,3.18145345115681,4.74500476678598,5.25064199910021,0.991605196175911,3.30776040894879,3.30776040894879,1.40267915983329,1.20879756733748,1.57745857289867,1.53741238571624,2.5155262470506,1.93966847729399,1.89161594344222,1.87242467918507,1.43870762025515,0.486573165483431,0.486573165483431,0,0.964423250222805,0.991605196175911,1.44256424069451,0.83780851952784,0.914689608058954,2.02045780412887,2.38875009210703,1.67338199474588,1.83221729883498,1.60002180681702,1.90394122727355,1.29606181141466,1.43932675843774,1.6397438777357,1.04893213557775,3.28303035399399,3.74967982836727,3.44083864324031,4.1241182334072,5.51521204527488,7.42682861903171,6.50312337173873,4.80244375673712,4.3510582853214,5.72238352079177,0.800812410452673,1.29001842951799,8.37189865956946,3.98055338024538,3.98333407342502,3.61190567336483,4.18772058601761,2.5578041112009,2.15229457665204,1.53558264487129,1.67164416839363,3.68946454546202,4.66980870005713,1.20196662597944,1.20196662597944,3.55057556360918,6.99362992275982,5.79484678864687,5.17969002980281,6.20961418647502,2.80093712563758,10.6965414959527,2.11057411589274,2.23375946537022,1.42178141123123,1.42178141123123,1.25286799327516,7.19178707886955,3.09450916391319,6.79809154124048,5.91495888310797,3.41954471225847
"Vidua macroura",6.93303272091948,7.33398019356943,7.31402803810431,6.11191875793551,5.90156172921024,7.11004887791599,5.7637454095155,4.42200935532362,8.89819334801431,7.5584121816951,7.98690197063864,9.31902893834136,7.9237516766266,7.32403741459702,7.17036064381014,7.26514557625332,7.24052864020851,6.39644403958579,7.90942477147215,6.64491315116051,6.45117568412194,6.45117568412194,5.03089030219614,4.45460097680297,2.56195786101942,2.85188701873775,2.98205759490495,2.82663265879353,3.6205638517771,3.06160365748855,3.4556879724928,4.09427893957241,4.00008769921707,3.56496303922059,3.21144917846255,2.18239685466079,4.10707758516428,2.33399181696621,6.40993978594209,7.03228979925334,2.68002780554301,2.82168139984382,3.38484099745794,4.06336262905927,2.79356585579272,2.83507626728278,2.87346445087126,3.26412402141168,3.41426599693969,2.79375969679852,2.93816823158795,2.62453433826443,2.64231663828424,4.15241767542814,4.50804211435192,0.331552286030535,2.8206371193149,2.8206371193149,0.922388114222314,0.453008822966447,1.82997625566131,1.11565950869996,1.93452339955713,1.44995067776742,1.68392127157236,1.46350285918967,0.968740802107432,1.17285209043885,1.17285209043885,0.964423250222805,0,0.331552286030535,1.60504315283669,1.16350154384614,0.755298510986732,1.92649764792692,2.223709374629,1.74841914891246,1.73125080933322,1.94349087954975,1.8868264667076,1.65782595487096,1.36817618460114,1.04970728492726,1.0046436400431,2.56195786101942,2.98205759490495,2.87365060908598,3.4556879724928,4.85787463613398,6.67200888630148,5.86893227359103,4.16227575068542,3.69137561666045,5.05526479166763,0.266145025008605,1.59617983936619,7.75939677126959,3.17949628447171,3.24122614505307,3.10279385791565,3.62423336090809,2.01220606807298,1.64630247040317,1.00211481081115,1.91716229760065,3.02856188170154,4.05209381367572,0.56530272441751,0.56530272441751,2.88939867615676,6.30410347375253,5.08445483723818,4.68290866869965,5.47325058261729,2.23381542733337,10.4199300328792,1.44222322720003,1.64477929316216,0.658037718209651,0.658037718209651,0.574739482276865,6.46753787264846,2.50363517013977,6.14692245683282,5.24481409600654,2.80866844674427
"Vidua fischeri.1",7.09186928691856,7.5387108677027,7.51083994918886,6.30337339384037,6.07119668285147,7.30695159878432,5.931402190323,4.52486880543608,9.12193962554278,7.73504975497529,8.19241761143626,9.49816278671673,8.11551328133431,7.51039530130027,7.34675287811944,7.45118232954157,7.43963008605706,6.58463618369493,8.11199167650686,6.8426238723047,6.63803601883666,6.63803601883666,5.166030776799,4.60041043011425,2.53638693342499,2.77520799198176,2.95385992131093,2.76591350972039,3.59238790403408,3.05364049003828,3.45329151088787,4.21561644287841,4.1245541685505,3.69120450926718,3.26342574122665,2.32858927520978,4.38364454530415,2.61049090647879,6.59495865214516,7.22218295545069,2.87352833426567,2.87507350312893,3.52533277953375,4.1985103889724,2.89639744201323,2.76113652608347,2.75792330215525,3.15557246072492,3.44951779814031,2.74742404490836,2.8198951842072,2.5828230947071,2.52632710279257,4.03915762408651,4.47662567464245,0,3.0804321783023,3.0804321783023,1.1129390317083,0.425929482859476,1.7408111665501,1.33128556213119,2.09434496633046,1.72116705546239,1.93862501838785,1.69915848448091,1.01005442348886,1.09708195895553,1.09708195895553,0.991605196175911,0.331552286030535,0,1.71476540739402,1.38549842818195,0.755806181287925,1.94011227786015,2.36691658412596,1.77077541880641,1.75421530741947,1.8650413680935,1.91003119687269,1.58127031423857,1.43066986751655,1.28763804576148,1.22402744035561,2.53638693342499,2.95385992131093,2.74323782191429,3.45329151088787,5.10622043171909,6.85612065166072,6.03195095265174,4.06138663766065,3.90601552140064,5.29769864079511,0.228612351582035,1.62175717437398,7.94123258618476,3.32671910472125,3.40830729279152,2.9982924596999,3.47033029539871,2.25662815598448,1.90079774670733,1.11332727234204,1.85018114623847,3.01026921558225,3.91947299058629,0.734366804039345,0.734366804039345,2.77776436053008,6.47843518877454,5.27348161381788,4.57282941264279,5.68326904302631,2.49774783488478,10.6962032144068,1.5944377299247,1.69572681727386,0.906169757824706,0.906169757824706,0.443628802299869,6.68068775252278,2.33849980640929,6.33231533712784,5.42075552532083,2.69012854149067
"Cisticola chiniana",7.65435589093308,7.90904435643305,7.91101529007441,6.7186402073074,6.59729140371477,7.59116729082117,6.56560498191274,5.41355464041117,9.32785790275997,8.05422431058964,8.43322839770332,9.75765051939996,8.32825123157437,7.74602269854227,7.54135676998476,7.58503366424186,7.54988393205707,6.88759597173333,8.44230580663246,7.19357429124369,7.07275274919775,7.07275274919775,5.8224656632113,5.02829676085993,3.19904653387371,3.52927349597707,3.76579381265026,3.46921291984407,4.10393799144198,3.5617174016329,3.87606757424684,4.53786209447727,4.40818932804473,4.15032959566706,3.82670550460411,2.72781228755695,4.31648888307294,2.02370455644629,7.02472563641799,7.67567433144585,3.34759792253964,3.1377911429483,3.83809599544926,4.58163119726939,3.11402842303543,3.72794263308149,3.73606747618266,4.04968752570434,4.21971455529541,3.54816421174658,3.62084029513661,3.63978546888491,3.31913100681076,4.96747582275259,5.42876485153121,1.71476540739402,3.28826495117939,3.28826495117939,1.70978685660702,1.71081722670936,1.14470488485048,1.13811443129443,2.09645742589715,1.98950219411154,1.86416531318964,2.22668637417563,2.12067969302764,1.47469581050641,1.47469581050641,1.44256424069451,1.60504315283669,1.71476540739402,0,1.46809048304521,1.69036706384738,1.50519218816834,1.87860719155735,1.26064948020914,1.46804615087734,1.35641364869396,1.52566805877207,1.13242756226653,0.926413588248926,2.04002940018617,1.55079740926505,3.19904653387371,3.76579381265026,3.44059521549137,3.87606757424684,5.17783595499663,7.33906306346606,6.1757470064256,5.13680147008086,4.16875281092581,5.52313608173476,1.6208794400923,0.63344003084226,8.1397251054725,3.95895026244429,3.60099101513616,3.74583898852364,4.71314710817714,2.24292732819892,1.7371555997722,2.04019999294282,1.37721742582521,3.86908795270027,4.93724384011185,1.50628151217364,1.50628151217364,3.84884001683217,7.00192832998355,5.64454563206495,5.42759558776771,6.07372742570569,2.75007697219088,10.2170653847757,1.85447737448706,2.0243566996802,1.8903423917795,1.8903423917795,1.96784061440502,6.99395209341258,3.40023397691225,6.49345049017437,5.62169644648169,3.74082655034777
"Granatina ianthinogaster",7.23989238800554,7.49808389514389,7.51095377578641,6.35894421940284,6.22742826504592,7.2775556324566,6.06682872478198,4.92917559981295,8.97620385884476,7.70713986117211,8.15143236459521,9.34146928435614,7.99593551176796,7.43842208797263,7.27633382187283,7.36429519035407,7.24239352082222,6.48643345524217,8.00330772348278,6.74640015761463,6.63872035732078,6.63872035732078,5.29770926310537,4.88028145558924,3.31885703626551,3.65282318341813,3.79362271813929,3.65394940749788,4.21222991870154,3.65794873209276,4.07062386546486,4.57748106015199,4.49547130712007,4.1122573110784,3.86724228675132,2.67212039350956,3.9623590613299,1.9036810205524,6.57319260802204,7.18054459333787,2.58964885066212,3.35088566721516,3.86607762205884,4.56286255264862,3.34080498493782,3.58945601080895,3.71065432704277,4.0149510941055,4.02324928390414,3.50061087985586,3.71306848293803,3.40706436159843,3.46109990528401,4.9784226639566,5.27600399438433,1.38549842818195,2.70442456999429,2.70442456999429,1.1894882758482,1.44534558619898,2.079255747833,1.30957536333586,2.23311328305668,1.40783305142019,1.33616795558694,1.40289708418694,1.47166528414923,1.27255047344995,1.27255047344995,0.83780851952784,1.16350154384614,1.38549842818195,1.46809048304521,0,1.20813987123521,2.04306043993375,2.0326206409246,1.7287789315162,1.83759878562231,1.96097659138459,1.91118816903016,1.72089902844685,1.45580782174748,1.28724527779796,0.735624615199567,3.31885703626551,3.79362271813929,3.66597488487062,4.07062386546486,4.91892069203658,6.91463866930094,6.0183632421084,4.98351603561815,3.86522352977635,5.1491128625804,1.16657202314919,1.51622878434142,7.81942461299325,3.64328181184854,3.6338208220711,3.85825000413347,4.48400639389654,2.04766493687689,1.69297253715232,1.44179566114025,1.96867761400085,3.71705175837069,4.93360083653073,1.25210158154494,1.25210158154494,3.74842091601413,6.50291510560197,5.30240001016661,5.41339907496268,5.66758675809512,2.19966500109098,10.0063283528428,1.9181255812628,2.19484680716727,1.24320551679406,1.24320551679406,1.5364317215883,6.63415700112436,3.4395805418113,6.27046077798492,5.42845234419505,3.64670828237628
"Pytilia afra",7.04308648626426,7.52198944633653,7.52997231280352,6.37665733569309,6.21333793163546,7.27927866973363,5.99971266018183,4.71226463153603,9.12348138660066,7.64266682152222,8.1501675322922,9.29434405185419,7.97339545891117,7.38541074039267,7.17979485463137,7.31468495991948,7.27020537817543,6.48458582819972,7.97759020007396,6.72299555893297,6.53699120978725,6.53699120978725,5.05346255180211,4.54276356261102,2.87623030181227,3.04721534119211,3.30684997516614,3.14678500863849,3.7165982985579,3.22702381440071,3.56759270406275,4.28675348937271,4.23340054890742,3.81122172233049,3.67650136368793,2.38713070794462,4.37317890904477,2.37749695944199,6.55759919536264,7.15006413767324,2.50752000888911,3.37752984568287,3.77876682183644,4.3986901746299,3.26334787711823,3.20037488309391,3.21853978893105,3.66632424768436,3.83897505625127,3.29318072650968,3.4023153278975,2.95198466889135,3.12140021049792,4.57438893078615,4.87552085741309,0.755806181287925,3.25627979905813,3.25627979905813,0.83812938629763,0.715301409714415,1.8926149368546,1.23465753826483,2.32811206253393,1.5722937226147,1.56503385116859,1.39312381684539,0.762398282370443,1.04364885942466,1.04364885942466,0.914689608058954,0.755298510986732,0.755806181287925,1.69036706384738,1.20813987123521,0,1.81095480464597,2.32489570303572,1.86851554609195,1.65481493757419,1.64794883966335,1.6550362686974,1.42088912419839,1.38716585273,1.1990590461076,0.812855910496261,2.87623030181227,3.30684997516614,2.98409809660909,3.56759270406275,5.09203094752547,6.93976244626705,5.88575189082706,4.52619319385698,3.72268389836538,5.21150749487351,0.675389094669244,1.6538626888332,7.78077775599561,3.45231991963692,3.63526142397863,3.58428117186317,3.85933425565317,2.24916400857975,1.96368651338178,0.847532335335325,1.64601042509594,3.49650036160875,4.41846887670196,1.15183477319102,1.15183477319102,3.20922935838218,6.36587359512168,5.16362745269992,5.1244348637316,5.67954240055124,2.55992406418427,10.3682896111808,1.74114317522333,2.02689486352365,1.12373793202612,1.12373793202612,0.981157699235188,6.6565775584189,2.89557650720304,6.20101959855228,5.29318136880405,3.19912292599329
"Chalcomitra senegalensis",7.03438238594174,7.4311526297558,7.41623320964241,6.27417469135318,6.14422514638275,7.02233421582706,6.05169472838887,4.88083626842791,8.94460155475958,7.34807130313519,7.97412639387686,9.01483177191956,7.65518715033785,7.07596276081478,6.79700739589092,6.89013949874395,6.84292109360752,6.19751452942492,7.8981712986318,6.59891663841087,6.51296611851189,6.51296611851189,5.06320062042065,4.46651194890411,2.54298461306582,2.83755082836215,3.21015901041535,2.87165117042145,3.03245422381731,2.58170868518099,2.89612236577212,3.90250888259483,3.8192760799993,3.70272186002213,3.49111724698044,2.21481516225314,4.16292768859913,2.23806442409802,6.40440593247226,7.0992108824565,2.92001601802661,2.93746011093019,3.38777983407908,4.05712277917251,2.79052273945363,3.23683597144085,3.21719547938984,3.61260630867067,3.77359377364455,3.30294285409395,3.43522450800741,3.1021695189766,3.17099272904373,4.65312383601296,4.91047536471354,1.94011227786015,3.31887828702535,3.31887828702535,1.61555083284231,1.72371163495563,1.78471429158222,1.40823889826466,1.80011568426424,1.99792990602471,2.04875296128792,2.16097668293677,1.90108230401486,2.10884563107332,2.10884563107332,2.02045780412887,1.92649764792692,1.94011227786015,1.50519218816834,2.04306043993375,1.81095480464597,0,1.16837385085317,0.971728764609874,0.325918372641428,1.12672029122214,0.384452533115125,1.24079226526374,0.738936753369841,1.94633877008792,1.93408794642568,2.54298461306582,3.21015901041535,2.56804138028719,2.89612236577212,4.9403743067701,6.83606176928646,5.38350130693873,4.67426617201907,3.81543751724646,5.285988952432,1.9117557186796,1.48570016658845,7.3840475408235,3.4400985409653,3.21270951637515,3.56651315561587,4.29618890342235,2.01496203660032,1.78323316626278,1.82403691888424,0.922165712646306,3.52254163720129,4.53115008660784,1.81125889117419,1.81125889117419,3.32794051412958,6.38982545743859,5.13400290079029,5.17947333694942,5.6658659269589,2.62307274416449,10.3105235335113,1.58690979507473,1.64667108872474,1.99457454091276,1.99457454091276,1.95162775226997,6.58312065054595,3.10244499565166,5.8142755488208,4.928097937331,3.3558625764288
"Nectarinia kilimensis",6.55399913487231,6.7605704797812,6.73542325499987,5.59285974187461,5.48039902992279,6.35580188580099,5.43720821077733,4.42534061365332,8.17085318140954,6.74921955618159,7.33406751361214,8.44651748498402,7.05014727120991,6.49292113378164,6.27136655054362,6.31932882534596,6.21486527867652,5.56016203744663,7.29442115458703,5.97746935021742,5.96093748480728,5.96093748480728,4.6376400128438,4.19770568818429,2.54681877662728,3.02497136612256,3.19756519487179,2.96716539792969,3.05285733110362,2.53266446647774,2.91123832691701,3.56050282274677,3.45951874623361,3.39976825230568,3.18928092891934,1.98684185175458,3.29786986997569,1.80968411213565,5.75400693364034,6.48780737466966,2.68500210224002,2.57735650260731,2.87771965045679,3.57798579690992,2.40816502756103,3.21059134037971,3.33043874537632,3.6227354788155,3.41402451852024,3.18585210757577,3.52276434489924,3.06482630077708,3.31108435409948,4.69251475621726,4.74707849844891,2.36691658412596,2.43211735600199,2.43211735600199,1.80708291709396,2.14286574601692,2.47975836906246,1.59492841498234,1.28909504465188,1.76070582660602,1.98539447834736,2.06531348455165,2.22539468088162,2.66866234676093,2.66866234676093,2.38875009210703,2.223709374629,2.36691658412596,1.87860719155735,2.0326206409246,2.32489570303572,1.16837385085317,0,1.22224240453272,1.0806446201162,2.07663134645577,1.30148727637144,2.10392224448399,1.28110065550188,1.85115216674433,2.13008363271985,2.54681877662728,3.19756519487179,2.9594527096788,2.91123832691701,4.21043998478081,6.13548016977465,4.89461446452178,4.6788812160555,3.45128175356731,4.68545541367051,2.28505810374593,1.95889201384363,6.79722724234077,3.00163301444123,2.63146308370293,3.61697845986552,4.50627432933557,1.4454917541437,1.33382371861689,2.07912787649883,1.9052152256652,3.31211961879573,4.65392984684015,1.94526493515891,1.94526493515891,3.44677721176806,5.86479594944047,4.68469195227003,5.14973001058082,5.03252115516162,1.90291390129571,9.72630892459087,1.47586585317488,1.57152079201542,1.99322824969262,1.99322824969262,2.27312858451821,5.94060886558104,3.37497397140151,5.26175086895175,4.44285389448157,3.45023613070985
"Cinnyris pulchellus",7.47470366642712,7.75946209431618,7.71763808746654,6.5010590058884,6.30844250253854,7.38760642659698,6.28715626481302,5.01180133802538,9.18958163179647,7.79996853298204,8.33398620116846,9.53100686207057,8.13717372892866,7.55358724959648,7.34093591653183,7.39914865147913,7.34758588387421,6.62908501987656,8.32665283243812,7.00626205615489,6.92343174167167,6.92343174167167,5.50226301159579,4.9721541076548,2.6084062162262,2.97507783146057,3.26257038048861,2.9110325131745,3.42793002179774,2.88754714123823,3.31827751058966,4.28421618504837,4.16278278168023,3.97616610386927,3.37924296155644,2.52176163582863,4.29753398685295,2.42719405240475,6.76034540946968,7.49003022455418,3.33806498254827,2.59342945105116,3.51036725503499,4.28070149781151,2.73473610742455,3.05261644489635,3.07486821009028,3.32414967247678,3.62593760974368,2.93535552561129,3.02252668873138,3.0613125736996,2.79993582780447,4.38142343130912,4.86006870232493,1.77077541880641,3.06191104484068,3.06191104484068,1.78607778216861,1.70552983876588,1.39134337667547,1.53486128646361,1.68569081329192,2.12846412134666,2.27314021788268,2.34040541933401,2.04551205402392,1.82232800354884,1.82232800354884,1.67338199474588,1.74841914891246,1.77077541880641,1.26064948020914,1.7287789315162,1.86851554609195,0.971728764609874,1.22224240453272,0,0.841198629719324,1.24771442125556,1.16795358361399,1.19091828521502,0.735319074278499,1.99535379448731,1.94293151000126,2.6084062162262,3.26257038048861,2.80085185440185,3.31827751058966,5.16247031161139,7.06580734065227,5.93195430452835,4.51890627943973,4.27220957243777,5.60007824644199,1.69826088353163,1.00976740143496,7.89914520177538,3.66978250638521,3.31801878332565,3.15894619969349,4.16945308061061,2.17029844076749,1.7816020662286,2.0221547515098,1.16270895871577,3.24762684927931,4.35636203821175,1.50302225756767,1.50302225756767,3.2358482037846,6.80810620643065,5.60163584169059,4.78889491289664,5.96708311604381,2.6072894351228,10.656843531081,1.64168429550539,1.45952360829751,1.87319835099008,1.87319835099008,1.76539233578404,6.91398645132293,2.87778116539566,6.31331250260993,5.44995086116796,3.12111389220464
"Cinnyris mariquensis",6.97982650175184,7.37203901061381,7.34926082824072,6.19625290899765,6.04907835319185,6.9831351454686,5.94985745765004,4.74641504865413,8.88237917902364,7.30267385607304,7.93657592349012,8.97997395701258,7.62770685919901,7.04183661848969,6.77964445249212,6.87594709539719,6.82725493367536,6.14122939518827,7.86081290529509,6.55701083684729,6.46479683831977,6.46479683831977,4.984238981399,4.43139058404199,2.43678380216788,2.74316516457626,3.10370099467799,2.77955526348661,2.9713278691114,2.50310986358978,2.8550471690194,3.87130501858842,3.78749277768927,3.63372196254651,3.42519236043104,2.13759362031932,4.08017333337191,2.17397976813352,6.33509052377402,7.02991024825999,2.79795194274636,2.83042426460992,3.33347203590015,4.0140722820573,2.73710637984284,3.12148086595905,3.11517906754315,3.49747413932716,3.65323229969234,3.18008273341286,3.32303330046068,2.98817744444519,3.08215579618627,4.55345176792149,4.80763675176984,1.75421530741947,3.14128974694059,3.14128974694059,1.4281748543852,1.54554606169099,1.75074840637714,1.3117399048525,1.6842688737598,1.83074434193976,1.9304051669945,1.97254858891435,1.6879325746719,1.96348556414652,1.96348556414652,1.83221729883498,1.73125080933322,1.75421530741947,1.46804615087734,1.83759878562231,1.65481493757419,0.325918372641428,1.0806446201162,0.841198629719324,0,1.14252255766485,0.451269397661176,1.20343191017633,0.634518302391924,1.74591812246271,1.77096720732723,2.43678380216788,3.10370099467799,2.49058836941486,2.8550471690194,4.88756696845218,6.75666663131156,5.37334809769458,4.56277803414899,3.77589038420249,5.22906441095036,1.71537479851732,1.40769019062259,7.35714038949672,3.34529898353093,3.16552873629234,3.4763533387784,4.18081379113407,1.92410973361095,1.68398146196449,1.62573326206003,0.933494409870543,3.38813917768903,4.43466340907889,1.62746098350943,1.62746098350943,3.2245502391346,6.32876857369278,5.07092479718774,5.06579970257027,5.59472206160414,2.44859525420511,10.3219210149654,1.45422790937419,1.48659288898649,1.79152681778253,1.79152681778253,1.74625652492333,6.53100399186898,2.99170103420895,5.79380457336557,4.90793521032745,3.23046278861381
"Cinnyris venustus",7.95940124051433,8.39419390473357,8.38853731844702,7.22926212364135,7.08421707957513,8.02658059842778,6.96743427962104,5.69845305247517,9.91019216105753,8.32769110203479,8.93482107841173,9.93535606436994,8.62434607024275,8.04124649068985,7.75875828009391,7.87066620917903,7.8277879141292,7.1715814408972,8.82931086845584,7.55081351372541,7.43459500926746,7.43459500926746,5.94008034113508,5.33651189285254,3.24687118469085,3.40455910160218,3.85983594567447,3.48980802273882,3.84462313679092,3.42845509355972,3.74365020673319,4.84449217402457,4.76538281312352,4.54421852835837,4.24259759393568,3.07349006578794,5.04363055971461,2.77677202294136,7.37206404141356,8.03088872459328,3.48694379084593,3.61191075942134,4.34192739817558,5.03132849240864,3.6393435535536,3.7530931116894,3.6801384931816,4.03867438602427,4.49289049336236,3.77515163993331,3.72547419978124,3.69469033738628,3.47363873698948,5.03317566365629,5.55467835322951,1.8650413680935,4.02448084432447,4.02448084432447,1.91930444378523,1.83329307553776,1.19731370846776,1.79050412139587,2.6323552093593,2.50258544040662,2.35941980190994,2.53008723323745,2.04147163064507,1.48204194599796,1.48204194599796,1.60002180681702,1.94349087954975,1.8650413680935,1.35641364869396,1.96097659138459,1.64794883966335,1.12672029122214,2.07663134645577,1.24771442125556,1.14252255766485,0,1.04467342938532,0.367129669901799,1.07358811655522,2.37532271794433,1.92124005861714,3.24687118469085,3.85983594567447,3.06772415414346,3.74365020673319,5.85901583487999,7.81157873981702,6.36079859728821,5.13367768656833,4.61889365811925,6.14123720642782,1.8139628233707,1.09245975519474,8.35762544849658,4.32976605133651,4.17475039357797,3.89903870493061,4.55970189374451,2.83751025154969,2.4885205765226,2.0780851812405,0.257036369128616,4.09018050676905,4.90920571476409,2.00197721326669,2.00197721326669,3.79321082839083,7.29391037943521,6.00582518971216,5.50362276433299,6.5908610562299,3.36201236283957,10.9212481223242,2.29007316119429,2.29311962879832,2.31450351658329,2.31450351658329,2.03800557073532,7.5246055167766,3.3705041423075,6.78683547762268,5.89405169879869,3.74005164074746
"Chalcomitra amethystina",7.03277840815216,7.45548476222801,7.45556963503542,6.34800280607333,6.24138288471203,7.06225642746544,6.0967846999934,4.96157997717256,8.9974852518579,7.3546738000816,8.01308135462602,8.97180012850069,7.64510743402268,7.07281303654399,6.77935867491764,6.89366916730492,6.82077361732674,6.19022493059098,7.87980695742962,6.59069309447241,6.50879395001518,6.50879395001518,5.03495720877121,4.48172870708549,2.75543929822873,3.01841587303835,3.39864278622587,3.09055307530798,3.16991073870711,2.7484638456376,3.05012963862451,4.02530794476596,3.96101157806899,3.81988286256543,3.73056946675809,2.30769066230708,4.18771606047819,2.14991903270042,6.4208926385186,7.0862021454278,2.72918412530135,3.20697059819694,3.56846484245754,4.20971461633273,3.03451949769196,3.43656534468746,3.42162104746699,3.84019517785497,3.9775824555176,3.54000573533388,3.67772655256864,3.26143032149781,3.41102987440221,4.88269595338614,5.0987323491088,1.91003119687269,3.39487146595872,3.39487146595872,1.48444571536194,1.692975801309,1.87654220769995,1.38195091673173,2.01038284518261,1.90446582579775,1.85885224187459,1.9947718271417,1.75778031371498,1.99525287338473,1.99525287338473,1.90394122727355,1.8868264667076,1.91003119687269,1.52566805877207,1.91118816903016,1.6550362686974,0.384452533115125,1.30148727637144,1.16795358361399,0.451269397661176,1.04467342938532,0,1.17690404023425,0.81250256294565,1.86409134992167,1.75155864249679,2.75543929822873,3.39864278622587,2.73388850656233,3.05012963862451,4.99224212286084,6.90150760062753,5.39338643535488,4.86069917938395,3.76718389015155,5.27644524725428,1.86257531070065,1.54264534335917,7.36425695310844,3.51763996201572,3.388823352897,3.81941740020326,4.43229125835825,2.05177281754858,1.85076733678425,1.68586748191097,0.841749493620829,3.73853124864945,4.73772992816827,1.85659112240189,1.85659112240189,3.50904355713232,6.36888456048025,5.10427158633684,5.41895469293714,5.69115476655074,2.64309175574746,10.2114131786899,1.71835979077235,1.87315444500739,1.97134463242542,1.97134463242542,1.95525883578813,6.60830292469757,3.29218427548184,5.81954409025037,4.93330747823197,3.55189371219082
