"","Terathopius ecaudatus","Aquila rapax","Circaetus pectoralis","Circus ranivorus","Circus macrourus","Necrosyrtes monachus","Falco biarmicus","Falco cuvierii","Sagittarius serpentarius","Ciconia abdimii","Balearica regulorum","Mycteria ibis","Ardea cinerea","Ardea melanocephala","Ardea purpurea","Ardea alba.1","Bostrychia hagedash","Scopus umbretta","Plectropterus gambensis","Cairina moschata","Alopochen aegyptiaca","Alopochen aegyptiaca.1","Anas erythrorhyncha","Fulica cristata","Charadrius tricollaris","Anarhynchus pecuarius","Charadrius hiaticula","Charadrius dubius","Calidris alpina","Actitis hypoleucos.1","Tringa glareola","Vanellus armatus","Vanellus coronatus","Rhinoptilus chalcopterus","Caprimulgus fossii","Lamprotornis superbus","Centropus superciliosus","Laniarius funebris","Corvus albus","Corvus albicollis","Lybius leucocephalus","Oena capensis","Streptopelia semitorquata","Columba guinea","Spilopelia senegalensis","Hirundo rustica","Hirundo angolensis","Hirundo smithii","Cecropis senegalensis","Cecropis abyssinica","Pseudhirundo griseopyga","Neophedina cincta","Psalidoprocne albiceps","Apus caffer","Tachymarptis melba","Vidua fischeri","Colius striatus","Colius striatus.1","Ploceus jacksoni","Eremopterix leucopareia","Cisticola aridulus","Mirafra rufocinnamomea","Motacilla aguimp","Euplectes axillaris","Euplectes gierowii","Euplectes capensis","Quelea quelea","Lagonosticta senegala","Lagonosticta senegala.1","Uraeginthus angolensis","Vidua macroura","Vidua fischeri.1","Cisticola chiniana","Granatina ianthinogaster","Pytilia afra","Chalcomitra senegalensis","Nectarinia kilimensis","Cinnyris pulchellus","Cinnyris mariquensis","Cinnyris venustus","Chalcomitra amethystina","Hedydipna collaris","Anthreptes orientalis","Passer griseus","Sporopipes frontalis","Charadrius tricollaris.1","Charadrius hiaticula.1","Calidris minuta","Tringa glareola.1","Gallus gallus","Milvus migrans.1","Egretta garzetta.1","Apus apus","Pternistis afer","Numida meleagris","Vidua hypocherina","Prinia subflava","Threskiornis aethiopicus","Treron calvus","Streptopelia decipiens","Psalidoprocne pristoptera","Apus affinis","Prionops plumatus","Pycnonotus barbatus","Euplectes orix","Cinnyris bifasciatus","Cecropis daurica","Apus horus","Emberiza tahapisi","Emberiza tahapisi.1","Ptyonoprogne fuligula","Sarkidiornis melanotos","Porphyrio madagascariensis","Cypsiurus parvus","Bubo africanus","Lanius collaris","Struthio camelus","Anthus cinnamomeus","Motacilla flava","Vidua paradisaea","Vidua paradisaea.1","Crithagra atrogularis","Buteo augur","Riparia paludicola","Ardea brachyrhyncha","Bubulcus ibis","Delichon urbicum"
"Balearica regulorum",2.19582883483178,1.28495049557545,1.41775915807463,2.27089121968801,2.93531785424882,1.40680919000093,2.97669667136211,4.7580532020539,1.51489470224784,1.86800781694572,0,3.19185006999877,1.89710892869797,1.8575693691989,2.45625695019017,2.14410208984299,2.59913181710768,2.53948185465816,1.51320053500716,2.16448339333534,2.04373660318746,2.04373660318746,3.95989633258379,4.06539554417076,6.92688628264149,7.16348628360054,6.78038858601753,7.17012279709925,6.65965487763501,6.65006094696599,6.35735181604644,4.52488719308055,4.66103861863513,4.91956626822882,6.50809538378954,6.04701878680114,4.61760655561842,6.80203441562981,2.20700411018511,1.94368972868027,6.19539845975863,7.3161741108627,5.46078032682218,4.77165817737167,6.50493352331725,7.51826732936439,7.77640355285107,8.08012518339617,6.49301400471624,7.71706345497627,8.40552032001519,7.02902990873352,8.32311876190499,8.35725070806189,6.85252830295403,8.19241761143626,6.12419636396493,6.12419636396493,7.42452470582941,7.86415802536382,9.17217902123297,7.46521098618625,6.8114123800582,6.85614967762578,7.2018835935142,7.00204867284759,7.66502573349873,9.03770817469892,9.03770817469892,8.70748907112335,7.98690197063864,8.19241761143626,8.43322839770332,8.15143236459521,8.1501675322922,7.97412639387686,7.33406751361214,8.33398620116846,7.93657592349012,8.93482107841173,8.01308135462602,8.89831964415242,8.04314390240576,7.11286299461224,7.8554015783662,6.92688628264149,6.78038858601753,7.67494936202822,6.35735181604644,3.44541411619632,2.31155197815583,3.21580620871604,7.91829772194493,4.57960505149102,3.21964301842872,8.20438820615056,8.73666156635096,2.50528850795673,5.17699946991603,5.50290992380741,8.4076432508345,8.28294510602633,6.37870027761515,6.86163493832168,7.4392139285489,8.74983997581097,7.25998932683216,8.2784279380208,7.82297355796135,7.82297355796135,7.63745122683829,2.607728954386,3.30882215507332,8.8753058640851,2.63530033093217,6.1098000752134,6.69825704220523,6.94033953993665,7.32059869057953,7.42222276470878,7.42222276470878,8.00951717216104,1.7029994184629,8.26196559200694,2.57759081200398,3.28229914548335,7.92992016406106
"Mycteria ibis",3.47993146763473,3.45647965399894,3.63568807246888,4.57498334073713,5.13923646348416,3.4245369318399,4.8002602736118,6.39402683122163,3.68472371167561,2.23646969252516,3.19185006999877,0,1.78136667252784,2.31043759376599,2.40688716716873,2.51565772863038,2.56662029892991,3.15541727811474,2.52903604693467,3.39634041209308,3.56751615948734,3.56751615948734,4.76486275241954,5.46799135305538,8.37383476693928,8.50204840802708,8.33167942770242,8.6689234773192,7.61337692807184,7.79335748716982,7.48251877007642,6.1515365245089,6.37020280655055,6.67317078037565,8.41142119666351,7.49265231259012,6.21211842480248,8.00291281338898,3.50486969798568,2.95255961248877,6.97118224869306,9.08060597921766,7.30873076632916,6.69515240976548,8.31290206167232,9.06809743012091,9.29427935650487,9.64857680375805,8.23908648213145,9.42741731814341,10.0862249268708,8.54752374866578,10.0214375518122,10.1075389546114,8.58380768572598,9.49816278671673,7.75543985385289,7.75543985385289,8.57313065564555,9.15149684233249,10.5004450832062,8.78638953120728,8.32223031961611,8.08011376459388,8.29792159654276,8.08570975888325,8.72696298610603,10.2338375543513,10.2338375543513,9.90606703877892,9.31902893834136,9.49816278671673,9.75765051939996,9.34146928435614,9.29434405185419,9.01483177191956,8.44651748498402,9.53100686207057,8.97997395701258,9.93535606436994,8.97180012850069,9.98466563178905,9.23471470260474,8.34943180659373,9.01002142205487,8.37383476693928,8.33167942770242,8.81437605555937,7.48251877007642,5.51055173938495,4.42096600562138,3.81042049965818,9.5346269409095,5.96744295541761,5.14619864075586,9.49281370610785,10.0099843099146,1.84696467870897,6.77245601268559,7.34701242273655,10.1444928175053,9.75608345101919,7.76455683965608,8.31266355315728,8.53080087437741,9.73151575148802,8.96744090766407,9.9254770832737,9.25461119581623,9.25461119581623,9.1470865814398,3.72543844390505,4.48895473526467,10.6500501343046,4.59529018684011,7.50191524859081,7.05967192558959,8.37220458170176,8.75167097408,8.77716685833856,8.77716685833856,9.30785274500565,3.978377728737,9.8166430090328,3.47098111043581,4.32695721726685,9.48786643061349
"Ardea cinerea",2.23083338967178,2.00056491669381,2.19995219182401,3.01394465597627,3.65844499953815,1.80600197336754,3.39566061851676,5.04145152192349,2.8039221675334,0.896245747843321,1.89710892869797,1.78136667252784,0,0.716280974618365,1.07093839748122,0.962135108949731,1.16734290338284,1.67480439635855,1.43239888213207,1.96965026553206,2.14420691070009,2.14420691070009,3.57114454644261,4.03301560267916,6.95858703314167,7.17100275289719,6.93053624942795,7.25958076514086,6.36406733907419,6.45688020482748,6.16503420419272,4.64649010311468,4.83746649710111,5.17775310037559,6.8596142798731,6.01875787301143,4.64114942857081,6.59720367990665,2.01625132558592,1.61868317057507,5.75189604193741,7.5306133742603,5.69991389271861,5.08085098290989,6.7229282737607,7.65859024211608,7.89146005078517,8.24487290954439,6.78689900648653,7.95431116284698,8.63154231539215,7.13733553957434,8.53226404867059,8.70580444055635,7.23124014818446,8.11551328133431,6.26438156321932,6.26438156321932,7.22696929504219,7.76664672401443,9.08984062208339,7.35618408568441,6.8191130376392,6.68913313045431,6.9567585869592,6.77263017025983,7.43979039492339,8.89096762857536,8.89096762857536,8.56361513625922,7.9237516766266,8.11551328133431,8.32825123157437,7.99593551176796,7.97339545891117,7.65518715033785,7.05014727120991,8.13717372892866,7.62770685919901,8.62434607024275,7.64510743402268,8.64886325827469,7.8383203130128,6.97534179319042,7.67292178353489,6.95858703314167,6.93053624942795,7.52226392372901,6.16503420419272,3.86169277355667,2.95732859221447,2.43463331609463,8.19050681315679,4.50373497987266,3.56439752355179,8.11566122310417,8.61387177738985,0.761956603485919,5.26621269471502,5.71847508387949,8.65931335473195,8.46675463110583,6.27114647410134,6.81351678857069,7.22256510135,8.42127210645662,7.51699684462816,8.55753857467914,7.81187372163382,7.81187372163382,7.75914194837665,2.47941662606069,3.05746535265046,9.26585850752595,2.97990714034845,6.04590370875879,6.72995661373557,6.91557488491781,7.30630941433367,7.36524227296445,7.36524227296445,7.93006855567973,2.33306242949592,8.39064328009396,1.91338295588173,2.82237685745155,8.08548897520966
"Ardea melanocephala",1.8982605903363,1.87080761353982,2.00496276301741,2.54832732399588,3.16903198113211,1.56280729469408,2.91512535378225,4.46121411028932,2.94692385995597,0.680678681686901,1.8575693691989,2.31043759376599,0.716280974618365,0,0.688152606807908,0.578485916504224,1.16170182556357,1.21109956073283,1.64043600054464,1.73940667750865,1.77161277334547,1.77161277334547,3.04877933582267,3.39622334944306,6.3087920506629,6.51168609172042,6.27914002229267,6.60448029030705,5.72738909897656,5.82020806997327,5.50917401405269,3.97956610349078,4.17485729929599,4.50909126677024,6.26686281608828,5.39640720210595,4.17336150658996,6.06710287287978,1.60476498626286,1.40996724376607,5.23155865433083,6.92389570874774,5.10296726676564,4.48208737304391,6.1193708108913,7.05317538884219,7.27385982011248,7.6365918104497,6.19203858694378,7.34944714215142,8.01097762055166,6.53272037214427,7.91968977943888,8.09835954447664,6.64251658855012,7.51039530130027,5.73208791921209,5.73208791921209,6.63948529305224,7.15815350347046,8.47974066000698,6.76803429064559,6.21674020475346,6.11768857109754,6.40910145024529,6.20412671629616,6.84375111227332,8.30386952064596,8.30386952064596,7.98331704680127,7.32403741459702,7.51039530130027,7.74602269854227,7.43842208797263,7.38541074039267,7.07596276081478,6.49292113378164,7.55358724959648,7.04183661848969,8.04124649068985,7.07281303654399,8.0597310787768,7.2519319753263,6.39541717210078,7.10790953602719,6.3087920506629,6.27914002229267,6.86841387174564,5.50917401405269,3.369113769103,2.64262805220067,1.838536802733,7.59698738237371,3.9418330591868,3.08806059220925,7.51743094242805,8.02292370902565,0.898168748116445,4.66826690889391,5.13598580158378,8.05436031862179,7.85990717805124,5.70758881974434,6.24324567268695,6.62866846638428,7.83614982051458,6.91117610791892,7.94307585915033,7.21272349939914,7.21272349939914,7.14492907758762,2.1077187957567,2.44803238051428,8.66801706766948,2.48146928641962,5.48140955785525,6.89577167146884,6.29956190898076,6.68039163959981,6.77715567930282,6.77715567930282,7.32522968913735,1.97400319080476,7.76247401337921,1.30716121600777,2.20097761786911,7.46754182808896
"Ardea purpurea",2.17751131085376,2.42482320970843,2.57342029294141,2.96302175275033,3.53694106348435,2.01379017280263,3.21715243815326,4.57241696533905,3.5910402082198,1.12471511562461,2.45625695019017,2.40688716716873,1.07093839748122,0.688152606807908,0,0.558196165020236,0.989609962733668,1.29633369311791,2.07809017007806,1.95363262188348,2.03430397875742,2.03430397875742,2.94654803482857,3.26315270859684,6.17888951006855,6.36033733409742,6.19148430838796,6.48195470165624,5.48461959300149,5.61469194291081,5.28319256095705,3.9005474731326,4.10884392266322,4.47821552184422,6.26226493453626,5.24759712824726,4.20148354979535,5.88483996662307,1.94265240631304,1.85735541613986,5.010855408594,6.86982336538821,5.06784515174633,4.47900355541873,6.05005284765041,6.98514706057974,7.1808210139003,7.575891480284,6.20824173020672,7.31680060850727,7.95279055288429,6.45904920850356,7.84659667336269,8.09057312896171,6.67665229408701,7.34675287811944,5.75494199183826,5.75494199183826,6.44300672100169,6.98356400432145,8.26583265462564,6.57783363894337,6.092669173568,5.96053133820884,6.21015148673719,6.02807750239024,6.64503270337287,8.10472726557997,8.10472726557997,7.80170926110722,7.17036064381014,7.34675287811944,7.54135676998476,7.27633382187283,7.17979485463137,6.79700739589092,6.27136655054362,7.34093591653183,6.77964445249212,7.75875828009391,6.77935867491764,7.80267613239067,7.0262427421381,6.24161401533438,6.92200493134802,6.17888951006855,6.19148430838796,6.65201338846104,5.28319256095705,3.50173656477389,3.09266862507981,1.5080344710619,7.58166731473735,3.80553774773216,3.21159320835452,7.35434318193082,7.81816202726933,0.794729968631521,4.61512774126762,5.09580249467235,8.00460957721832,7.7975062994716,5.56418803360454,6.10270713632852,6.43070569860368,7.54965207706674,6.8992934400517,7.90548380848929,7.07861004164943,7.07861004164943,7.05750813965344,2.25045622421352,2.3877071550916,8.68831597371173,2.73074926844483,5.40819113897243,6.97336672616977,6.14695774173148,6.53787023454699,6.64587236676506,6.64587236676506,7.17202009725123,2.39649656160732,7.66141983905943,1.17152392512923,1.99617137511202,7.39777566709773
"Ardea alba.1",2.30071545982016,2.24830381267302,2.37936714653706,2.78343480373627,3.40821486784589,1.81270783845091,3.22480804147336,4.65006350373558,3.23880091382923,1.13294546963781,2.14410208984299,2.51565772863038,0.962135108949731,0.578485916504224,0.558196165020236,0,1.01904631730227,1.36673106917458,2.03742619757446,2.02163128652226,2.10071487879629,2.10071487879629,3.22095538147649,3.37999933968405,6.24791930988361,6.46426650074587,6.26871963966294,6.55368672335962,5.63128702818172,5.72931666363097,5.39586063901239,3.89578708866675,4.08368487491861,4.48408047253288,6.24574867501907,5.3091894406875,4.09974626657174,5.91285529316402,1.92672709409801,1.87637009817156,5.19621282403452,6.85211703895371,5.04143208186452,4.45153038459777,6.02883966275224,7.05893799480748,7.26559661680414,7.63810354265312,6.23033747792125,7.3411576033755,7.9911463407746,6.54723759176638,7.88296542599146,8.13837471004983,6.7398013600711,7.45118232954157,5.72682443551265,5.72682443551265,6.55938998645484,7.08994422986942,8.33051148567021,6.64139627836985,6.10003345715183,6.03698373313644,6.3032141798738,6.15157812080888,6.79618970191681,8.21700914552306,8.21700914552306,7.90832399909383,7.26514557625332,7.45118232954157,7.58503366424186,7.36429519035407,7.31468495991948,6.89013949874395,6.31932882534596,7.39914865147913,6.87594709539719,7.87066620917903,6.89366916730492,7.90549326903721,7.09666752968056,6.34806542679335,7.0288840328127,6.24791930988361,6.26871963966294,6.78460868166294,5.39586063901239,3.35990301194098,2.95065733306621,1.59728685721462,7.6712562525356,3.89521461829562,3.15888732560958,7.45721111811209,7.87298183452316,0.963198011392639,4.68474946184491,5.05224033718302,8.03009760649521,7.92977437700848,5.5903040681395,6.12304898548557,6.57147438749546,7.66204099381183,6.93202329626455,7.98502036476263,7.14132805308201,7.14132805308201,7.15419179368088,2.45372987942471,2.49808881925632,8.7192584491721,2.65194704445447,5.4312016283986,6.85574918803062,6.19859663339385,6.58178103218805,6.73244864594976,6.73244864594976,7.28018053091892,2.19909533707216,7.74403037850226,1.13260386102085,2.0644151526415,7.47586391826872
"Bostrychia hagedash",2.50445523933747,2.34151030266697,2.55402618563604,3.0544222772715,3.67352539868343,1.94097963048109,3.34219278638777,4.78853452649731,3.50110641869398,1.46912779191159,2.59913181710768,2.56662029892991,1.16734290338284,1.16170182556357,0.989609962733668,1.01904631730227,0,1.27169480586197,2.02911232203542,1.80657319572645,2.19198099440755,2.19198099440755,3.17081355754089,3.63329839749943,6.40139799112002,6.67139265135926,6.45689725334642,6.73558398882076,5.78416384612743,5.84283801428525,5.6089838240742,4.24275792822032,4.41416633466061,4.7969550267266,6.35645074805082,5.3814339113217,3.93444404354596,5.80573139310331,1.96460268868016,1.90187612123724,5.02808564476723,6.89644971872394,5.11093662249158,4.58241837397883,6.08907010753814,7.13065548894363,7.35846203891086,7.72367157026408,6.3324574056948,7.41742866898577,8.09116700156576,6.61696336699703,7.95858342203244,8.29196168884874,6.91777552981186,7.43963008605706,5.61209540788485,5.61209540788485,6.5123660344503,7.09023602819823,8.34438087505487,6.61967067522054,6.11831935116558,5.97141271592157,6.20157965574609,6.06885853707294,6.76307415039299,8.15401298455368,8.15401298455368,7.82679319355928,7.24052864020851,7.43963008605706,7.54988393205707,7.24239352082222,7.27020537817543,6.84292109360752,6.21486527867652,7.34758588387421,6.82725493367536,7.8277879141292,6.82077361732674,7.87078789306925,7.06088428811193,6.27526752921779,6.94338855785847,6.40139799112002,6.45689725334642,6.95113923774258,5.6089838240742,3.3822153259357,3.04276371967129,1.93407950028489,7.78961209843829,3.90125081951391,3.15715672516808,7.42680391320349,7.85314497017039,0.932170007508065,4.70309455450443,5.08561025886095,8.10831672014355,8.04918188942312,5.51534066991178,6.0617149111546,6.53843855697504,7.62282950120117,7.02160831507629,8.14276229245786,7.12398278868944,7.12398278868944,7.24926921977475,2.40706513311078,2.67758771526103,8.86418170388581,2.73907727610279,5.35235357151048,6.65603494270603,6.23762634384855,6.64401602994935,6.6829900904478,6.6829900904478,7.26466121691796,2.37008637338825,7.83567359460597,1.50386444373199,2.27557680202605,7.56913285297586
"Scopus umbretta",1.8767042012333,1.94021291022904,2.01857875530746,2.12044731461921,2.6353851794108,1.60981973244175,2.24883951704292,3.63462797707055,3.48034791329715,1.3337152970806,2.53948185465816,3.15541727811474,1.67480439635855,1.21109956073283,1.29633369311791,1.36673106917458,1.27169480586197,0,2.1681497746097,1.41998222515121,1.57106294748443,1.57106294748443,2.21493554446488,2.84032091583033,5.46719355061963,5.73209510701451,5.47408703317861,5.79434107514983,4.94054574311759,4.97509334400661,4.77847115286051,3.38251856290896,3.56135515304395,3.86138630439861,5.42329919343702,4.54856553682236,3.28586796474499,5.22013807909987,0.947425442196418,1.27574636797431,4.30781964051831,6.01399178838048,4.25682622701264,3.71939347479587,5.25716141666918,6.13987161914543,6.3793741856472,6.72498606920006,5.31072217104028,6.43009055047754,7.11136874213403,5.62121031218692,7.01175192486022,7.2628651870739,5.87264505780324,6.58463618369493,4.74167157624734,4.74167157624734,5.72857123782905,6.24915646375237,7.61990740486721,5.90135680639011,5.31478689497213,5.19832409979084,5.52889419592155,5.28284571075931,5.92128542975726,7.38167020773716,7.38167020773716,7.04230214967818,6.39644403958579,6.58463618369493,6.88759597173333,6.48643345524217,6.48458582819972,6.19751452942492,5.56016203744663,6.62908501987656,6.14122939518827,7.1715814408972,6.19022493059098,7.18187318641021,6.35888247704475,5.44508588443887,6.19900391880804,5.46719355061963,5.47408703317861,6.06571023258545,4.77847115286051,2.73470364572343,2.20362227140477,1.51010989517882,6.74458632293652,3.23102841627027,2.53654170983144,6.58383632125657,7.1462877994263,1.54807856259815,3.74962084157638,4.27527542175539,7.14613669389726,7.01156942547021,4.78283875600411,5.33037322039757,5.7149776799519,6.96577458494881,6.00311522979799,7.11608480921887,6.28364810966136,6.28364810966136,6.25629141745442,1.70069019266115,1.84855933000404,7.82356882087685,1.82107905409988,4.50338370867534,7.22868425251213,5.42508512987424,5.7870659180361,5.82281269089094,5.82281269089094,6.37650391674358,1.78634559803278,6.86181364809952,1.08405870323511,1.62809259880922,6.56071257767951
"Plectropterus gambensis",1.81596049363002,1.36437056477849,1.73324114316672,2.74213727640701,3.40678653621819,1.58561811263151,3.02351199459071,4.83836728090597,2.44156539757961,1.64112612649285,1.51320053500716,2.52903604693467,1.43239888213207,1.64043600054464,2.07809017007806,2.03742619757446,2.02911232203542,2.1681497746097,0,1.48953097999172,1.59860685643255,1.59860685643255,3.511103238533,4.09997357752953,7.09388087822372,7.3199393642655,6.98013544362673,7.37460375019656,6.7322575935055,6.73371038304246,6.49937489586121,4.83083195083488,5.012480761034,5.21554870719326,6.76904980504886,6.08433796554594,4.65117107126444,6.71619480938705,1.96905417965628,1.36455140703376,5.79222002809608,7.58359380274699,5.70008821114254,5.0483332045221,6.74893727631105,7.60605195217423,7.87460629706965,8.22907389934571,6.69860665848706,7.89734501310272,8.59929945957874,7.06027381342041,8.48214382734431,8.60423201707716,7.08841207483493,8.11199167650686,6.18573108446661,6.18573108446661,7.2798385988879,7.7811963721751,9.21212986007842,7.42411738561903,6.93128435953786,6.73242248058473,7.01277760077122,6.79556592879209,7.48380319648078,8.91123419942381,8.91123419942381,8.57236142537034,7.90942477147215,8.11199167650686,8.44230580663246,8.00330772348278,7.97759020007396,7.8981712986318,7.29442115458703,8.32665283243812,7.86081290529509,8.82931086845584,7.87980695742962,8.81182221058488,7.99990792545635,6.9616759960642,7.67590750937004,7.09388087822372,6.98013544362673,7.7632053868159,6.49937489586121,3.66883153497537,2.55982870165837,3.13533201844821,8.06279558815579,4.40822572920939,3.18154513240854,8.10962609126507,8.7472373283186,1.99931369009455,5.18292193787661,5.71625945654139,8.59984223158537,8.31740469587779,6.33368979277092,6.86022308918653,7.26896097663609,8.64960560888585,7.44245416577647,8.47268782914715,7.80051687586451,7.80051687586451,7.7069461933507,2.00711888686279,3.17293637778523,9.16067151893698,2.6828162131534,6.08235448134847,6.48914994695246,6.99138189600139,7.43203584230243,7.32928599284505,7.32928599284505,7.92486385116968,1.87828449524523,8.3597738447808,2.491500872799,3.19550706703826,8.03856037607618
"Cairina moschata",1.51578719380314,1.43566668052533,1.70006564605818,1.99071853684314,2.550861216371,1.23431960826899,2.02336427573538,3.64370210518875,3.16961623391473,1.73483985883784,2.16448339333534,3.39634041209308,1.96965026553206,1.73940667750865,1.95363262188348,2.02163128652226,1.80657319572645,1.41998222515121,1.48953097999172,0,0.728756409551145,0.728756409551145,2.24973287907565,3.02798674410203,5.78807781615393,6.04450683934041,5.69007309443288,6.07879128231232,5.45742771496678,5.41277029041395,5.25384349092763,3.70893881995466,3.87626268223772,4.07609302329897,5.46446587128402,4.80291684022865,3.5427447759699,5.5531001797537,1.12737354229842,1.26814286105805,4.60595431476348,6.24549620198075,4.39119589447628,3.78496876215433,5.42749588947367,6.26222518442164,6.53768852180932,6.88734368913478,5.38137847138952,6.56732719972701,7.27073062779104,5.73169704929643,7.15290939928822,7.32140858429949,5.85638718883987,6.8426238723047,4.91479367476863,4.91479367476863,6.02448121833555,6.51581876010524,7.92853743441829,6.1826657239552,5.62322916799749,5.51266560085776,5.83192864376473,5.57666844454995,6.22575483135323,7.64446175426925,7.64446175426925,7.30063527381424,6.64491315116051,6.8426238723047,7.19357429124369,6.74640015761463,6.72299555893297,6.59891663841087,5.97746935021742,7.00626205615489,6.55701083684729,7.55081351372541,6.59069309447241,7.53619094910762,6.71870955873321,5.68571350215239,6.45426203369901,5.78807781615393,5.69007309443288,6.47898113228738,5.25384349092763,2.60152942612181,1.91654694119292,2.34642449919139,6.7757477105758,3.27206115974174,2.2304072843119,6.83860143991664,7.4752903200838,2.13178580157523,3.83899673602514,4.41492587289952,7.26744237661518,7.03314960926796,5.07007859553972,5.59040905854944,6.01481446486861,7.37075227974584,6.11836941630966,7.19131609423034,6.52440822824302,6.52440822824302,6.37956966951454,0.943234007341562,2.26181339885252,7.88148858720649,1.68026942514578,4.8259194225018,6.87163034148053,5.70184876458761,6.11913453496411,6.05176699379668,6.05176699379668,6.63187968490912,1.4325455879027,7.03798235627843,1.83065501419097,2.20599436902227,6.71038204050893
