"","Cygnus columbianus","Cygnus buccinator","Branta bernicla.1","Branta hutchinsii","Branta canadensis.1","Anas crecca.2","Anas platyrhynchos.1","Aythya valisineria","Aythya marila.2","Aythya affinis.1","Bucephala clangula.2","Bucephala islandica.1","Bucephala albeola","Mergus serrator.2","Mergus merganser.2","Melanitta deglandi.1","Melanitta perspicillata.2","Clangula hyemalis.2","Histrionicus histrionicus.1","Canachites canadensis.1","Dendragapus fuliginosus","Lagopus muta.2","Lagopus lagopus.2","Bonasa umbellus.1","Meleagris gallopavo","Gavia stellata.2","Gavia adamsii","Gavia immer.1","Gavia pacifica","Nannopterum auritum.1","Urile pelagicus","Ardenna grisea","Fulmarus glacialis.1","Phoebastria nigripes","Hydrobates furcatus","Hydrobates leucorhous","Ardea herodias","Numenius phaeopus.3","Phalaropus lobatus.2","Tringa melanoleuca.1","Tringa flavipes","Gallinago delicata.1","Limnodromus scolopaceus","Arenaria melanocephala","Calidris minutilla.1","Calidris mauri","Calidris alpina.1","Sterna paradisaea.2","Onychoprion aleuticus","Chroicocephalus philadelphia","Larus brachyrhynchus","Larus glaucescens","Larus argentatus.3","Rissa tridactyla.1","Uria aalge.2","Synthliboramphus antiquus","Cepphus columba","Brachyramphus marmoratus","Brachyramphus brevirostris","Fratercula cirrhata","Fratercula corniculata","Cerorhinca monocerata","Ptychoramphus aleuticus","Stercorarius parasiticus","Charadrius semipalmatus.1","Haematopus bachmani","Antigone canadensis","Selasphorus rufus","Calypte anna","Strix varia.1","Strix nebulosa.1","Bubo virginianus.1","Bubo scandiacus.2","Megascops kennicottii","Asio flammeus.2","Aegolius funereus.2","Aegolius acadicus","Surnia ulula.2","Glaucidium gnoma","Sphyrapicus ruber","Dryobates pubescens","Dryobates villosus","Picoides dorsalis.1","Colaptes auratus.1","Megaceryle alcyon.1","Chordeiles minor.1","Pandion haliaetus.3","Haliaeetus leucocephalus.1","Buteo lagopus.2","Buteo jamaicensis","Accipiter atricapillus","Circus hudsonius.1","Accipiter striatus","Aquila chrysaetos.1","Falco peregrinus.2","Falco sparverius","Cyanocitta stelleri","Pica hudsonia","Corvus brachyrhynchos.1","Corvus corax.2","Perisoreus canadensis.1","Riparia riparia.2","Tachycineta bicolor.1","Tachycineta thalassina","Stelgidopteryx serripennis","Progne subis","Hirundo rustica.1","Petrochelidon pyrrhonota","Eremophila alpestris.1","Poecile atricapillus","Poecile rufescens","Troglodytes pacificus","Cinclus mexicanus","Turdus migratorius.1","Ixoreus naevius","Catharus ustulatus","Catharus minimus","Catharus guttatus","Pinicola enucleator.1","Spinus pinus","Melospiza melodia","Junco hyemalis","Zonotrichia leucophrys.1","Setophaga petechia.1","Setophaga townsendi","Cardellina pusilla","Leiothlypis celata","Patagioenas fasciata","Columba livia","Zenaida macroura"
"Perisoreus canadensis.1",207.691669120245,207.691669120219,207.691669120239,207.691669120288,207.691669120291,207.691669120342,207.691669120381,207.691669120366,207.691669120255,207.691669120314,207.691669120354,207.691669120327,207.691669120311,207.691669120304,207.691669120322,207.691669120343,207.691669120335,207.69166912035,207.691669120371,207.691669120666,207.691669120655,207.691669120708,207.691669120705,207.69166912076,207.691669120689,171.18845520723,171.188455206943,171.188455206797,171.188455207068,171.188455207234,171.188455207244,171.188455207238,171.188455206707,171.188455206983,171.188455207294,171.188455207015,171.188455207092,171.188455206343,171.18845520656,171.188455206448,171.188455206514,171.188455206413,171.188455206613,171.18845520642,171.18845520663,171.188455206616,171.188455206635,171.188455207096,171.188455206979,171.188455207067,171.188455207025,171.188455207015,171.188455207076,171.188455207038,171.188455207005,171.188455206988,171.188455207064,171.188455207027,171.188455207023,171.188455206992,171.188455207033,171.188455207045,171.188455206948,171.188455206968,171.188455207091,171.188455207177,171.18845520655,167.330164626369,167.330164626383,167.330164626886,167.330164626535,167.330164626468,167.330164626536,167.330164626681,167.330164626493,167.330164626343,167.330164626373,167.330164626392,167.330164626457,167.330164626438,167.330164626431,167.33016462653,167.330164626509,167.330164626199,167.330164626562,167.330164625257,167.330164625889,167.330164626191,167.330164626174,167.330164626071,167.330164626246,167.330164625874,167.330164626425,167.330164626416,137.702098534601,137.702098534643,66.6634623726103,66.6562741196527,66.6421552234202,47.3981817119577,0,72.6301950255047,74.6914354409566,74.8743845024274,75.4859734047103,76.6586251633732,82.3931976175817,96.4942232275737,96.4942232278443,98.6222130420886,98.6222130423233,98.6222130423658,98.622213042201,98.6222130423564,98.6222130424161,98.6222130424852,98.6222130423318,98.6222130425215,98.6222130429425,98.6222130429316,98.6222130427572,98.6222130429198,98.6222130426765,98.6222130426431,98.6222130425782,128.605245457059,128.605245457027,176.358776435241,176.358776434956,176.358776435097
"Riparia riparia.2",207.691669120294,207.691669120267,207.691669120287,207.691669120336,207.69166912034,207.69166912039,207.691669120429,207.691669120414,207.691669120304,207.691669120363,207.691669120403,207.691669120375,207.691669120359,207.691669120352,207.691669120371,207.691669120391,207.691669120383,207.691669120399,207.69166912042,207.691669120714,207.691669120703,207.691669120756,207.691669120753,207.691669120809,207.691669120737,171.188455207278,171.188455206992,171.188455206845,171.188455207116,171.188455207282,171.188455207292,171.188455207286,171.188455206756,171.188455207031,171.188455207343,171.188455207063,171.18845520714,171.188455206391,171.188455206608,171.188455206496,171.188455206562,171.188455206461,171.188455206661,171.188455206468,171.188455206678,171.188455206664,171.188455206684,171.188455207145,171.188455207028,171.188455207116,171.188455207074,171.188455207063,171.188455207124,171.188455207087,171.188455207054,171.188455207037,171.188455207113,171.188455207075,171.188455207071,171.18845520704,171.188455207081,171.188455207094,171.188455206997,171.188455207016,171.188455207139,171.188455207225,171.188455206598,167.330164626417,167.330164626431,167.330164626935,167.330164626583,167.330164626516,167.330164626584,167.330164626729,167.330164626542,167.330164626391,167.330164626422,167.33016462644,167.330164626505,167.330164626486,167.330164626479,167.330164626578,167.330164626557,167.330164626248,167.330164626611,167.330164625305,167.330164625937,167.330164626239,167.330164626222,167.330164626119,167.330164626295,167.330164625922,167.330164626473,167.330164626464,137.702098534649,137.702098534692,103.837301422831,103.837301422932,103.837301422829,85.9318419339809,72.6301950255047,0,42.8400858540113,46.7782556466684,47.651590635714,48.8510435670914,56.4446924514275,70.5457180614196,81.1148577747976,89.0202202646106,89.0202202648456,91.7673269850463,91.7673269848816,91.7673269850368,91.7673269850966,91.7673269851657,91.7673269850123,91.767326985202,91.767326985623,91.7673269856121,91.7673269854376,91.7673269856002,91.767326985357,91.7673269853236,91.7673269852586,121.75035939974,121.750359399708,176.358776435289,176.358776435004,176.358776435146
"Tachycineta bicolor.1",207.691669120622,207.691669120596,207.691669120616,207.691669120665,207.691669120668,207.691669120719,207.691669120758,207.691669120743,207.691669120632,207.691669120691,207.691669120731,207.691669120704,207.691669120688,207.691669120681,207.691669120699,207.691669120719,207.691669120711,207.691669120727,207.691669120748,207.691669121043,207.691669121031,207.691669121084,207.691669121082,207.691669121137,207.691669121066,171.188455207607,171.18845520732,171.188455207173,171.188455207444,171.188455207611,171.188455207621,171.188455207615,171.188455207084,171.188455207359,171.188455207671,171.188455207391,171.188455207468,171.188455206719,171.188455206936,171.188455206824,171.188455206891,171.18845520679,171.18845520699,171.188455206797,171.188455207007,171.188455206993,171.188455207012,171.188455207473,171.188455207356,171.188455207444,171.188455207402,171.188455207391,171.188455207453,171.188455207415,171.188455207382,171.188455207365,171.188455207441,171.188455207404,171.1884552074,171.188455207368,171.188455207409,171.188455207422,171.188455207325,171.188455207345,171.188455207468,171.188455207554,171.188455206926,167.330164626745,167.33016462676,167.330164627263,167.330164626911,167.330164626845,167.330164626912,167.330164627058,167.33016462687,167.33016462672,167.33016462675,167.330164626769,167.330164626833,167.330164626815,167.330164626807,167.330164626906,167.330164626886,167.330164626576,167.330164626939,167.330164625634,167.330164626265,167.330164626568,167.330164626551,167.330164626448,167.330164626623,167.330164626251,167.330164626802,167.330164626793,137.702098534977,137.70209853502,103.83730142316,103.83730142326,103.837301423158,86.0076997653869,74.6914354409566,42.8400858540113,0,28.6089544903653,33.3945878415303,34.9460706307565,42.5575628536743,59.1653247514658,69.7344644648439,89.0202202649392,89.020220265174,91.7673269853747,91.7673269852101,91.7673269853653,91.767326985425,91.7673269854941,91.7673269853408,91.7673269855304,91.7673269859515,91.7673269859406,91.7673269857661,91.7673269859287,91.7673269856854,91.7673269856521,91.7673269855871,121.750359400068,121.750359400036,176.358776435618,176.358776435333,176.358776435474
"Tachycineta thalassina",207.691669120709,207.691669120682,207.691669120703,207.691669120752,207.691669120755,207.691669120806,207.691669120844,207.691669120829,207.691669120719,207.691669120778,207.691669120818,207.69166912079,207.691669120774,207.691669120768,207.691669120786,207.691669120806,207.691669120798,207.691669120814,207.691669120835,207.691669121129,207.691669121118,207.691669121171,207.691669121168,207.691669121224,207.691669121153,171.188455207694,171.188455207407,171.18845520726,171.188455207531,171.188455207697,171.188455207708,171.188455207702,171.188455207171,171.188455207446,171.188455207758,171.188455207478,171.188455207555,171.188455206806,171.188455207023,171.188455206911,171.188455206978,171.188455206877,171.188455207076,171.188455206883,171.188455207093,171.18845520708,171.188455207098,171.18845520756,171.188455207443,171.188455207531,171.188455207489,171.188455207478,171.18845520754,171.188455207502,171.188455207469,171.188455207452,171.188455207528,171.18845520749,171.188455207486,171.188455207455,171.188455207496,171.188455207509,171.188455207412,171.188455207431,171.188455207555,171.18845520764,171.188455207013,167.330164626832,167.330164626846,167.33016462735,167.330164626998,167.330164626931,167.330164626999,167.330164627144,167.330164626957,167.330164626806,167.330164626837,167.330164626855,167.33016462692,167.330164626901,167.330164626894,167.330164626993,167.330164626972,167.330164626663,167.330164627026,167.33016462572,167.330164626352,167.330164626654,167.330164626637,167.330164626535,167.33016462671,167.330164626338,167.330164626889,167.330164626879,137.702098535064,137.702098535107,103.837301423246,103.837301423347,103.837301423244,86.0198120913097,74.8743845024274,46.7782556466684,28.6089544903653,0,27.9740892163146,32.88430017824,40.6902746670037,57.3055196465196,69.3388350763611,88.6245908764563,88.9215986842623,91.7673269854615,91.7673269852968,91.7673269854521,91.7673269855117,91.7673269855809,91.7673269854274,91.7673269856171,91.7673269860382,91.7673269860273,91.7673269858528,91.7673269860154,91.7673269857722,91.7673269857388,91.7673269856739,121.750359400155,121.750359400123,176.358776435704,176.358776435419,176.358776435561
"Stelgidopteryx serripennis",207.691669120664,207.691669120638,207.691669120658,207.691669120707,207.69166912071,207.691669120761,207.6916691208,207.691669120785,207.691669120674,207.691669120733,207.691669120773,207.691669120746,207.69166912073,207.691669120723,207.691669120741,207.691669120762,207.691669120753,207.691669120769,207.69166912079,207.691669121085,207.691669121074,207.691669121127,207.691669121124,207.691669121179,207.691669121108,171.188455207649,171.188455207362,171.188455207216,171.188455207487,171.188455207653,171.188455207663,171.188455207657,171.188455207127,171.188455207402,171.188455207713,171.188455207434,171.188455207511,171.188455206762,171.188455206979,171.188455206867,171.188455206933,171.188455206832,171.188455207032,171.188455206839,171.188455207049,171.188455207035,171.188455207054,171.188455207515,171.188455207398,171.188455207487,171.188455207445,171.188455207434,171.188455207495,171.188455207457,171.188455207424,171.188455207408,171.188455207483,171.188455207446,171.188455207442,171.188455207411,171.188455207452,171.188455207465,171.188455207367,171.188455207387,171.18845520751,171.188455207596,171.188455206969,167.330164626788,167.330164626802,167.330164627305,167.330164626954,167.330164626887,167.330164626955,167.3301646271,167.330164626912,167.330164626762,167.330164626793,167.330164626811,167.330164626875,167.330164626857,167.33016462685,167.330164626949,167.330164626928,167.330164626619,167.330164626981,167.330164625676,167.330164626308,167.33016462661,167.330164626593,167.33016462649,167.330164626665,167.330164626293,167.330164626844,167.330164626835,137.70209853502,137.702098535062,103.837301423202,103.837301423303,103.8373014232,86.6143402697847,75.4859734047103,47.651590635714,33.3945878415303,27.9740892163146,0,27.635711466247,39.0300860318862,55.8473245151125,67.8808856970652,88.6245908764118,88.9215986842178,91.767326985417,91.7673269852523,91.7673269854076,91.7673269854672,91.7673269855364,91.767326985383,91.7673269855727,91.7673269859937,91.7673269859828,91.7673269858083,91.7673269859709,91.7673269857277,91.7673269856944,91.7673269856293,121.750359400111,121.750359400078,176.35877643566,176.358776435375,176.358776435516
"Progne subis",207.691669120724,207.691669120698,207.691669120718,207.691669120767,207.69166912077,207.691669120821,207.69166912086,207.691669120845,207.691669120734,207.691669120793,207.691669120833,207.691669120806,207.691669120789,207.691669120783,207.691669120801,207.691669120821,207.691669120813,207.691669120829,207.69166912085,207.691669121145,207.691669121134,207.691669121186,207.691669121184,207.691669121239,207.691669121168,171.188455207709,171.188455207422,171.188455207276,171.188455207546,171.188455207713,171.188455207723,171.188455207717,171.188455207186,171.188455207461,171.188455207773,171.188455207494,171.18845520757,171.188455206821,171.188455207038,171.188455206927,171.188455206993,171.188455206892,171.188455207092,171.188455206899,171.188455207109,171.188455207095,171.188455207114,171.188455207575,171.188455207458,171.188455207546,171.188455207504,171.188455207493,171.188455207555,171.188455207517,171.188455207484,171.188455207467,171.188455207543,171.188455207506,171.188455207502,171.18845520747,171.188455207511,171.188455207524,171.188455207427,171.188455207447,171.18845520757,171.188455207656,171.188455207028,167.330164626847,167.330164626862,167.330164627365,167.330164627013,167.330164626946,167.330164627014,167.330164627159,167.330164626972,167.330164626822,167.330164626852,167.330164626871,167.330164626935,167.330164626917,167.330164626909,167.330164627008,167.330164626988,167.330164626678,167.330164627041,167.330164625735,167.330164626367,167.33016462667,167.330164626652,167.33016462655,167.330164626725,167.330164626353,167.330164626904,167.330164626895,137.70209853508,137.702098535122,103.837301423262,103.837301423362,103.83730142326,86.6143402698445,76.6586251633732,48.8510435670914,34.9460706307565,32.88430017824,27.635711466247,0,35.5043349830268,55.8071931563351,67.8437799324197,88.5874851117662,88.9215986842775,91.7673269854767,91.767326985312,91.7673269854673,91.767326985527,91.7673269855962,91.7673269854427,91.7673269856324,91.7673269860534,91.7673269860426,91.7673269858681,91.7673269860306,91.7673269857875,91.7673269857541,91.7673269856891,121.75035940017,121.750359400138,176.35877643572,176.358776435435,176.358776435576
"Hirundo rustica.1",207.691669120919,207.691669120892,207.691669120913,207.691669120961,207.691669120965,207.691669121015,207.691669121054,207.691669121039,207.691669120929,207.691669120988,207.691669121028,207.691669121,207.691669120984,207.691669120978,207.691669120996,207.691669121016,207.691669121008,207.691669121024,207.691669121045,207.691669121339,207.691669121328,207.691669121381,207.691669121378,207.691669121434,207.691669121363,171.188455207904,171.188455207617,171.18845520747,171.188455207741,171.188455207907,171.188455207917,171.188455207911,171.188455207381,171.188455207656,171.188455207968,171.188455207688,171.188455207765,171.188455207016,171.188455207233,171.188455207121,171.188455207188,171.188455207087,171.188455207286,171.188455207093,171.188455207303,171.188455207289,171.188455207308,171.18845520777,171.188455207653,171.188455207741,171.188455207699,171.188455207688,171.18845520775,171.188455207712,171.188455207679,171.188455207662,171.188455207738,171.1884552077,171.188455207696,171.188455207665,171.188455207706,171.188455207719,171.188455207622,171.188455207642,171.188455207765,171.18845520785,171.188455207223,167.330164627042,167.330164627056,167.33016462756,167.330164627208,167.330164627141,167.330164627209,167.330164627354,167.330164627167,167.330164627016,167.330164627047,167.330164627065,167.33016462713,167.330164627111,167.330164627104,167.330164627203,167.330164627182,167.330164626873,167.330164627236,167.33016462593,167.330164626562,167.330164626864,167.330164626847,167.330164626744,167.33016462692,167.330164626548,167.330164627099,167.330164627089,137.702098535274,137.702098535317,103.837301423456,103.837301423557,103.837301423454,92.348912724053,82.3931976175817,56.4446924514275,42.5575628536743,40.6902746670037,39.0300860318862,35.5043349830268,0,54.0691065187653,67.8437799326143,88.587485111961,88.9215986844722,91.7673269856714,91.7673269855067,91.767326985662,91.7673269857217,91.7673269857908,91.7673269856374,91.7673269858271,91.7673269862481,91.7673269862373,91.7673269860627,91.7673269862253,91.7673269859821,91.7673269859488,91.7673269858837,121.750359400365,121.750359400333,176.358776435914,176.358776435629,176.35877643577
"Petrochelidon pyrrhonota",207.691669120544,207.691669120518,207.691669120538,207.691669120587,207.69166912059,207.691669120641,207.691669120679,207.691669120664,207.691669120554,207.691669120613,207.691669120653,207.691669120625,207.691669120609,207.691669120603,207.691669120621,207.691669120641,207.691669120633,207.691669120649,207.69166912067,207.691669120964,207.691669120953,207.691669121006,207.691669121003,207.691669121059,207.691669120988,171.188455207529,171.188455207242,171.188455207095,171.188455207366,171.188455207532,171.188455207542,171.188455207537,171.188455207006,171.188455207281,171.188455207593,171.188455207313,171.18845520739,171.188455206641,171.188455206858,171.188455206746,171.188455206813,171.188455206712,171.188455206911,171.188455206718,171.188455206929,171.188455206915,171.188455206934,171.188455207395,171.188455207278,171.188455207366,171.188455207324,171.188455207313,171.188455207375,171.188455207337,171.188455207304,171.188455207287,171.188455207363,171.188455207325,171.188455207321,171.18845520729,171.188455207331,171.188455207344,171.188455207247,171.188455207267,171.18845520739,171.188455207476,171.188455206848,167.330164626667,167.330164626682,167.330164627185,167.330164626833,167.330164626766,167.330164626834,167.330164626979,167.330164626792,167.330164626641,167.330164626672,167.33016462669,167.330164626755,167.330164626737,167.330164626729,167.330164626828,167.330164626807,167.330164626498,167.330164626861,167.330164625555,167.330164626187,167.330164626489,167.330164626472,167.33016462637,167.330164626545,167.330164626173,167.330164626724,167.330164626715,137.702098534899,137.702098534942,103.837301423081,103.837301423182,103.837301423079,96.4942232276462,96.4942232275737,70.5457180614196,59.1653247514658,57.3055196465196,55.8473245151125,55.8071931563351,54.0691065187653,0,36.1659969914498,88.587485111586,88.9215986840974,91.7673269852966,91.7673269851318,91.7673269852872,91.7673269853469,91.767326985416,91.7673269852625,91.7673269854522,91.7673269858732,91.7673269858625,91.7673269856879,91.7673269858505,91.7673269856072,91.7673269855739,91.7673269855088,121.75035939999,121.750359399958,176.358776435539,176.358776435254,176.358776435396
"Eremophila alpestris.1",207.691669120814,207.691669120788,207.691669120808,207.691669120857,207.69166912086,207.691669120911,207.69166912095,207.691669120935,207.691669120825,207.691669120884,207.691669120924,207.691669120896,207.69166912088,207.691669120874,207.691669120892,207.691669120912,207.691669120904,207.691669120919,207.691669120941,207.691669121235,207.691669121224,207.691669121277,207.691669121274,207.69166912133,207.691669121258,171.188455207799,171.188455207513,171.188455207366,171.188455207637,171.188455207803,171.188455207813,171.188455207807,171.188455207277,171.188455207552,171.188455207864,171.188455207584,171.188455207661,171.188455206912,171.188455207129,171.188455207017,171.188455207083,171.188455206982,171.188455207182,171.188455206989,171.188455207199,171.188455207185,171.188455207204,171.188455207665,171.188455207548,171.188455207637,171.188455207595,171.188455207584,171.188455207645,171.188455207607,171.188455207574,171.188455207558,171.188455207633,171.188455207596,171.188455207592,171.188455207561,171.188455207602,171.188455207615,171.188455207517,171.188455207537,171.18845520766,171.188455207746,171.188455207119,167.330164626938,167.330164626952,167.330164627455,167.330164627104,167.330164627037,167.330164627105,167.33016462725,167.330164627062,167.330164626912,167.330164626943,167.330164626961,167.330164627026,167.330164627007,167.330164627,167.330164627099,167.330164627078,167.330164626769,167.330164627131,167.330164625826,167.330164626458,167.33016462676,167.330164626743,167.33016462664,167.330164626816,167.330164626443,167.330164626995,167.330164626985,137.70209853517,137.702098535213,103.837301423352,103.837301423453,103.83730142335,96.4942232279167,96.4942232278443,81.1148577747976,69.7344644648439,69.3388350763611,67.8808856970652,67.8437799324197,67.8437799326143,36.1659969914498,0,88.5041066477239,88.9215986843679,91.7673269855671,91.7673269854025,91.7673269855577,91.7673269856174,91.7673269856866,91.767326985533,91.7673269857229,91.7673269861438,91.7673269861329,91.7673269859585,91.7673269861211,91.7673269858778,91.7673269858444,91.7673269857795,121.750359400261,121.750359400228,176.35877643581,176.358776435525,176.358776435666
"Poecile atricapillus",207.691669120142,207.691669120116,207.691669120136,207.691669120185,207.691669120188,207.691669120239,207.691669120277,207.691669120262,207.691669120152,207.691669120211,207.691669120251,207.691669120223,207.691669120207,207.691669120201,207.691669120219,207.691669120239,207.691669120231,207.691669120247,207.691669120268,207.691669120563,207.691669120552,207.691669120604,207.691669120602,207.691669120657,207.691669120586,171.188455207127,171.18845520684,171.188455206693,171.188455206964,171.18845520713,171.188455207141,171.188455207135,171.188455206604,171.188455206879,171.188455207191,171.188455206911,171.188455206988,171.188455206239,171.188455206456,171.188455206344,171.188455206411,171.18845520631,171.188455206509,171.188455206317,171.188455206527,171.188455206513,171.188455206532,171.188455206993,171.188455206876,171.188455206964,171.188455206922,171.188455206911,171.188455206973,171.188455206935,171.188455206902,171.188455206885,171.188455206961,171.188455206923,171.18845520692,171.188455206888,171.188455206929,171.188455206942,171.188455206845,171.188455206865,171.188455206988,171.188455207073,171.188455206446,167.330164626265,167.33016462628,167.330164626783,167.330164626431,167.330164626365,167.330164626432,167.330164626577,167.33016462639,167.33016462624,167.33016462627,167.330164626289,167.330164626353,167.330164626335,167.330164626327,167.330164626426,167.330164626405,167.330164626096,167.330164626459,167.330164625153,167.330164625785,167.330164626087,167.33016462607,167.330164625968,167.330164626143,167.330164625771,167.330164626322,167.330164626312,137.702098534497,137.70209853454,103.83730142268,103.83730142278,103.837301422678,98.6222130421611,98.6222130420886,89.0202202646106,89.0202202649392,88.6245908764563,88.6245908764118,88.5874851117662,88.587485111961,88.587485111586,88.5041066477239,0,37.9943174704443,81.3203719913676,81.3203719912028,81.3203719913582,81.3203719914179,86.7379937223034,91.0060583414538,91.0060583416435,91.0060583420646,91.0060583420538,91.0060583418793,91.0060583420419,91.0060583417985,91.0060583417652,91.0060583417004,121.750359399588,121.750359399556,176.358776435138,176.358776434852,176.358776434994
"Poecile rufescens",207.691669120377,207.69166912035,207.691669120371,207.69166912042,207.691669120423,207.691669120473,207.691669120512,207.691669120497,207.691669120387,207.691669120446,207.691669120486,207.691669120458,207.691669120442,207.691669120436,207.691669120454,207.691669120474,207.691669120466,207.691669120482,207.691669120503,207.691669120798,207.691669120786,207.691669120839,207.691669120836,207.691669120892,207.691669120821,171.188455207361,171.188455207075,171.188455206928,171.188455207199,171.188455207365,171.188455207375,171.188455207369,171.188455206839,171.188455207114,171.188455207426,171.188455207146,171.188455207223,171.188455206474,171.188455206691,171.188455206579,171.188455206646,171.188455206545,171.188455206744,171.188455206551,171.188455206761,171.188455206748,171.188455206766,171.188455207228,171.188455207111,171.188455207199,171.188455207157,171.188455207146,171.188455207208,171.18845520717,171.188455207137,171.18845520712,171.188455207196,171.188455207158,171.188455207154,171.188455207123,171.188455207164,171.188455207177,171.18845520708,171.188455207099,171.188455207222,171.188455207308,171.188455206681,167.3301646265,167.330164626514,167.330164627018,167.330164626666,167.330164626599,167.330164626667,167.330164626812,167.330164626625,167.330164626474,167.330164626505,167.330164626523,167.330164626588,167.330164626569,167.330164626562,167.330164626661,167.33016462664,167.330164626331,167.330164626694,167.330164625388,167.33016462602,167.330164626322,167.330164626305,167.330164626203,167.330164626378,167.330164626005,167.330164626557,167.330164626547,137.702098534732,137.702098534775,103.837301422914,103.837301423015,103.837301422912,98.6222130423958,98.6222130423233,89.0202202648456,89.020220265174,88.9215986842623,88.9215986842178,88.9215986842775,88.9215986844722,88.9215986840974,88.9215986843679,37.9943174704443,0,70.7909183148984,70.7999968764696,71.2239614043408,72.1080003431512,82.9362604890502,91.0060583416886,91.0060583418784,91.0060583422993,91.0060583422885,91.006058342114,91.0060583422767,91.0060583420334,91.006058342,91.006058341935,121.750359399823,121.750359399791,176.358776435372,176.358776435087,176.358776435229
"Troglodytes pacificus",207.691669120419,207.691669120393,207.691669120413,207.691669120462,207.691669120465,207.691669120516,207.691669120555,207.69166912054,207.691669120429,207.691669120488,207.691669120528,207.691669120501,207.691669120485,207.691669120478,207.691669120496,207.691669120517,207.691669120508,207.691669120524,207.691669120545,207.69166912084,207.691669120829,207.691669120882,207.691669120879,207.691669120934,207.691669120863,171.188455207404,171.188455207117,171.188455206971,171.188455207241,171.188455207408,171.188455207418,171.188455207412,171.188455206881,171.188455207157,171.188455207468,171.188455207189,171.188455207265,171.188455206516,171.188455206734,171.188455206622,171.188455206688,171.188455206587,171.188455206787,171.188455206594,171.188455206804,171.18845520679,171.188455206809,171.18845520727,171.188455207153,171.188455207241,171.188455207199,171.188455207188,171.18845520725,171.188455207212,171.188455207179,171.188455207162,171.188455207238,171.188455207201,171.188455207197,171.188455207165,171.188455207206,171.188455207219,171.188455207122,171.188455207142,171.188455207265,171.188455207351,171.188455206724,167.330164626543,167.330164626557,167.33016462706,167.330164626708,167.330164626642,167.33016462671,167.330164626854,167.330164626667,167.330164626517,167.330164626548,167.330164626566,167.33016462663,167.330164626612,167.330164626605,167.330164626703,167.330164626683,167.330164626373,167.330164626736,167.330164625431,167.330164626063,167.330164626365,167.330164626347,167.330164626245,167.33016462642,167.330164626048,167.330164626599,167.33016462659,137.702098534775,137.702098534817,103.837301422957,103.837301423058,103.837301422955,98.6222130424383,98.6222130423658,91.7673269850463,91.7673269853747,91.7673269854615,91.767326985417,91.7673269854767,91.7673269856714,91.7673269852966,91.7673269855671,81.3203719913676,70.7909183148984,0,49.7452622474625,50.5593120814553,54.9956329248935,66.6600882181712,78.2932594933963,84.2318279244933,89.9961687718289,89.996168771818,89.9961687716435,89.9961687718062,89.9961687715628,89.9961687715296,89.9961687714645,120.740469829352,120.74046982932,176.358776435415,176.35877643513,176.358776435271
"Cinclus mexicanus",207.691669120255,207.691669120228,207.691669120248,207.691669120297,207.6916691203,207.691669120351,207.69166912039,207.691669120375,207.691669120265,207.691669120323,207.691669120363,207.691669120336,207.69166912032,207.691669120313,207.691669120332,207.691669120352,207.691669120344,207.69166912036,207.69166912038,207.691669120675,207.691669120664,207.691669120717,207.691669120714,207.69166912077,207.691669120698,171.188455207239,171.188455206952,171.188455206806,171.188455207077,171.188455207243,171.188455207253,171.188455207247,171.188455206717,171.188455206992,171.188455207304,171.188455207024,171.188455207101,171.188455206352,171.188455206569,171.188455206457,171.188455206523,171.188455206422,171.188455206622,171.188455206429,171.188455206639,171.188455206625,171.188455206644,171.188455207105,171.188455206988,171.188455207077,171.188455207035,171.188455207024,171.188455207085,171.188455207047,171.188455207014,171.188455206998,171.188455207073,171.188455207036,171.188455207032,171.188455207001,171.188455207042,171.188455207055,171.188455206957,171.188455206977,171.1884552071,171.188455207186,171.188455206559,167.330164626378,167.330164626392,167.330164626895,167.330164626544,167.330164626477,167.330164626545,167.33016462669,167.330164626503,167.330164626352,167.330164626383,167.330164626401,167.330164626466,167.330164626447,167.33016462644,167.330164626539,167.330164626518,167.330164626209,167.330164626571,167.330164625266,167.330164625898,167.3301646262,167.330164626183,167.33016462608,167.330164626256,167.330164625883,167.330164626434,167.330164626425,137.70209853461,137.702098534652,103.837301422792,103.837301422893,103.83730142279,98.6222130422735,98.622213042201,91.7673269848816,91.7673269852101,91.7673269852968,91.7673269852523,91.767326985312,91.7673269855067,91.7673269851318,91.7673269854025,81.3203719912028,70.7999968764696,49.7452622474625,0,33.2731940322503,38.5437754053844,53.3034059932516,66.0282516755535,78.0729579925751,89.9961687716641,89.9961687716533,89.9961687714787,89.9961687716414,89.9961687713981,89.9961687713648,89.9961687712998,120.740469829188,120.740469829155,176.35877643525,176.358776434965,176.358776435106
