"","Branta bernicla","Branta canadensis","Anser caerulescens","Spatula discors","Anas crecca","Anas acuta","Anas rubripes","Clangula hyemalis","Histrionicus histrionicus","Somateria spectabilis","Somateria mollissima","Mergus merganser","Mergus serrator","Bucephala clangula","Bucephala islandica","Melanitta deglandi","Melanitta perspicillata","Melanitta americana","Aythya collaris","Aythya affinis","Aythya marila","Lagopus muta","Lagopus lagopus","Canachites canadensis","Bonasa umbellus","Gavia stellata","Gavia immer","Morus bassanus","Phalacrocorax carbo.1","Nannopterum auritum","Botaurus lentiginosus","Numenius phaeopus.1","Tringa solitaria","Tringa melanoleuca","Actitis macularius","Phalaropus lobatus","Phalaropus fulicarius","Gallinago delicata","Calidris minutilla","Calidris melanotos","Sterna paradisaea","Sterna hirundo.1","Larus argentatus","Larus hyperboreus","Larus marinus","Larus glaucoides","Rissa tridactyla","Cepphus grylle","Alca torda","Alle alle","Uria aalge","Uria lomvia","Fratercula arctica","Stercorarius pomarinus","Charadrius vociferus","Charadrius semipalmatus","Pluvialis dominica","Empidonax flaviventris","Empidonax traillii","Perisoreus canadensis","Corvus brachyrhynchos","Corvus corax","Eremophila alpestris","Riparia riparia","Tachycineta bicolor","Poecile hudsonicus","Regulus satrapa","Sitta canadensis","Turdus migratorius","Euphagus carolinus","Quiscalus quiscula","Passerella iliaca","Zonotrichia leucophrys","Zonotrichia albicollis","Setophaga magnolia","Setophaga petechia","Plectrophenax nivalis","Loxia leucoptera","Loxia curvirostra","Acanthis flammea","Pinicola enucleator","Falco columbarius","Strix varia","Bubo scandiacus","Bubo virginianus","Asio flammeus","Surnia ulula","Aegolius funereus","Colaptes auratus","Picoides dorsalis","Picoides arcticus","Megaceryle alcyon","Chordeiles minor","Pandion haliaetus.1","Haliaeetus leucocephalus","Buteo lagopus","Circus hudsonius"
"Strix varia",206.548266969562,206.548266969553,206.548266969573,206.548266969612,206.548266969651,206.548266969615,206.548266969634,206.54826696956,206.548266969584,206.548266969584,206.548266969537,206.548266969547,206.548266969622,206.548266969569,206.548266969675,206.548266969615,206.548266969614,206.548266969593,206.548266969576,206.548266969546,206.548266969558,206.548266968558,206.54826696866,206.548266968678,206.548266968885,170.16077877302,170.160778773107,170.160778773074,170.160778773146,170.160778772985,170.160778773107,170.160778772653,170.160778772855,170.160778772896,170.160778772804,170.160778772775,170.16077877293,170.160778772626,170.160778773166,170.160778773093,170.160778773103,170.160778773097,170.160778773052,170.160778773051,170.160778773064,170.160778773085,170.160778773085,170.160778773111,170.160778773073,170.160778773092,170.160778773116,170.160778773103,170.160778773106,170.160778773307,170.160778773162,170.160778773433,170.160778773047,166.648470384948,166.6484703848,166.648470384891,166.648470384972,166.648470384812,166.648470385079,166.648470385052,166.648470385112,166.648470385345,166.64847038499,166.648470384694,166.648470385137,166.64847038493,166.648470385387,166.648470385343,166.648470385322,166.648470385213,166.648470385301,166.648470385424,166.648470385243,166.648470385172,166.648470384911,166.648470384903,166.648470384915,166.648470385139,0,63.8666362050738,76.1881692284891,79.1617082954995,89.3353570717697,89.3353570718057,156.617901988004,156.617901988143,156.617901988033,156.617901987819,160.610149425175,161.433673514528,161.433673514191,161.433673514242,161.433673514441
"Bubo scandiacus",206.548266969799,206.54826696979,206.54826696981,206.548266969848,206.548266969887,206.548266969852,206.548266969871,206.548266969797,206.548266969821,206.548266969821,206.548266969774,206.548266969783,206.548266969859,206.548266969805,206.548266969912,206.548266969852,206.54826696985,206.54826696983,206.548266969812,206.548266969783,206.548266969794,206.548266968794,206.548266968896,206.548266968915,206.548266969121,170.160778773256,170.160778773344,170.160778773311,170.160778773383,170.160778773222,170.160778773344,170.16077877289,170.160778773091,170.160778773132,170.16077877304,170.160778773011,170.160778773167,170.160778772863,170.160778773403,170.16077877333,170.160778773339,170.160778773334,170.160778773288,170.160778773288,170.160778773301,170.160778773322,170.160778773322,170.160778773348,170.160778773309,170.160778773329,170.160778773352,170.160778773339,170.160778773343,170.160778773544,170.160778773399,170.16077877367,170.160778773283,166.648470385185,166.648470385037,166.648470385127,166.648470385209,166.648470385049,166.648470385316,166.648470385289,166.648470385348,166.648470385581,166.648470385227,166.648470384931,166.648470385374,166.648470385166,166.648470385623,166.64847038558,166.648470385559,166.648470385449,166.648470385538,166.64847038566,166.64847038548,166.648470385409,166.648470385148,166.64847038514,166.648470385152,166.648470385375,63.8666362050738,0,60.0282204469683,70.0432914737048,83.9969447236702,84.5349051181462,151.817450034345,156.226515529067,156.226515528958,156.226515528744,160.2187629661,161.433673514765,161.433673514428,161.433673514479,161.433673514678
"Bubo virginianus",206.548266969435,206.548266969426,206.548266969446,206.548266969485,206.548266969523,206.548266969488,206.548266969506,206.548266969433,206.548266969457,206.548266969457,206.54826696941,206.548266969419,206.548266969495,206.548266969441,206.548266969547,206.548266969488,206.548266969486,206.548266969466,206.548266969449,206.548266969419,206.54826696943,206.54826696843,206.548266968532,206.548266968551,206.548266968757,170.160778772892,170.16077877298,170.160778772947,170.160778773019,170.160778772858,170.16077877298,170.160778772526,170.160778772728,170.160778772769,170.160778772676,170.160778772647,170.160778772803,170.160778772499,170.160778773039,170.160778772966,170.160778772975,170.16077877297,170.160778772925,170.160778772924,170.160778772937,170.160778772958,170.160778772958,170.160778772984,170.160778772946,170.160778772965,170.160778772989,170.160778772976,170.160778772979,170.16077877318,170.160778773035,170.160778773306,170.160778772919,166.648470384821,166.648470384673,166.648470384763,166.648470384845,166.648470384685,166.648470384952,166.648470384925,166.648470384984,166.648470385217,166.648470384863,166.648470384567,166.64847038501,166.648470384802,166.648470385259,166.648470385216,166.648470385195,166.648470385085,166.648470385174,166.648470385296,166.648470385116,166.648470385045,166.648470384784,166.648470384776,166.648470384788,166.648470385011,76.1881692284891,60.0282204469683,0,48.7343798448627,69.6935508504006,73.5710788037103,151.817450033981,156.226515528704,156.226515528594,156.22651552838,160.218762965736,161.4336735144,161.433673514064,161.433673514115,161.433673514314
"Asio flammeus",206.548266969534,206.548266969526,206.548266969546,206.548266969584,206.548266969623,206.548266969587,206.548266969606,206.548266969533,206.548266969557,206.548266969556,206.54826696951,206.548266969519,206.548266969595,206.548266969541,206.548266969647,206.548266969587,206.548266969586,206.548266969565,206.548266969548,206.548266969519,206.54826696953,206.54826696853,206.548266968632,206.548266968651,206.548266968857,170.160778772992,170.160778773079,170.160778773047,170.160778773119,170.160778772958,170.160778773079,170.160778772625,170.160778772827,170.160778772868,170.160778772776,170.160778772747,170.160778772903,170.160778772599,170.160778773139,170.160778773065,170.160778773075,170.16077877307,170.160778773024,170.160778773024,170.160778773037,170.160778773057,170.160778773058,170.160778773084,170.160778773045,170.160778773065,170.160778773088,170.160778773075,170.160778773078,170.160778773279,170.160778773135,170.160778773406,170.160778773019,166.648470384921,166.648470384773,166.648470384863,166.648470384945,166.648470384785,166.648470385052,166.648470385024,166.648470385084,166.648470385317,166.648470384963,166.648470384666,166.64847038511,166.648470384902,166.648470385359,166.648470385315,166.648470385295,166.648470385185,166.648470385274,166.648470385396,166.648470385216,166.648470385145,166.648470384883,166.648470384875,166.648470384887,166.648470385111,79.1617082954995,70.0432914737048,48.7343798448627,0,58.0834061145724,69.3506923112469,151.022361771969,156.226515528803,156.226515528693,156.226515528479,160.218762965835,161.4336735145,161.433673514164,161.433673514214,161.433673514413
"Surnia ulula",206.548266969606,206.548266969598,206.548266969618,206.548266969656,206.548266969695,206.548266969659,206.548266969678,206.548266969605,206.548266969629,206.548266969628,206.548266969582,206.548266969591,206.548266969667,206.548266969613,206.548266969719,206.548266969659,206.548266969658,206.548266969637,206.54826696962,206.548266969591,206.548266969602,206.548266968602,206.548266968704,206.548266968722,206.548266968929,170.160778773064,170.160778773151,170.160778773119,170.160778773191,170.16077877303,170.160778773151,170.160778772697,170.160778772899,170.16077877294,170.160778772848,170.160778772819,170.160778772975,170.160778772671,170.160778773211,170.160778773137,170.160778773147,170.160778773142,170.160778773096,170.160778773096,170.160778773109,170.160778773129,170.16077877313,170.160778773156,170.160778773117,170.160778773137,170.16077877316,170.160778773147,170.160778773151,170.160778773351,170.160778773207,170.160778773478,170.160778773091,166.648470384992,166.648470384845,166.648470384935,166.648470385017,166.648470384857,166.648470385124,166.648470385096,166.648470385156,166.648470385389,166.648470385035,166.648470384738,166.648470385182,166.648470384974,166.648470385431,166.648470385387,166.648470385367,166.648470385257,166.648470385346,166.648470385468,166.648470385288,166.648470385217,166.648470384955,166.648470384947,166.648470384959,166.648470385183,89.3353570717697,83.9969447236702,69.6935508504006,58.0834061145724,0,53.6333057451425,148.556474305501,153.964887527851,154.292181037878,154.292181037664,160.033144368528,161.248054917193,161.248054916857,161.248054916908,161.385257616947
"Aegolius funereus",206.548266969643,206.548266969634,206.548266969654,206.548266969692,206.548266969731,206.548266969695,206.548266969714,206.548266969641,206.548266969665,206.548266969664,206.548266969618,206.548266969627,206.548266969703,206.548266969649,206.548266969755,206.548266969695,206.548266969694,206.548266969673,206.548266969656,206.548266969627,206.548266969638,206.548266968638,206.54826696874,206.548266968759,206.548266968965,170.1607787731,170.160778773187,170.160778773155,170.160778773227,170.160778773066,170.160778773187,170.160778772733,170.160778772935,170.160778772976,170.160778772884,170.160778772855,170.160778773011,170.160778772707,170.160778773247,170.160778773173,170.160778773183,170.160778773178,170.160778773132,170.160778773132,170.160778773145,170.160778773165,170.160778773166,170.160778773192,170.160778773153,170.160778773173,170.160778773196,170.160778773183,170.160778773187,170.160778773387,170.160778773243,170.160778773514,170.160778773127,166.648470385028,166.64847038488,166.648470384971,166.648470385053,166.648470384893,166.64847038516,166.648470385132,166.648470385192,166.648470385425,166.648470385071,166.648470384774,166.648470385218,166.64847038501,166.648470385467,166.648470385423,166.648470385403,166.648470385293,166.648470385382,166.648470385504,166.648470385324,166.648470385253,166.648470384991,166.648470384983,166.648470384995,166.648470385219,89.3353570718057,84.5349051181462,73.5710788037103,69.3506923112469,53.6333057451425,0,147.558621228805,153.901712471051,154.292181037914,154.2921810377,160.033144368565,161.248054917229,161.248054916893,161.248054916943,161.385257616983
"Colaptes auratus",206.548266969442,206.548266969433,206.548266969453,206.548266969492,206.548266969531,206.548266969495,206.548266969514,206.54826696944,206.548266969464,206.548266969464,206.548266969417,206.548266969426,206.548266969502,206.548266969448,206.548266969555,206.548266969495,206.548266969493,206.548266969473,206.548266969456,206.548266969427,206.548266969438,206.548266968438,206.54826696854,206.548266968558,206.548266968764,170.1607787729,170.160778772987,170.160778772954,170.160778773027,170.160778772865,170.160778772987,170.160778772533,170.160778772735,170.160778772776,170.160778772684,170.160778772655,170.160778772811,170.160778772506,170.160778773046,170.160778772973,170.160778772983,170.160778772977,170.160778772932,170.160778772931,170.160778772944,170.160778772965,170.160778772965,170.160778772991,170.160778772953,170.160778772972,170.160778772996,170.160778772982,170.160778772986,170.160778773187,170.160778773042,170.160778773313,170.160778772927,166.648470384828,166.64847038468,166.64847038477,166.648470384853,166.648470384692,166.648470384959,166.648470384932,166.648470384992,166.648470385224,166.64847038487,166.648470384574,166.648470385018,166.64847038481,166.648470385266,166.648470385223,166.648470385202,166.648470385092,166.648470385181,166.648470385304,166.648470385124,166.648470385052,166.648470384791,166.648470384783,166.648470384795,166.648470385019,156.617901988004,151.817450034345,151.817450033981,151.022361771969,148.556474305501,147.558621228805,0,35.2952919573372,41.0246650102148,138.179147604728,160.033144368364,161.248054917029,161.248054916692,161.248054916743,161.385257616782
"Picoides dorsalis",206.54826696958,206.548266969572,206.548266969592,206.54826696963,206.548266969669,206.548266969633,206.548266969652,206.548266969579,206.548266969603,206.548266969602,206.548266969556,206.548266969565,206.548266969641,206.548266969587,206.548266969693,206.548266969633,206.548266969632,206.548266969611,206.548266969594,206.548266969565,206.548266969576,206.548266968576,206.548266968678,206.548266968696,206.548266968903,170.160778773038,170.160778773125,170.160778773093,170.160778773165,170.160778773004,170.160778773125,170.160778772671,170.160778772873,170.160778772914,170.160778772822,170.160778772793,170.160778772949,170.160778772645,170.160778773185,170.160778773111,170.160778773121,170.160778773116,170.16077877307,170.16077877307,170.160778773082,170.160778773103,170.160778773104,170.16077877313,170.160778773091,170.160778773111,170.160778773134,170.160778773121,170.160778773125,170.160778773325,170.160778773181,170.160778773452,170.160778773065,166.648470384966,166.648470384818,166.648470384909,166.648470384991,166.648470384831,166.648470385098,166.64847038507,166.64847038513,166.648470385363,166.648470385009,166.648470384712,166.648470385156,166.648470384948,166.648470385405,166.648470385361,166.648470385341,166.648470385231,166.64847038532,166.648470385442,166.648470385262,166.648470385191,166.648470384929,166.648470384921,166.648470384933,166.648470385157,156.617901988143,156.226515529067,156.226515528704,156.226515528803,153.964887527851,153.901712471051,35.2952919573372,0,24.1560148435987,130.784328351123,159.031279416632,161.248054917167,161.248054916831,161.248054916881,161.385257616921
"Picoides arcticus",206.54826696947,206.548266969462,206.548266969482,206.548266969521,206.548266969559,206.548266969523,206.548266969542,206.548266969469,206.548266969493,206.548266969493,206.548266969446,206.548266969455,206.548266969531,206.548266969477,206.548266969583,206.548266969524,206.548266969522,206.548266969502,206.548266969484,206.548266969455,206.548266969466,206.548266968466,206.548266968568,206.548266968587,206.548266968793,170.160778772928,170.160778773016,170.160778772983,170.160778773055,170.160778772894,170.160778773016,170.160778772562,170.160778772764,170.160778772804,170.160778772713,170.160778772683,170.160778772839,170.160778772535,170.160778773075,170.160778773002,170.160778773011,170.160778773006,170.16077877296,170.16077877296,170.160778772973,170.160778772993,170.160778772994,170.16077877302,170.160778772982,170.160778773001,170.160778773025,170.160778773011,170.160778773015,170.160778773216,170.160778773071,170.160778773342,170.160778772955,166.648470384857,166.648470384709,166.648470384799,166.648470384881,166.648470384721,166.648470384988,166.648470384961,166.64847038502,166.648470385253,166.648470384899,166.648470384603,166.648470385046,166.648470384838,166.648470385295,166.648470385251,166.648470385231,166.648470385121,166.64847038521,166.648470385332,166.648470385152,166.648470385081,166.64847038482,166.648470384812,166.648470384824,166.648470385047,156.617901988033,156.226515528958,156.226515528594,156.226515528693,154.292181037878,154.292181037914,41.0246650102148,24.1560148435987,0,129.844279425727,159.031279416522,161.248054917058,161.248054916721,161.248054916772,161.385257616811
"Megaceryle alcyon",206.548266969256,206.548266969248,206.548266969268,206.548266969306,206.548266969345,206.548266969309,206.548266969329,206.548266969255,206.548266969279,206.548266969279,206.548266969232,206.548266969241,206.548266969317,206.548266969263,206.548266969369,206.54826696931,206.548266969308,206.548266969288,206.54826696927,206.548266969241,206.548266969252,206.548266968252,206.548266968354,206.548266968373,206.548266968579,170.160778772714,170.160778772801,170.160778772769,170.160778772841,170.16077877268,170.160778772802,170.160778772348,170.160778772549,170.160778772591,170.160778772498,170.160778772469,170.160778772625,170.160778772321,170.160778772861,170.160778772788,170.160778772797,170.160778772792,170.160778772747,170.160778772746,170.160778772759,170.16077877278,170.16077877278,170.160778772806,170.160778772768,170.160778772787,170.160778772811,170.160778772797,170.160778772801,170.160778773002,170.160778772857,170.160778773128,170.160778772742,166.648470384643,166.648470384495,166.648470384585,166.648470384668,166.648470384507,166.648470384774,166.648470384747,166.648470384806,166.648470385039,166.648470384685,166.648470384389,166.648470384832,166.648470384624,166.648470385081,166.648470385038,166.648470385017,166.648470384907,166.648470384996,166.648470385118,166.648470384938,166.648470384867,166.648470384606,166.648470384598,166.64847038461,166.648470384833,156.617901987819,156.226515528744,156.22651552838,156.226515528479,154.292181037664,154.2921810377,138.179147604728,130.784328351123,129.844279425727,0,159.031279416308,161.248054916844,161.248054916507,161.248054916558,161.385257616597
"Chordeiles minor",206.548266968945,206.548266968936,206.548266968956,206.548266968995,206.548266969034,206.548266968998,206.548266969017,206.548266968943,206.548266968967,206.548266968967,206.54826696892,206.548266968929,206.548266969006,206.548266968951,206.548266969058,206.548266968998,206.548266968997,206.548266968976,206.548266968959,206.548266968929,206.548266968941,206.548266967941,206.548266968043,206.548266968061,206.548266968268,170.160778772403,170.16077877249,170.160778772457,170.160778772529,170.160778772368,170.16077877249,170.160778772036,170.160778772238,170.160778772279,170.160778772186,170.160778772157,170.160778772313,170.160778772009,170.160778772549,170.160778772476,170.160778772486,170.16077877248,170.160778772435,170.160778772434,170.160778772447,170.160778772468,170.160778772468,170.160778772494,170.160778772456,170.160778772475,170.160778772499,170.160778772486,170.160778772489,170.16077877269,170.160778772545,170.160778772816,170.16077877243,166.648470384331,166.648470384183,166.648470384273,166.648470384356,166.648470384195,166.648470384462,166.648470384435,166.648470384495,166.648470384727,166.648470384373,166.648470384077,166.648470384521,166.648470384313,166.64847038477,166.648470384726,166.648470384705,166.648470384595,166.648470384684,166.648470384806,166.648470384626,166.648470384555,166.648470384294,166.648470384286,166.648470384298,166.648470384521,160.610149425175,160.2187629661,160.218762965736,160.218762965835,160.033144368528,160.033144368565,160.033144368364,159.031279416632,159.031279416522,159.031279416308,0,158.37943727731,158.429515529943,160.94357934409,161.385257616285
"Pandion haliaetus.1",206.548266969351,206.548266969342,206.548266969362,206.548266969401,206.54826696944,206.548266969404,206.548266969423,206.548266969349,206.548266969373,206.548266969373,206.548266969326,206.548266969335,206.548266969412,206.548266969357,206.548266969464,206.548266969404,206.548266969402,206.548266969382,206.548266969365,206.548266969335,206.548266969347,206.548266968346,206.548266968449,206.548266968467,206.548266968674,170.160778772809,170.160778772896,170.160778772863,170.160778772935,170.160778772774,170.160778772896,170.160778772442,170.160778772644,170.160778772685,170.160778772593,170.160778772564,170.160778772719,170.160778772415,170.160778772956,170.160778772882,170.160778772891,170.160778772886,170.160778772841,170.16077877284,170.160778772853,170.160778772874,170.160778772874,170.1607787729,170.160778772862,170.160778772881,170.160778772905,170.160778772892,170.160778772895,170.160778773096,170.160778772951,170.160778773222,170.160778772836,166.648470384737,166.648470384589,166.648470384679,166.648470384762,166.648470384601,166.648470384868,166.648470384841,166.648470384901,166.648470385134,166.648470384779,166.648470384483,166.648470384926,166.648470384719,166.648470385175,166.648470385132,166.648470385111,166.648470385002,166.64847038509,166.648470385213,166.648470385032,166.648470384962,166.6484703847,166.648470384692,166.648470384704,166.648470384928,161.433673514528,161.433673514765,161.4336735144,161.4336735145,161.248054917193,161.248054917229,161.248054917029,161.248054917167,161.248054917058,161.248054916844,158.37943727731,0,120.53959121626,123.384688897054,123.826367169249
"Haliaeetus leucocephalus",206.548266969014,206.548266969006,206.548266969026,206.548266969064,206.548266969103,206.548266969067,206.548266969086,206.548266969013,206.548266969037,206.548266969036,206.54826696899,206.548266968999,206.548266969075,206.548266969021,206.548266969127,206.548266969068,206.548266969066,206.548266969045,206.548266969028,206.548266968999,206.54826696901,206.54826696801,206.548266968112,206.548266968131,206.548266968337,170.160778772472,170.160778772559,170.160778772527,170.160778772599,170.160778772438,170.16077877256,170.160778772106,170.160778772307,170.160778772348,170.160778772256,170.160778772227,170.160778772383,170.160778772079,170.160778772619,170.160778772545,170.160778772555,170.16077877255,170.160778772504,170.160778772504,170.160778772517,170.160778772537,170.160778772538,170.160778772564,170.160778772525,170.160778772545,170.160778772568,170.160778772555,170.160778772559,170.160778772759,170.160778772615,170.160778772886,170.1607787725,166.648470384401,166.648470384253,166.648470384343,166.648470384425,166.648470384265,166.648470384532,166.648470384505,166.648470384564,166.648470384797,166.648470384443,166.648470384147,166.64847038459,166.648470384382,166.648470384839,166.648470384795,166.648470384775,166.648470384665,166.648470384754,166.648470384876,166.648470384696,166.648470384625,166.648470384364,166.648470384355,166.648470384367,166.648470384591,161.433673514191,161.433673514428,161.433673514064,161.433673514164,161.248054916857,161.248054916893,161.248054916692,161.248054916831,161.248054916721,161.248054916507,158.429515529943,120.53959121626,0,55.3590494124781,61.714337336047
"Buteo lagopus",206.548266969065,206.548266969056,206.548266969076,206.548266969115,206.548266969154,206.548266969118,206.548266969137,206.548266969064,206.548266969087,206.548266969087,206.54826696904,206.548266969049,206.548266969126,206.548266969072,206.548266969178,206.548266969118,206.548266969117,206.548266969096,206.548266969079,206.54826696905,206.548266969061,206.548266968061,206.548266968163,206.548266968181,206.548266968388,170.160778772523,170.16077877261,170.160778772577,170.160778772649,170.160778772488,170.16077877261,170.160778772156,170.160778772358,170.160778772399,170.160778772307,170.160778772278,170.160778772433,170.160778772129,170.16077877267,170.160778772596,170.160778772606,170.1607787726,170.160778772555,170.160778772554,170.160778772568,170.160778772588,170.160778772588,170.160778772614,170.160778772576,170.160778772595,170.160778772619,170.160778772606,170.160778772609,170.16077877281,170.160778772665,170.160778772936,170.16077877255,166.648470384451,166.648470384303,166.648470384394,166.648470384476,166.648470384315,166.648470384582,166.648470384555,166.648470384615,166.648470384848,166.648470384493,166.648470384197,166.648470384641,166.648470384433,166.64847038489,166.648470384846,166.648470384825,166.648470384716,166.648470384804,166.648470384927,166.648470384747,166.648470384676,166.648470384414,166.648470384406,166.648470384418,166.648470384642,161.433673514242,161.433673514479,161.433673514115,161.433673514214,161.248054916908,161.248054916943,161.248054916743,161.248054916881,161.248054916772,161.248054916558,160.94357934409,123.384688897054,55.3590494124781,0,55.8778307628383
"Circus hudsonius",206.548266969264,206.548266969256,206.548266969276,206.548266969314,206.548266969353,206.548266969317,206.548266969336,206.548266969263,206.548266969287,206.548266969286,206.54826696924,206.548266969249,206.548266969325,206.548266969271,206.548266969377,206.548266969317,206.548266969316,206.548266969295,206.548266969278,206.548266969249,206.54826696926,206.54826696826,206.548266968362,206.54826696838,206.548266968587,170.160778772722,170.160778772809,170.160778772776,170.160778772849,170.160778772688,170.160778772809,170.160778772355,170.160778772557,170.160778772598,170.160778772506,170.160778772477,170.160778772633,170.160778772328,170.160778772869,170.160778772795,170.160778772805,170.160778772799,170.160778772754,170.160778772753,170.160778772767,170.160778772787,170.160778772787,170.160778772813,170.160778772775,170.160778772794,170.160778772818,170.160778772805,170.160778772808,170.160778773009,170.160778772865,170.160778773135,170.160778772749,166.64847038465,166.648470384502,166.648470384593,166.648470384675,166.648470384515,166.648470384781,166.648470384754,166.648470384814,166.648470385047,166.648470384693,166.648470384396,166.64847038484,166.648470384632,166.648470385089,166.648470385045,166.648470385024,166.648470384915,166.648470385003,166.648470385126,166.648470384946,166.648470384875,166.648470384613,166.648470384605,166.648470384617,166.648470384841,161.433673514441,161.433673514678,161.433673514314,161.433673514413,161.385257616947,161.385257616983,161.385257616782,161.385257616921,161.385257616811,161.385257616597,161.385257616285,123.826367169249,61.714337336047,55.8778307628383,0
