"","Branta bernicla","Branta canadensis","Anser caerulescens","Spatula discors","Anas crecca","Anas acuta","Anas rubripes","Clangula hyemalis","Histrionicus histrionicus","Somateria spectabilis","Somateria mollissima","Mergus merganser","Mergus serrator","Bucephala clangula","Bucephala islandica","Melanitta deglandi","Melanitta perspicillata","Melanitta americana","Aythya collaris","Aythya affinis","Aythya marila","Lagopus muta","Lagopus lagopus","Canachites canadensis","Bonasa umbellus","Gavia stellata","Gavia immer","Morus bassanus","Phalacrocorax carbo.1","Nannopterum auritum","Botaurus lentiginosus","Numenius phaeopus.1","Tringa solitaria","Tringa melanoleuca","Actitis macularius","Phalaropus lobatus","Phalaropus fulicarius","Gallinago delicata","Calidris minutilla","Calidris melanotos","Sterna paradisaea","Sterna hirundo.1","Larus argentatus","Larus hyperboreus","Larus marinus","Larus glaucoides","Rissa tridactyla","Cepphus grylle","Alca torda","Alle alle","Uria aalge","Uria lomvia","Fratercula arctica","Stercorarius pomarinus","Charadrius vociferus","Charadrius semipalmatus","Pluvialis dominica","Empidonax flaviventris","Empidonax traillii","Perisoreus canadensis","Corvus brachyrhynchos","Corvus corax","Eremophila alpestris","Riparia riparia","Tachycineta bicolor","Poecile hudsonicus","Regulus satrapa","Sitta canadensis","Turdus migratorius","Euphagus carolinus","Quiscalus quiscula","Passerella iliaca","Zonotrichia leucophrys","Zonotrichia albicollis","Setophaga magnolia","Setophaga petechia","Plectrophenax nivalis","Loxia leucoptera","Loxia curvirostra","Acanthis flammea","Pinicola enucleator","Falco columbarius","Strix varia","Bubo scandiacus","Bubo virginianus","Asio flammeus","Surnia ulula","Aegolius funereus","Colaptes auratus","Picoides dorsalis","Picoides arcticus","Megaceryle alcyon","Chordeiles minor","Pandion haliaetus.1","Haliaeetus leucocephalus","Buteo lagopus","Circus hudsonius"
"Phalacrocorax carbo.1",206.548266969431,206.548266969423,206.548266969443,206.548266969481,206.54826696952,206.548266969484,206.548266969503,206.54826696943,206.548266969454,206.548266969453,206.548266969407,206.548266969416,206.548266969492,206.548266969438,206.548266969544,206.548266969484,206.548266969483,206.548266969462,206.548266969445,206.548266969416,206.548266969427,206.548266968427,206.548266968529,206.548266968547,206.548266968754,140.641972634815,130.478998888592,105.224356730257,0,87.2602886682998,129.801128728942,156.282662415361,156.282662415563,156.282662415603,156.282662415512,156.282662415482,156.282662415638,156.282662415334,156.282662415874,156.282662415801,156.28266241581,156.282662415805,156.282662415759,156.282662415759,156.282662415772,156.282662415793,156.282662415793,156.282662415819,156.282662415781,156.2826624158,156.282662415823,156.28266241581,156.282662415814,156.282662416015,156.28266241587,156.282662416141,156.282662415755,170.160778772845,170.160778772697,170.160778772788,170.16077877287,170.16077877271,170.160778772977,170.160778772949,170.160778773009,170.160778773242,170.160778772888,170.160778772591,170.160778773035,170.160778772827,170.160778773284,170.16077877324,170.160778773219,170.16077877311,170.160778773198,170.160778773321,170.160778773141,170.16077877307,170.160778772808,170.1607787728,170.160778772812,170.160778773036,170.160778773146,170.160778773383,170.160778773019,170.160778773119,170.160778773191,170.160778773227,170.160778773027,170.160778773165,170.160778773055,170.160778772841,170.160778772529,170.160778772935,170.160778772599,170.160778772649,170.160778772849
"Nannopterum auritum",206.54826696927,206.548266969262,206.548266969282,206.54826696932,206.548266969359,206.548266969323,206.548266969342,206.548266969269,206.548266969293,206.548266969292,206.548266969246,206.548266969255,206.548266969331,206.548266969277,206.548266969383,206.548266969323,206.548266969322,206.548266969301,206.548266969284,206.548266969255,206.548266969266,206.548266968266,206.548266968368,206.548266968386,206.548266968593,141.456616907174,140.432249948955,126.368424084128,87.2602886682998,0,100.677723315897,156.2826624152,156.282662415402,156.282662415443,156.28266241535,156.282662415321,156.282662415477,156.282662415173,156.282662415713,156.282662415639,156.282662415649,156.282662415644,156.282662415598,156.282662415598,156.282662415611,156.282662415631,156.282662415632,156.282662415658,156.28266241562,156.282662415639,156.282662415662,156.282662415649,156.282662415653,156.282662415854,156.282662415709,156.28266241598,156.282662415593,170.160778772684,170.160778772536,170.160778772627,170.160778772709,170.160778772549,170.160778772816,170.160778772788,170.160778772848,170.160778773081,170.160778772727,170.16077877243,170.160778772874,170.160778772666,170.160778773123,170.160778773079,170.160778773058,170.160778772949,170.160778773037,170.16077877316,170.16077877298,170.160778772909,170.160778772647,170.160778772639,170.160778772651,170.160778772875,170.160778772985,170.160778773222,170.160778772858,170.160778772958,170.16077877303,170.160778773066,170.160778772865,170.160778773004,170.160778772894,170.16077877268,170.160778772368,170.160778772774,170.160778772438,170.160778772488,170.160778772688
"Botaurus lentiginosus",206.548266969392,206.548266969383,206.548266969403,206.548266969441,206.54826696948,206.548266969444,206.548266969463,206.54826696939,206.548266969414,206.548266969414,206.548266969367,206.548266969376,206.548266969452,206.548266969398,206.548266969505,206.548266969445,206.548266969443,206.548266969423,206.548266969405,206.548266969376,206.548266969387,206.548266968387,206.548266968489,206.548266968508,206.548266968714,143.502608604867,142.478241646648,142.22403976322,129.801128728942,100.677723315897,0,156.282662415321,156.282662415523,156.282662415564,156.282662415472,156.282662415443,156.282662415598,156.282662415294,156.282662415835,156.282662415761,156.282662415771,156.282662415765,156.28266241572,156.282662415719,156.282662415732,156.282662415753,156.282662415753,156.282662415779,156.282662415741,156.28266241576,156.282662415784,156.282662415771,156.282662415774,156.282662415975,156.28266241583,156.282662416101,156.282662415715,170.160778772806,170.160778772658,170.160778772748,170.16077877283,170.16077877267,170.160778772937,170.16077877291,170.160778772969,170.160778773202,170.160778772848,170.160778772551,170.160778772995,170.160778772787,170.160778773244,170.160778773201,170.16077877318,170.16077877307,170.160778773159,170.160778773281,170.160778773101,170.16077877303,170.160778772768,170.16077877276,170.160778772772,170.160778772996,170.160778773107,170.160778773344,170.16077877298,170.160778773079,170.160778773151,170.160778773187,170.160778772987,170.160778773125,170.160778773016,170.160778772802,170.16077877249,170.160778772896,170.16077877256,170.16077877261,170.160778772809
"Numenius phaeopus.1",206.548266968938,206.548266968929,206.548266968949,206.548266968987,206.548266969026,206.548266968991,206.54826696901,206.548266968936,206.54826696896,206.54826696896,206.548266968913,206.548266968922,206.548266968998,206.548266968944,206.548266969051,206.548266968991,206.548266968989,206.548266968969,206.548266968952,206.548266968922,206.548266968934,206.548266967934,206.548266968035,206.548266968054,206.54826696826,156.282662415234,156.282662415321,156.282662415288,156.282662415361,156.2826624152,156.282662415321,0,77.1522356183044,77.1522356183455,77.1522356182535,77.1522356182244,77.1522356183801,77.152235618076,77.1522356186161,77.1522356185425,110.619318273822,110.619318273816,110.619318273771,110.61931827377,110.619318273783,110.619318273804,110.619318273804,110.61931827383,110.619318273792,110.619318273812,110.619318273835,110.619318273822,110.619318273825,110.619318274026,125.866747045961,125.866747046232,125.866747045846,170.160778772352,170.160778772204,170.160778772294,170.160778772376,170.160778772216,170.160778772483,170.160778772456,170.160778772515,170.160778772748,170.160778772394,170.160778772098,170.160778772541,170.160778772333,170.16077877279,170.160778772747,170.160778772726,170.160778772616,170.160778772705,170.160778772827,170.160778772647,170.160778772576,170.160778772315,170.160778772307,170.160778772319,170.160778772542,170.160778772653,170.16077877289,170.160778772526,170.160778772625,170.160778772697,170.160778772733,170.160778772533,170.160778772671,170.160778772562,170.160778772348,170.160778772036,170.160778772442,170.160778772106,170.160778772156,170.160778772355
"Tringa solitaria",206.54826696914,206.548266969131,206.548266969151,206.548266969189,206.548266969228,206.548266969192,206.548266969212,206.548266969138,206.548266969162,206.548266969162,206.548266969115,206.548266969124,206.5482669692,206.548266969146,206.548266969252,206.548266969193,206.548266969191,206.54826696917,206.548266969153,206.548266969124,206.548266969135,206.548266968135,206.548266968237,206.548266968256,206.548266968462,156.282662415436,156.282662415523,156.28266241549,156.282662415563,156.282662415402,156.282662415523,77.1522356183044,0,38.466712812798,53.2433995988191,54.6502970608811,55.7376302239005,62.5372069521196,63.9363288455988,64.4172805689651,110.619318274024,110.619318274018,110.619318273973,110.619318273972,110.619318273985,110.619318274006,110.619318274006,110.619318274032,110.619318273994,110.619318274013,110.619318274037,110.619318274024,110.619318274027,110.619318274228,125.866747046163,125.866747046434,125.866747046048,170.160778772553,170.160778772406,170.160778772496,170.160778772578,170.160778772418,170.160778772685,170.160778772658,170.160778772717,170.16077877295,170.160778772596,170.1607787723,170.160778772743,170.160778772535,170.160778772992,170.160778772948,170.160778772928,170.160778772818,170.160778772907,170.160778773029,170.160778772849,170.160778772778,170.160778772517,170.160778772509,170.16077877252,170.160778772744,170.160778772855,170.160778773091,170.160778772728,170.160778772827,170.160778772899,170.160778772935,170.160778772735,170.160778772873,170.160778772764,170.160778772549,170.160778772238,170.160778772644,170.160778772307,170.160778772358,170.160778772557
"Tringa melanoleuca",206.548266969181,206.548266969172,206.548266969192,206.54826696923,206.548266969269,206.548266969233,206.548266969252,206.548266969179,206.548266969203,206.548266969203,206.548266969156,206.548266969165,206.548266969242,206.548266969187,206.548266969294,206.548266969234,206.548266969232,206.548266969212,206.548266969195,206.548266969165,206.548266969177,206.548266968176,206.548266968278,206.548266968297,206.548266968503,156.282662415477,156.282662415564,156.282662415531,156.282662415603,156.282662415443,156.282662415564,77.1522356183455,38.466712812798,0,52.3376594322849,54.6502970609222,55.7376302239417,62.5372069521606,63.9363288456399,64.4172805690061,110.619318274065,110.619318274059,110.619318274014,110.619318274013,110.619318274026,110.619318274047,110.619318274047,110.619318274073,110.619318274035,110.619318274054,110.619318274078,110.619318274065,110.619318274068,110.619318274269,125.866747046204,125.866747046475,125.866747046089,170.160778772595,170.160778772447,170.160778772537,170.160778772619,170.160778772459,170.160778772726,170.160778772699,170.160778772758,170.160778772991,170.160778772637,170.160778772341,170.160778772784,170.160778772576,170.160778773033,170.16077877299,170.160778772969,170.160778772859,170.160778772948,170.16077877307,170.16077877289,170.160778772819,170.160778772558,170.16077877255,170.160778772561,170.160778772785,170.160778772896,170.160778773132,170.160778772769,170.160778772868,170.16077877294,170.160778772976,170.160778772776,170.160778772914,170.160778772804,170.160778772591,170.160778772279,170.160778772685,170.160778772348,170.160778772399,170.160778772598
"Actitis macularius",206.548266969089,206.54826696908,206.5482669691,206.548266969138,206.548266969177,206.548266969142,206.548266969161,206.548266969087,206.548266969111,206.548266969111,206.548266969064,206.548266969073,206.548266969149,206.548266969095,206.548266969201,206.548266969142,206.54826696914,206.54826696912,206.548266969102,206.548266969073,206.548266969084,206.548266968084,206.548266968186,206.548266968205,206.548266968411,156.282662415385,156.282662415472,156.282662415439,156.282662415512,156.28266241535,156.282662415472,77.1522356182535,53.2433995988191,52.3376594322849,0,37.0643131451973,55.7276562062647,62.5372069520686,63.9363288455478,64.4172805689141,110.619318273973,110.619318273967,110.619318273922,110.619318273921,110.619318273934,110.619318273955,110.619318273955,110.619318273981,110.619318273943,110.619318273962,110.619318273986,110.619318273973,110.619318273976,110.619318274177,125.866747046112,125.866747046383,125.866747045997,170.160778772502,170.160778772355,170.160778772445,170.160778772527,170.160778772367,170.160778772634,170.160778772607,170.160778772666,170.160778772899,170.160778772545,170.160778772248,170.160778772692,170.160778772484,170.160778772941,170.160778772897,170.160778772877,170.160778772767,170.160778772856,170.160778772978,170.160778772798,170.160778772727,170.160778772466,170.160778772458,170.160778772469,170.160778772693,170.160778772804,170.16077877304,170.160778772676,170.160778772776,170.160778772848,170.160778772884,170.160778772684,170.160778772822,170.160778772713,170.160778772498,170.160778772186,170.160778772593,170.160778772256,170.160778772307,170.160778772506
"Phalaropus lobatus",206.54826696906,206.548266969051,206.548266969071,206.548266969109,206.548266969148,206.548266969112,206.548266969131,206.548266969058,206.548266969082,206.548266969081,206.548266969035,206.548266969044,206.54826696912,206.548266969066,206.548266969172,206.548266969113,206.548266969111,206.548266969091,206.548266969073,206.548266969044,206.548266969055,206.548266968055,206.548266968157,206.548266968176,206.548266968382,156.282662415355,156.282662415443,156.28266241541,156.282662415482,156.282662415321,156.282662415443,77.1522356182244,54.6502970608811,54.6502970609222,37.0643131451973,0,31.9345303566564,62.2464536449468,63.6916818517347,64.1983278846194,110.619318273944,110.619318273938,110.619318273893,110.619318273892,110.619318273905,110.619318273926,110.619318273926,110.619318273952,110.619318273914,110.619318273933,110.619318273957,110.619318273944,110.619318273947,110.619318274148,125.866747046083,125.866747046354,125.866747045968,170.160778772473,170.160778772326,170.160778772416,170.160778772498,170.160778772338,170.160778772605,170.160778772578,170.160778772637,170.16077877287,170.160778772516,170.160778772219,170.160778772663,170.160778772455,170.160778772912,170.160778772868,170.160778772848,170.160778772738,170.160778772827,170.160778772949,170.160778772769,170.160778772698,170.160778772437,170.160778772429,170.16077877244,170.160778772664,170.160778772775,170.160778773011,170.160778772647,170.160778772747,170.160778772819,170.160778772855,170.160778772655,170.160778772793,170.160778772683,170.160778772469,170.160778772157,170.160778772564,170.160778772227,170.160778772278,170.160778772477
"Phalaropus fulicarius",206.548266969215,206.548266969207,206.548266969227,206.548266969265,206.548266969304,206.548266969268,206.548266969287,206.548266969214,206.548266969238,206.548266969237,206.548266969191,206.5482669692,206.548266969276,206.548266969222,206.548266969328,206.548266969268,206.548266969267,206.548266969246,206.548266969229,206.5482669692,206.548266969211,206.548266968211,206.548266968313,206.548266968331,206.548266968538,156.282662415511,156.282662415599,156.282662415566,156.282662415638,156.282662415477,156.282662415598,77.1522356183801,55.7376302239005,55.7376302239417,55.7276562062647,31.9345303566564,0,62.2464536451026,63.6916818518905,64.1983278847752,110.619318274099,110.619318274094,110.619318274048,110.619318274048,110.619318274061,110.619318274081,110.619318274082,110.619318274108,110.61931827407,110.619318274089,110.619318274112,110.619318274099,110.619318274103,110.619318274304,125.866747046239,125.86674704651,125.866747046123,170.160778772629,170.160778772481,170.160778772572,170.160778772654,170.160778772494,170.160778772761,170.160778772733,170.160778772793,170.160778773026,170.160778772672,170.160778772375,170.160778772819,170.160778772611,170.160778773068,170.160778773024,170.160778773003,170.160778772894,170.160778772983,170.160778773105,170.160778772925,170.160778772854,170.160778772592,170.160778772584,170.160778772596,170.16077877282,170.16077877293,170.160778773167,170.160778772803,170.160778772903,170.160778772975,170.160778773011,170.160778772811,170.160778772949,170.160778772839,170.160778772625,170.160778772313,170.160778772719,170.160778772383,170.160778772433,170.160778772633
"Gallinago delicata",206.548266968911,206.548266968903,206.548266968923,206.548266968961,206.548266969,206.548266968964,206.548266968983,206.54826696891,206.548266968934,206.548266968933,206.548266968886,206.548266968896,206.548266968972,206.548266968918,206.548266969024,206.548266968964,206.548266968963,206.548266968942,206.548266968925,206.548266968896,206.548266968907,206.548266967907,206.548266968009,206.548266968027,206.548266968234,156.282662415207,156.282662415294,156.282662415262,156.282662415334,156.282662415173,156.282662415294,77.152235618076,62.5372069521196,62.5372069521606,62.5372069520686,62.2464536449468,62.2464536451026,0,57.5748278878575,64.1845854114387,110.619318273795,110.61931827379,110.619318273744,110.619318273744,110.619318273757,110.619318273777,110.619318273778,110.619318273804,110.619318273765,110.619318273785,110.619318273808,110.619318273795,110.619318273799,110.619318273999,125.866747045935,125.866747046206,125.866747045819,170.160778772325,170.160778772177,170.160778772268,170.16077877235,170.16077877219,170.160778772457,170.160778772429,170.160778772489,170.160778772722,170.160778772367,170.160778772071,170.160778772515,170.160778772307,170.160778772764,170.16077877272,170.160778772699,170.16077877259,170.160778772678,170.160778772801,170.160778772621,170.16077877255,170.160778772288,170.16077877228,170.160778772292,170.160778772516,170.160778772626,170.160778772863,170.160778772499,170.160778772599,170.160778772671,170.160778772707,170.160778772506,170.160778772645,170.160778772535,170.160778772321,170.160778772009,170.160778772415,170.160778772079,170.160778772129,170.160778772328
"Calidris minutilla",206.548266969451,206.548266969443,206.548266969463,206.548266969501,206.54826696954,206.548266969504,206.548266969523,206.54826696945,206.548266969474,206.548266969473,206.548266969427,206.548266969436,206.548266969512,206.548266969458,206.548266969564,206.548266969504,206.548266969503,206.548266969482,206.548266969465,206.548266969436,206.548266969447,206.548266968447,206.548266968549,206.548266968567,206.548266968774,156.282662415747,156.282662415835,156.282662415802,156.282662415874,156.282662415713,156.282662415835,77.1522356186161,63.9363288455988,63.9363288456399,63.9363288455478,63.6916818517347,63.6916818518905,57.5748278878575,0,32.0808336658383,110.619318274335,110.61931827433,110.619318274285,110.619318274284,110.619318274297,110.619318274317,110.619318274318,110.619318274344,110.619318274306,110.619318274325,110.619318274349,110.619318274335,110.619318274339,110.61931827454,125.866747046475,125.866747046746,125.866747046359,170.160778772865,170.160778772717,170.160778772808,170.16077877289,170.16077877273,170.160778772997,170.160778772969,170.160778773029,170.160778773262,170.160778772908,170.160778772611,170.160778773055,170.160778772847,170.160778773304,170.16077877326,170.16077877324,170.16077877313,170.160778773219,170.160778773341,170.160778773161,170.16077877309,170.160778772828,170.16077877282,170.160778772832,170.160778773056,170.160778773166,170.160778773403,170.160778773039,170.160778773139,170.160778773211,170.160778773247,170.160778773046,170.160778773185,170.160778773075,170.160778772861,170.160778772549,170.160778772956,170.160778772619,170.16077877267,170.160778772869
"Calidris melanotos",206.548266969377,206.548266969369,206.548266969389,206.548266969427,206.548266969466,206.548266969431,206.54826696945,206.548266969376,206.5482669694,206.5482669694,206.548266969353,206.548266969362,206.548266969438,206.548266969384,206.548266969491,206.548266969431,206.548266969429,206.548266969409,206.548266969392,206.548266969362,206.548266969373,206.548266968373,206.548266968475,206.548266968494,206.5482669687,156.282662415674,156.282662415761,156.282662415728,156.282662415801,156.282662415639,156.282662415761,77.1522356185425,64.4172805689651,64.4172805690061,64.4172805689141,64.1983278846194,64.1983278847752,64.1845854114387,32.0808336658383,0,110.619318274262,110.619318274256,110.619318274211,110.61931827421,110.619318274223,110.619318274244,110.619318274244,110.61931827427,110.619318274232,110.619318274251,110.619318274275,110.619318274262,110.619318274265,110.619318274466,125.866747046401,125.866747046672,125.866747046286,170.160778772792,170.160778772644,170.160778772734,170.160778772816,170.160778772656,170.160778772923,170.160778772896,170.160778772955,170.160778773188,170.160778772834,170.160778772538,170.160778772981,170.160778772773,170.16077877323,170.160778773187,170.160778773166,170.160778773056,170.160778773145,170.160778773267,170.160778773087,170.160778773016,170.160778772755,170.160778772747,170.160778772759,170.160778772982,170.160778773093,170.16077877333,170.160778772966,170.160778773065,170.160778773137,170.160778773173,170.160778772973,170.160778773111,170.160778773002,170.160778772788,170.160778772476,170.160778772882,170.160778772545,170.160778772596,170.160778772795
"Sterna paradisaea",206.548266969387,206.548266969379,206.548266969399,206.548266969437,206.548266969476,206.54826696944,206.548266969459,206.548266969386,206.54826696941,206.54826696941,206.548266969363,206.548266969372,206.548266969448,206.548266969394,206.548266969501,206.54826696944,206.548266969439,206.548266969418,206.548266969401,206.548266969372,206.548266969383,206.548266968383,206.548266968485,206.548266968504,206.54826696871,156.282662415684,156.282662415771,156.282662415738,156.28266241581,156.282662415649,156.282662415771,110.619318273822,110.619318274024,110.619318274065,110.619318273973,110.619318273944,110.619318274099,110.619318273795,110.619318274335,110.619318274262,0,4.72130730637314,19.7091537439143,19.8177043038396,24.4138524493199,34.2645316977489,34.6395741861173,39.1921747218633,39.1921747218249,39.1921747218444,39.1921747218678,39.1921747218547,39.1921747218583,39.1921747220589,125.866747046411,125.866747046682,125.866747046296,170.160778772802,170.160778772653,170.160778772744,170.160778772826,170.160778772666,170.160778772933,170.160778772905,170.160778772965,170.160778773198,170.160778772844,170.160778772547,170.160778772991,170.160778772783,170.16077877324,170.160778773197,170.160778773176,170.160778773066,170.160778773155,170.160778773277,170.160778773097,170.160778773026,170.160778772765,170.160778772756,170.160778772768,170.160778772992,170.160778773103,170.160778773339,170.160778772975,170.160778773075,170.160778773147,170.160778773183,170.160778772983,170.160778773121,170.160778773011,170.160778772797,170.160778772486,170.160778772891,170.160778772555,170.160778772606,170.160778772805
"Sterna hirundo.1",206.548266969382,206.548266969373,206.548266969393,206.548266969432,206.548266969471,206.548266969435,206.548266969454,206.54826696938,206.548266969404,206.548266969404,206.548266969357,206.548266969366,206.548266969443,206.548266969388,206.548266969495,206.548266969435,206.548266969434,206.548266969413,206.548266969396,206.548266969367,206.548266969378,206.548266968378,206.54826696848,206.548266968498,206.548266968705,156.282662415678,156.282662415765,156.282662415732,156.282662415805,156.282662415644,156.282662415765,110.619318273816,110.619318274018,110.619318274059,110.619318273967,110.619318273938,110.619318274094,110.61931827379,110.61931827433,110.619318274256,4.72130730637314,0,19.1907413616152,19.5824933605785,24.188401190412,34.2471314381474,34.6395741861117,39.1921747218578,39.1921747218194,39.1921747218389,39.1921747218623,39.1921747218492,39.1921747218527,39.1921747220534,125.866747046406,125.866747046676,125.86674704629,170.160778772796,170.160778772648,170.160778772738,170.160778772821,170.160778772661,170.160778772927,170.1607787729,170.16077877296,170.160778773192,170.160778772838,170.160778772542,170.160778772986,170.160778772778,170.160778773235,170.160778773191,170.16077877317,170.16077877306,170.160778773149,170.160778773271,170.160778773091,170.160778773021,170.160778772759,170.160778772751,170.160778772763,170.160778772987,170.160778773097,170.160778773334,170.16077877297,170.16077877307,170.160778773142,170.160778773178,170.160778772977,170.160778773116,170.160778773006,170.160778772792,170.16077877248,170.160778772886,170.16077877255,170.1607787726,170.160778772799
"Larus argentatus",206.548266969336,206.548266969328,206.548266969348,206.548266969386,206.548266969425,206.548266969389,206.548266969409,206.548266969335,206.548266969359,206.548266969359,206.548266969312,206.548266969321,206.548266969397,206.548266969343,206.548266969449,206.54826696939,206.548266969388,206.548266969367,206.548266969351,206.548266969321,206.548266969332,206.548266968332,206.548266968434,206.548266968453,206.548266968659,156.282662415633,156.28266241572,156.282662415687,156.282662415759,156.282662415598,156.28266241572,110.619318273771,110.619318273973,110.619318274014,110.619318273922,110.619318273893,110.619318274048,110.619318273744,110.619318274285,110.619318274211,19.7091537439143,19.1907413616152,0,1.76322100749779,6.98121435724873,17.1541771455531,22.9547144680306,39.1921747218124,39.192174721774,39.1921747217935,39.1921747218169,39.1921747218038,39.1921747218073,39.192174722008,125.86674704636,125.866747046631,125.866747046245,170.160778772751,170.160778772603,170.160778772693,170.160778772775,170.160778772615,170.160778772882,170.160778772855,170.160778772914,170.160778773147,170.160778772793,170.160778772497,170.16077877294,170.160778772732,170.160778773189,170.160778773145,170.160778773125,170.160778773015,170.160778773104,170.160778773226,170.160778773046,170.160778772975,170.160778772714,170.160778772705,170.160778772717,170.160778772941,170.160778773052,170.160778773288,170.160778772925,170.160778773024,170.160778773096,170.160778773132,170.160778772932,170.16077877307,170.16077877296,170.160778772747,170.160778772435,170.160778772841,170.160778772504,170.160778772555,170.160778772754
"Larus hyperboreus",206.548266969336,206.548266969328,206.548266969348,206.548266969386,206.548266969425,206.548266969389,206.548266969408,206.548266969335,206.548266969358,206.548266969358,206.548266969311,206.548266969321,206.548266969397,206.548266969343,206.548266969449,206.548266969389,206.548266969388,206.548266969367,206.54826696935,206.548266969321,206.548266969332,206.548266968332,206.548266968434,206.548266968452,206.548266968659,156.282662415632,156.282662415719,156.282662415687,156.282662415759,156.282662415598,156.282662415719,110.61931827377,110.619318273972,110.619318274013,110.619318273921,110.619318273892,110.619318274048,110.619318273744,110.619318274284,110.61931827421,19.8177043038396,19.5824933605785,1.76322100749779,0,6.79663765449619,17.1510053377998,22.9547144680301,39.1921747218119,39.1921747217735,39.192174721793,39.1921747218164,39.1921747218033,39.1921747218068,39.1921747220076,125.86674704636,125.866747046631,125.866747046244,170.16077877275,170.160778772602,170.160778772693,170.160778772775,170.160778772615,170.160778772881,170.160778772854,170.160778772914,170.160778773147,170.160778772792,170.160778772496,170.16077877294,170.160778772732,170.160778773189,170.160778773145,170.160778773124,170.160778773015,170.160778773103,170.160778773226,170.160778773045,170.160778772975,170.160778772713,170.160778772705,170.160778772717,170.160778772941,170.160778773051,170.160778773288,170.160778772924,170.160778773024,170.160778773096,170.160778773132,170.160778772931,170.16077877307,170.16077877296,170.160778772746,170.160778772434,170.16077877284,170.160778772504,170.160778772554,170.160778772753
"Larus marinus",206.548266969349,206.548266969341,206.548266969361,206.548266969399,206.548266969438,206.548266969402,206.548266969421,206.548266969348,206.548266969371,206.548266969371,206.548266969324,206.548266969334,206.54826696941,206.548266969356,206.548266969462,206.548266969402,206.548266969401,206.54826696938,206.548266969363,206.548266969334,206.548266969345,206.548266968345,206.548266968447,206.548266968465,206.548266968672,156.282662415645,156.282662415732,156.2826624157,156.282662415772,156.282662415611,156.282662415732,110.619318273783,110.619318273985,110.619318274026,110.619318273934,110.619318273905,110.619318274061,110.619318273757,110.619318274297,110.619318274223,24.4138524493199,24.188401190412,6.98121435724873,6.79663765449619,0,17.1168902077287,22.9547144680431,39.1921747218249,39.1921747217865,39.192174721806,39.1921747218295,39.1921747218163,39.1921747218198,39.1921747220206,125.866747046373,125.866747046644,125.866747046257,170.160778772763,170.160778772615,170.160778772706,170.160778772788,170.160778772628,170.160778772895,170.160778772867,170.160778772927,170.16077877316,170.160778772806,170.160778772509,170.160778772953,170.160778772745,170.160778773202,170.160778773158,170.160778773137,170.160778773028,170.160778773116,170.160778773239,170.160778773058,170.160778772988,170.160778772726,170.160778772718,170.16077877273,170.160778772954,170.160778773064,170.160778773301,170.160778772937,170.160778773037,170.160778773109,170.160778773145,170.160778772944,170.160778773082,170.160778772973,170.160778772759,170.160778772447,170.160778772853,170.160778772517,170.160778772568,170.160778772767
"Larus glaucoides",206.54826696937,206.548266969361,206.548266969381,206.548266969419,206.548266969458,206.548266969423,206.548266969441,206.548266969368,206.548266969392,206.548266969392,206.548266969345,206.548266969354,206.54826696943,206.548266969376,206.548266969483,206.548266969423,206.548266969421,206.548266969401,206.548266969383,206.548266969354,206.548266969365,206.548266968365,206.548266968467,206.548266968486,206.548266968692,156.282662415666,156.282662415753,156.28266241572,156.282662415793,156.282662415631,156.282662415753,110.619318273804,110.619318274006,110.619318274047,110.619318273955,110.619318273926,110.619318274081,110.619318273777,110.619318274317,110.619318274244,34.2645316977489,34.2471314381474,17.1541771455531,17.1510053377998,17.1168902077287,0,10.9050267971641,39.1921747218455,39.1921747218071,39.1921747218266,39.19217472185,39.1921747218369,39.1921747218404,39.1921747220411,125.866747046393,125.866747046664,125.866747046278,170.160778772784,170.160778772636,170.160778772726,170.160778772808,170.160778772648,170.160778772915,170.160778772888,170.160778772947,170.16077877318,170.160778772826,170.16077877253,170.160778772973,170.160778772765,170.160778773222,170.160778773178,170.160778773158,170.160778773048,170.160778773137,170.160778773259,170.160778773079,170.160778773008,170.160778772747,170.160778772739,170.16077877275,170.160778772974,170.160778773085,170.160778773322,170.160778772958,170.160778773057,170.160778773129,170.160778773165,170.160778772965,170.160778773103,170.160778772993,170.16077877278,170.160778772468,170.160778772874,170.160778772537,170.160778772588,170.160778772787
