"","Melanerpes formicivorus.1","Cinclus mexicanus.1","Falco sparverius.2","Mareca americana","Lampornis amethystinus.1","Hirundo rustica.4","Calothorax pulcher","Saucerottia beryllina","Thryomanes bewickii","Cypseloides niger.1","Coragyps atratus.1","Mniotilta varia","Dendrocygna autumnalis","Pheucticus melanocephalus","Spinus notatus.1","Setophaga nigrescens","Icterus wagleri","Melanotis caerulescens","Polioptila caerulea","Lampornis clemenciae","Spatula discors.1","Campylorhynchus jocosus","Peucaea mystacalis","Baeolophus wollweberi","Myadestes occidentalis.1","Selasphorus heloisa","Psaltriparus minimus.1","Catherpes mexicanus","Tyrannus vociferans","Bombycilla cedrorum","Streptoprocne rutila.1","Spizella passerina","Petrochelidon pyrrhonota.2","Pipilo ocai","Columbina passerina","Corvus corax.4","Accipiter cooperii","Empidonax difficilis","Oreothlypis superciliosa.1","Toxostoma curvirostre","Empidonax oberholseri","Phaeoptila sordida","Trogon elegans","Micrathene whitneyi","Lamprolaima rhami","Ptiliogonys cinereus.1","Melanerpes hypopolius","Anser anser","Quiscalus mexicanus.1","Contopus pertinax.1","Ramosomyia viridifrons","Anas crecca.3","Dryobates villosus.2","Setophaga occidentalis.1","Eremophila alpestris.2","Haemorhous mexicanus","Vireo huttoni.1","Columbina inca.1","Sarcoramphus papa.1","Dryobates scalaris.1","Spinus psaltria.1","Geococcyx velox.1","Aythya affinis.2","Amazona finschi","Melospiza lincolnii.1","Dryocopus lineatus.1","Dendrortyx macroura","Geothlypis tolmiei.1","Anas platyrhynchos.3","Poecile sclateri","Ara militaris","Cyrtonyx montezumae","Strix virgata.1","Trogon mexicanus.1","Cairina moschata.2","Leiothlypis ruficapilla.1","Mimus polyglottos","Glaucidium gnoma.2","Myiarchus nuttingi","Catharus aurantiirostris","Leiothlypis celata.1","Eupsittula canicularis.2","Myioborus pictus.1","Campephilus guatemalensis","Falco peregrinus.3","Empidonax affinis","Cardellina rubra","Cardellina rubrifrons","Buteo jamaicensis.2","Columba livia.3","Salpinctes obsoletus","Archilochus colubris","Catharus frantzii.1","Selasphorus rufus.1","Basileuterus rufifrons.1","Aimophila ruficeps","Catharus occidentalis","Sayornis saya","Buteo brachyurus.1","Myioborus miniatus.1","Cyanocitta stelleri.2","Asio stygius","Piranga rubra","Tyrannus crassirostris","Setophaga townsendi.2","Cathartes aura.1","Pooecetes gramineus","Tachycineta thalassina.1","Tyrannus verticalis","Megascops trichopsis.1","Basilinna leucotis.1","Lepidocolaptes leucogaster","Aeronautes saxatalis.1","Melozone albicollis","Leptotila verreauxi.1","Cardellina pusilla.2","Junco phaeonotus.1","Setophaga coronata.1","Buteo albonotatus","Anser cygnoides","Meleagris gallopavo.3","Gallus gallus.3","Turdus migratorius.2","Sayornis nigricans.1","Molothrus aeneus.1","Bubulcus ibis.1","Myiarchus tuberculifer.1","Henicorhina leucophrys.1","Bubo virginianus.3","Passer domesticus.1","Troglodytes aedon.1","Colibri thalassinus.1","Zenaida macroura.2","Colaptes auratus.3","Eugenes fulgens","Oxyura jamaicensis","Accipiter striatus.2","Mitrephanes phaeocercus.1","Vireo gilvus","Ortalis poliocephala","Zenaida asiatica.1","Sphyrapicus varius","Patagioenas fasciata.2","Vireo cassinii","Arremon brunneinucha","Caracara plancus","Antrostomus arizonae","Circus hudsonius.2","Stelgidopteryx serripennis.2","Vireo plumbeus","Pipilo maculatus.1","Aphelocoma woodhouseii"
"Molothrus aeneus.1",1.40547535941018,1.43778829662759,2.38523088822452,4.18323178976524,5.09339157206416,3.47315616995438,6.23382413484558,5.03058179116795,3.23064735303541,5.08567084534389,5.33350411950509,2.69859587797899,4.09125342966583,0.890981517362277,2.46877250683776,2.85696257665372,1.0582819033199,1.62816380687528,3.69261430694483,4.90363789315151,3.78980446589095,1.97348612748444,2.29064851283439,2.99854758289482,1.66355669251963,6.79813381618706,4.2296114793189,2.67336730584459,1.31410092269654,2.04807794464098,5.46193980566792,2.40984867599393,3.34073418255045,1.60624266107049,2.48796867790569,6.21044042399572,3.29094053072986,2.53104665127608,2.67876515823213,1.71786973653302,2.62571327791059,5.47733853971735,2.19932969979618,1.69355090981152,4.8887599616371,2.03616477029069,1.18143277841251,5.94805003096705,2.92425774570684,1.22630542063613,5.14496362319351,3.34464906531089,1.48527093941256,2.68427760119928,1.79286763521971,1.92115210221538,2.80488448754342,2.07803572664995,6.65532677834799,1.05063976809468,2.87218469015876,3.6136971248745,4.08602344849455,3.63315530860328,2.22748424423961,2.76931952592292,2.68413702893927,2.86122185572166,4.83315355071895,2.88063530507003,6.51649014535419,1.60051022747793,2.96514688107106,2.52181751096148,5.44010035483674,3.24061673123752,1.26705802863996,1.34149930142244,1.40990898212632,1.79469408897274,2.78453861385914,2.62294784833628,2.71131650368097,3.11246074082363,4.30058978000556,2.43712549686072,3.05112087876789,2.73777397988148,5.06747366523378,2.85397448198761,2.36407796707587,6.12532561243533,1.59702850437475,6.40413502495492,3.25620201596702,2.53423546639427,1.7242094055086,1.36149657930426,3.71810947940297,2.90226712182846,2.26425100690249,4.17996606381433,0.975664664321721,1.79676653305704,2.92080275068207,5.56747827438156,1.8278832453792,3.92453923359763,1.27413887728574,1.12716814934286,5.79621290450878,1.98294290546626,5.32213573361595,1.6233331126683,1.75620811673109,3.2752226580436,1.78885245764427,2.55913323795719,4.85815558212156,6.33068503024751,6.30310572612779,3.28037905459561,0.958820929092827,1.66942389981358,0,4.06938858856199,1.44794531540431,3.59900466535353,4.82337559158228,1.64058028007119,3.28907561441958,4.76881083369272,2.50922212255084,2.30148843805104,4.78626835575352,3.31740477084879,2.17220950531544,3.04779695743025,2.46944918334476,4.15902725760124,2.02168543450506,1.29062103009022,2.55551706615392,2.18827149398557,1.83430052387192,5.10160140702067,2.95167077702235,4.52456460123874,3.89444438641725,1.96316922649979,1.44302130585796,1.99981443028037
"Bubulcus ibis.1",3.18639829521283,4.7522712094231,3.89241238222628,2.53059459632062,7.47554465082347,6.44679246683157,8.94175529660829,7.65730059873983,6.82684784192681,7.6598179323548,2.49341190395804,6.39125702940354,1.6292527189476,4.32147595652606,6.25544775374445,6.70424220510372,4.20781407273632,4.01125190849098,7.42849957082227,7.02568098975625,2.68768304949453,5.1039830836227,6.06278995423052,6.95390611177339,5.24542623844561,9.71756253413685,8.16204060416123,5.84917992761766,3.80467597721054,5.66064615316211,8.26299011469519,6.3569990060648,6.48934270129782,5.0085147529917,6.09856507318446,3.01079384010748,2.91985498474308,6.32254291269805,6.47415198964186,3.25764329236448,6.42620007150637,7.94142384854448,4.40682713228512,5.32838751663938,7.41840653229112,5.73584189140257,3.87559619094191,2.96669385968539,1.93122887357648,4.37668501759284,7.55693421574728,2.830705155333,3.08034118614458,6.48711153228312,5.15212102274119,5.8804109424005,6.64154482863684,5.67820953365943,3.50004602122145,4.66780782821522,6.79783697296098,3.791372600403,2.71055467731624,2.96088550306708,6.18171010905484,2.09698457269709,3.7598436881181,6.62995131512237,2.35520993420841,6.7843396469843,4.26426032899593,4.6534283775916,2.50723696192274,4.42814455826623,2.37782989473613,7.05847403913997,4.24171505770725,5.2922567555802,5.1535239233328,5.4712203647048,6.65182566222789,4.24709078754187,6.54822580557774,1.84555584561499,2.98967623760705,6.23913194460437,6.92840660611659,6.6442209202292,2.7834123459056,3.77031388988448,5.79428500737314,8.83545962474384,5.18315031583332,9.09613293490913,7.06414015971044,6.36635748043632,5.13638958964756,4.80770136751958,2.52205834677363,6.75353912455714,2.93134782088091,2.43212437339456,4.52445474526081,3.35575186662229,6.66929718873362,2.97088984110798,5.83727110224076,7.01078659368334,4.09197379133293,4.0917390087253,8.47284848563491,3.50645931965496,8.11744864262536,5.26411769200305,4.46038569972453,7.09728773144145,5.78240198275724,6.3297271349638,2.82989332131088,2.9433620493913,3.69410238469274,2.74014886647221,3.69110576054165,5.32973870369226,4.06938858856199,0,4.98526159898487,6.95587529116468,2.5519034530166,5.61157902939636,6.84736692838714,7.24939374526538,4.86413142580006,2.27428586962327,6.75668671050557,2.7441507681827,3.65395172356524,6.80849764747384,6.27800583201676,3.4305989008893,3.70077055622329,3.64720486849666,3.21564694833055,5.99370572128069,5.16920352478111,2.47326255650063,5.06018885484724,2.96351590759178,7.06437344800985,5.80888848685384,5.08108354243554,3.08867639748444
"Myiarchus tuberculifer.1",2.14011045655165,1.72791446024497,3.38267872675479,5.14991032594383,4.76016142609317,3.45982848179935,5.77972429823236,4.6714133712727,2.36736891892489,5.30806824687864,6.17174212415347,2.14713360377136,5.02718764613916,1.55229769524416,2.077417240984,2.22431382780227,1.31193839207711,1.77100928461398,2.82952691790813,4.71191682802197,4.65982477541781,1.3403921125814,1.60761210962804,2.30194604064473,1.65714478009035,6.33354114694407,3.56220403909007,1.78229537356506,1.86989194291971,2.10574094051263,5.53391309102688,1.8498889743374,3.34113872010901,1.47405577649107,2.23070325006273,7.12434488951012,4.35878742644139,1.5711048449823,1.99256061525175,2.06618649408511,1.68955807093729,5.12494993701603,2.78353175481527,2.10075662230022,4.62952327854678,1.74450218987836,1.65222735685897,6.97756232977597,3.74866490907955,1.1800210018389,4.83674974574211,4.28850171419826,2.08420480444035,2.15433884279713,2.19281901425301,1.79551372511058,2.05778355872122,1.90604619022503,7.64702547906707,0.986180302553356,2.37755641660858,3.88413684168158,4.99330541596398,4.56423358851851,1.68935964358786,3.46397986053031,3.42107820502917,2.20145760055552,5.76903759594203,2.23777218759672,7.39839102324511,2.35719437778997,3.94345150499213,3.10294090157435,6.33325749407155,2.61863408704398,1.57779359456873,1.62560451865995,0.451232828453006,1.32943967370896,2.12137644219831,3.41690866061528,2.00474795961108,3.810675029803,5.38067152824211,1.59362500330988,2.28580064097526,2.07312577393621,6.10360374504883,3.79875495160297,1.65979929369811,5.70427187750432,1.28831003447823,5.97590959025473,2.34687470931007,1.72839926563802,1.4703911493603,1.06871412374337,4.75531459262046,2.01266886044071,2.78068745076987,5.24579245333619,1.29866044051349,2.31279554545798,2.36489073359702,6.48996425045567,1.65231869687983,3.95294960180176,1.77217159916111,2.19534931089671,5.41288995924622,2.32203660855861,5.49305882658585,1.37091900095171,2.2401038196033,2.51619204774637,1.4183575944387,2.03443054410461,5.89883354430802,7.28618624610514,7.21954479346525,4.17492557251566,1.93196799266801,0.808761651573363,1.44794531540431,4.98526159898487,0,2.85464517867068,5.86623506220781,1.46821823252536,2.43556345783463,4.41950809170397,2.99490069853945,2.96313592869046,4.60529197779303,4.06396566397151,3.1749290234606,2.23948169350078,1.84359139271534,4.83948426056597,2.79274350437159,1.93967315750897,3.48019910155119,1.75761320487394,1.39906872472862,6.09875926103477,3.2906512957264,5.5659459431884,3.82414947857354,1.65370241844306,1.24253746858207,2.46381849682981
"Henicorhina leucophrys.1",4.59567677062966,2.79184698592301,5.74107309296769,7.44282661595328,5.35781817489667,4.79386980227698,5.44872842167972,4.86752344575518,1.33473569586452,6.25042486342174,8.24971481021704,2.1663729060303,7.08361471245296,3.85687258273669,2.68256660994559,2.15065662102361,3.6080450711822,3.80376712984405,1.96132257540274,5.5370450483247,6.83430556890813,2.28627806750175,2.21793554596176,2.22810555063324,3.58901672280532,5.74921774238764,2.64513508883428,1.78096803562715,4.50593078823174,3.46286820678022,6.18064197959564,2.40753242244259,4.37238090296593,3.06175296959627,2.72904500428401,9.51274819220751,6.66448672271468,2.24260632615048,2.17245470985466,4.2063328293854,2.10333679380183,5.41101498608635,5.40584207628989,3.41586209298728,5.32978579536491,3.33536384821381,4.0588275458725,9.2264274479977,6.10900723918971,3.8155107015862,5.27091070461885,6.40605930675521,4.47728597673026,2.39333477526428,3.83263391196528,3.27073810071341,1.71821454552644,3.28989873730164,9.95834634040155,3.17609480628959,2.59736344101475,5.82351453103789,7.04147956049427,6.9673918280097,2.17408307114027,5.84144615070675,5.46599444486975,1.97038469358292,8.00979274110154,2.15942450979807,9.93231515060037,3.73376914318364,6.23919194891972,5.74233026266232,8.63470908856296,2.04707609070195,3.73323755131417,3.2465953157912,2.84742906720677,2.06457184095808,2.02324092448869,5.85146815254807,2.37532524392504,6.05260181737937,7.75593291532795,2.309973357608,1.98983000433415,2.35242197209969,8.42762085841351,5.80085924302993,1.82382454897046,5.52527093823885,2.59413082619688,5.89054531221279,1.63459819713871,1.69218493782767,2.74102844186511,3.30816682680776,7.08584870204513,2.11144246751135,5.01332656743481,7.63670651478979,3.72597658244191,4.93711225570186,2.38030855523757,8.81850342670524,2.7507675007013,4.81682582009863,4.31952658430859,4.17776251930752,5.66577076940787,4.41088967605329,6.31148378403437,2.87458548655628,3.93398494407406,1.96205537126415,2.60239683438554,2.4608071156832,8.27702804168512,9.47795586435959,9.41859559267387,6.3629471464142,4.20090432719327,2.89548348650653,3.59900466535353,6.95587529116468,2.85464517867068,0,8.17009338466967,2.94564102651636,0.882613628496256,4.79671631609557,4.72052806829947,5.30374505511597,5.4165757527185,6.24233029865708,5.41134134482465,2.77390720247027,2.19389002508529,6.90268962807119,4.92418943275583,4.2862518861119,5.78259073928286,2.50184760271228,2.70495510495758,8.36852793680648,5.23155462012765,7.9144704396401,4.55236739552691,2.7307086182218,3.04514133071928,4.7282188878547
"Bubo virginianus.3",4.03885994184799,5.84437950636158,3.64675054211235,2.60305924333902,8.70806025751052,6.87073187959225,10.3026138614981,8.95913804743634,7.92846049443195,7.86662707771267,1.85879532498498,7.37774295176842,2.37052327148651,4.84038235092058,7.12216255861242,7.53844460385251,5.07741948403384,4.87241244148678,8.38797331731263,8.27596267423433,3.46409337272377,6.33585961959358,6.73688125006481,7.61768433280285,5.68284441882689,10.9711735266192,8.86452558495795,7.15771324787949,4.37783604440611,6.21997234749047,8.52271035516711,7.08262059563448,7.00079715640265,5.58847589726942,6.91464872287571,2.03424288719741,2.03659732945912,7.15395287702517,7.39710496612973,4.4332662685045,7.24039931089955,9.23263256846434,4.32739571274266,5.86795973883871,8.48260322820535,6.17369810806608,4.74026172184787,1.82171617125464,2.66120187465613,5.11870490023627,8.84479745612776,3.62061378131412,4.17480202676652,7.33556384569204,5.7391794702001,6.31415952830376,7.48859091695966,6.23401461398329,2.03078158864775,5.5294031778034,7.52437832151243,4.1545771589618,3.33707577433718,2.70027936519585,6.96228042071941,2.90575150087959,3.37966105547693,7.55814989158324,2.60625090445734,7.51866363537843,2.80970369695199,5.11881054844645,2.13867339438189,4.17337588623003,1.59609851763421,7.96522758176478,4.92979553442998,5.73547568412891,5.91114406771748,6.37572089883957,7.51672838988328,4.23208750711906,7.27128415026841,2.86196198548304,1.93714550862437,7.06283905527705,7.70513475974106,7.37314496562653,0.574789446313452,4.00525003275506,6.97581472255067,10.1246365717496,6.00432449084855,10.3281620620755,7.88173248199399,7.18459047084209,6.03782658233835,5.60529957748801,1.35589732656122,7.50619384424389,3.559951833868,1.36610294345928,5.18022333375259,3.99268471188575,7.55735764813564,1.28567395625229,6.41498281504697,7.46637900385234,4.67942891568096,4.46460054874573,9.60471958076536,4.86864951852838,8.23567386801712,5.8353093732635,5.02538934454808,7.97015739415259,6.41720657539932,7.13673016146001,1.00141366235401,2.46283542188358,1.9999454660225,2.30048757428706,4.32691217018635,6.08772021670281,4.82337559158228,2.5519034530166,5.86623506220781,8.17009338466967,0,6.23017476535341,7.99314156219837,8.59028344803259,5.32223449777191,3.42470483795273,8.13273019432816,3.39798006852277,3.4491942957894,7.51230305826146,7.13263156930224,2.74448608672309,4.28894476787522,4.61067564601239,3.31567700253018,6.81602885176718,5.90759605052838,0.733278827364786,5.41911576659663,1.7027728226205,7.57831067832955,6.561156257825,5.63702859780458,3.8701485165242
"Passer domesticus.1",2.68029447876903,1.75475394821116,3.21777213518258,5.3409035138949,4.53893411275274,2.80506202047983,5.45037977530683,4.33850262800382,2.49318076208313,4.43266822781463,6.84606862536012,1.76018319440083,5.4303770022362,1.58317840622451,1.15175504275613,1.67576933447191,2.08956005806812,2.80338973683403,2.5939283689875,4.55902514051778,4.84248759490791,2.26741621125816,1.82599869836554,1.78849084193424,1.56067325870987,5.81124726754132,2.95250652248074,2.510161518866,2.25076400778788,1.30144988017486,4.58025499146779,1.15725223737669,2.49781806348558,2.0386989740678,1.8725309408271,7.6353123987301,4.61127456837794,1.41710618920393,1.61833343074003,3.10938035184305,1.59718731205025,4.82735155918112,2.79630273307957,1.11604378193303,4.31640132839819,1.5713037559909,2.21463292793867,7.28348240619648,4.46821055344865,1.71827792415361,4.53405989409687,4.35683874140685,2.80984406102299,1.58834652803376,1.60763479633727,0.582872455088511,1.74691558220211,1.72227195215409,8.0810566477851,1.18478865443821,1.36318383030737,4.90666184326676,5.13297114281173,4.78148156945266,1.10671500717065,4.22513174861,3.81875420996104,1.87024218271837,6.06905680618768,1.82165656700791,7.79221078231758,1.83993678983542,4.41871788571664,3.13164672949443,6.84405299645677,2.04943559885361,2.27103200701835,0.784567274391867,1.27613194647077,1.54161545825972,1.54473790885419,3.22067559879018,1.67252767322922,4.56760887630844,5.46190446915277,1.40577808334669,1.97279889688286,1.59901205217778,6.45503069151194,3.78261725759265,2.0667275656709,5.28655360586281,1.66112596702771,5.58666099900407,2.30710987722944,1.74780342603894,1.83838362417241,1.5305458951191,5.09691765583106,1.83773398216173,3.68133446177325,5.53852950649321,1.27872043076513,2.8674846912986,1.82937714916853,6.99827803662084,0.641425371444516,3.05456245104535,1.9988219548459,2.13933297131188,4.97678457641124,3.15905865207382,4.55045138461565,1.74978029224472,2.5390893191167,2.10239354832747,0.881784083768796,1.5801859248349,6.20016150231855,7.70521304297305,7.73095740961154,4.68964913521278,2.24772006700401,1.29100556456076,1.64058028007119,5.61157902939636,1.46821823252536,2.94564102651636,6.23017476535341,0,2.51142079885027,4.2681306125038,3.01331451263349,3.77072638680498,4.52759573626107,4.36479839401153,3.25817860136696,1.86913918788045,1.41980131714873,5.53776506792076,3.07227180255873,2.28888761326606,3.74905409723345,1.11969257708826,2.12682254755818,6.57039087601529,3.20005273904921,5.80908326711584,2.98288695365837,0.951527852898025,1.72353915904122,3.42031509908299
"Troglodytes aedon.1",4.286845616485,2.45099247065133,5.33809308676529,7.20555308861711,4.77841738824595,4.1656465119341,4.94755429126991,4.3281070219869,0.518082079854862,5.69551847011441,8.18085058370301,1.48193113943105,7.02144098088201,3.58633841141998,2.1789994937143,1.48930167130924,3.16142613303119,3.50138363508653,1.2195950662576,4.95696877502578,6.61827378394317,1.98294105410205,1.89112688366983,1.66385272651202,3.03112689019807,5.28253137398133,2.101650169943,1.36028490048066,4.09348530957416,2.93566716492775,5.65520758936307,1.79023593310862,3.81867756578056,2.84986892313005,2.11348259052591,9.32476542520414,6.38516738898656,1.58730354674652,1.42588029145182,3.95980174976147,1.4393341611479,4.87238514374509,4.90570363444849,3.06963338400904,4.71650179492025,2.74264896466792,3.63578924802122,9.07565008130018,5.85003501328191,3.3695862986371,4.76180554867884,6.16873617887203,4.20982815838015,1.6999832828801,3.29771034741655,2.80618179621497,1.13765157661709,2.69001187710508,9.80147730303717,2.81740728249248,2.11853355326081,5.6763990094648,6.90577239358998,6.76116295592161,1.59117757071489,5.636064003351,5.35190515870134,1.23090794084555,7.84057422131103,1.52288082676591,9.68409537976436,3.63396737720144,6.03876217840183,5.23961354217153,8.48451139369682,1.38882474579993,3.31690422585036,2.91081140512328,2.39648455042801,1.70866316595229,1.38922447283122,5.47443539130464,1.70939644974872,5.92198558644163,7.47323760709841,1.63556044466299,1.3278798735804,1.66949798359994,8.22467159859317,5.39974360347245,1.24633860343887,5.03929511215564,2.17761917098369,5.36407097643595,1.1494186461669,1.23688617331035,2.26207077335944,2.79175649827006,6.85354099224155,1.4369596158014,4.85537416124877,7.3639234526267,3.3439279145186,4.63412633310093,1.67720456022218,8.62612921392765,2.29366617399393,4.24726057128935,3.87209323712387,3.88620791471832,5.10146514526179,4.00772933127345,5.73975700604527,2.6286793830842,3.54184897773718,1.27061131339972,2.09355406281118,1.79057533651495,8.02245779342451,9.35668316021767,9.26142689988507,6.14387260535349,3.83198038846531,2.3496190047592,3.28907561441958,6.84736692838714,2.43556345783463,0.882613628496256,7.99314156219837,2.51142079885027,0,4.2126611530843,4.17276169053228,5.06225576129931,4.88360895554552,6.08406247396071,5.08072777108575,2.06639559618281,1.55433273487724,6.75053378358538,4.48129111764489,3.90324177809827,5.40382513273777,1.92333940332951,2.55641161599798,8.21234185702375,4.65906639049169,7.61726007666786,3.97563924240723,2.15801705697091,2.73615503009994,4.52529256969749
"Colibri thalassinus.1",4.96917786431634,4.01047511979258,5.72818987847701,6.82417296528046,0.843523153268558,3.53996227288794,1.85022379416266,0.806008720488818,4.03479560713651,4.45970139964183,9.14019044372288,3.4307417288774,7.4719803067185,5.12263343723615,3.48585503951348,3.90346424295835,4.49323424628531,5.32220259334812,3.92274517663782,1.04944973007739,6.11645475856444,4.33434394478228,5.10809700196931,4.55244867211883,4.46436571296843,2.72100615542255,4.6721517709453,3.97076290957311,4.70978272316003,3.88364797987237,4.6489828651648,3.97516582117554,3.56191579560074,5.53783009005644,3.65607074092931,9.39586451967786,7.19575046683906,3.89837935586224,3.53871446385251,5.29768563821451,4.12003605204932,1.02096332756186,5.15056265829392,4.46637512741483,1.22984570357857,4.42369236598798,4.36661558730843,9.11494928518539,6.52485290996919,4.27611241263002,1.15507073942603,5.6556343931716,5.00191101508761,3.61939922066368,3.94877554448151,4.54741568492461,4.2973774105999,4.10211818749326,10.0490730289659,4.22394874385165,4.01451016901613,7.43434111728299,6.6686411166547,7.03750551336032,4.11315064002045,6.36730514735386,7.29400354963405,3.81120156243651,7.55125732403465,4.32543037998762,9.68242742579532,5.39119964582898,7.10795212265919,5.41127138897837,8.71784789709402,3.76387799067411,4.95424331837293,4.79616999613213,4.47483670206681,4.57076398321728,3.91377181080112,5.45599398068197,4.16196528804568,6.73209665957577,7.3890946541111,3.83092087064908,4.37029278550331,4.10459313384581,8.75144691324855,5.26125544763274,3.77802477455131,1.85414656400662,4.65476011951156,2.00427048597149,4.8119608785111,4.6397388347337,4.31683748242753,4.09356024687875,7.572476677921,4.33964855282681,6.45143928800419,7.48327052416168,4.49908816598716,5.30022384818892,3.53896161779518,9.10008703577016,4.44138213928028,3.65016411792585,4.43546725010892,5.26139370849421,1.59405727859072,4.31306508701342,4.75047237879622,5.37813541915521,4.9565452424452,4.02097328191053,4.44304896342698,3.78114587148203,8.33043391492851,9.2993271149752,10.0344252602068,7.29275019140399,4.91032824861299,4.13181052569133,4.76881083369272,7.24939374526538,4.41950809170397,4.79671631609557,8.59028344803259,4.2681306125038,4.2126611530843,0,4.39295382596155,5.71583058437532,1.21742571229511,6.24893387111114,6.17932360154755,3.78768986915145,3.79703323944075,8.32660027324991,4.75503338116439,4.26432867033282,5.67793896654475,3.73857512521434,5.462613956828,8.89801849728585,4.20396613813906,7.86408688509083,3.55383323598795,3.82250804234714,5.29424707475604,6.08072440058205
"Zenaida macroura.2",2.66178384743774,2.34444037698456,2.54359126809591,4.60464176151318,4.71211139849593,2.50681726976356,5.96803191140643,4.85272593176189,3.91090879595242,3.83909885960371,5.98203154054194,3.10615303159304,5.19253308833467,3.12419499279779,3.45572295837388,3.38608640917821,2.13940693617365,2.75773647882342,4.0416450449587,4.47041775779422,4.58686574321294,3.30194610807208,3.58334199689531,3.69295755017745,1.7598222451554,6.48227422549982,4.53236255514151,3.66757585415928,2.33373994103828,2.1719044797247,4.42107066514431,3.10839621500613,2.74551017863415,3.31455948926363,2.32013619478758,6.73815076694913,3.5480518931561,3.2517024038864,3.20743718507083,3.07385443593328,3.28805829039616,5.19671948564004,2.52636277729455,2.62079183458248,4.27570429217467,2.05346909414863,2.02055893662359,6.36396024940184,3.76928851824019,2.38700829239199,5.05744908197618,4.06472834650813,3.03821699259948,3.05792115158055,1.78238799576168,3.12757878893803,3.5634733005183,1.77424178112208,7.10975540683425,2.72904161195192,3.82900275119834,4.69055441928876,4.97437817586385,4.84340386787216,3.15069292401523,3.83333519202303,4.00026307966287,3.35568898082801,5.56437379503846,3.40991005169992,7.09754331689756,3.14107237281172,3.76258031531201,2.62620425549245,5.97430245900834,3.70407865454236,2.02125328566735,2.85703042063332,2.87293306532984,2.98170991564708,3.52996587325862,3.66189510783658,3.09614977596662,4.40792063991827,4.43963517415426,3.01966866470477,3.6342211407068,3.24840145199664,5.39880936136309,1.75839140982868,3.12990257309854,5.93288273544704,2.57159377723152,6.05317082803498,4.18004885448893,3.6454229197756,2.26385636164716,2.05851659465363,4.07847804354229,3.49341260805495,3.7084297483312,4.34660353756978,2.85575712774873,3.32641799548599,3.20477144871474,5.77765710583629,2.89149893527235,3.13525241194017,2.11335268196528,2.21260375031203,5.43235733831012,2.64396737651524,4.04483246973276,3.33771267397822,1.38183767617552,3.7638057339784,2.82905519971965,2.83239680598449,4.99649647581887,6.81945256081414,6.52373845868552,3.63540167571616,1.91922094123758,2.50579968540199,2.50922212255084,4.86413142580006,2.99490069853945,4.72052806829947,5.32223449777191,3.01331451263349,4.17276169053228,4.39295382596155,0,3.3474175809875,4.5800250037754,4.4290169869234,2.54522588363213,3.16654579438547,3.02289624748629,4.6988116311874,1.2273078174249,2.35238462320705,2.10046194406477,2.82810513162265,3.57401927276144,5.68429692887833,1.33005227518244,4.47224947594868,3.06065966705674,2.62483295809349,3.08482750995486,3.4843617746522
"Colaptes auratus.3",1.23036521192587,3.18461980305508,2.80010038800301,2.918701370812,5.95252310583752,4.85405679305863,7.41244714711204,6.14032189798613,4.9771234571808,6.41361968163831,3.56258895155751,4.60820002621424,2.59030561903384,2.52829160013274,4.4565952924592,4.89314678420271,2.23154947298258,2.11525823339475,5.56551518836471,5.5900258528826,2.71408256761205,3.24389019823387,4.14747134349339,5.05011147261199,3.38022509227533,8.18817108494464,6.32095016171556,4.00778190235118,1.87398602643601,3.94187460448518,6.95394103419609,4.49322126261422,4.92331322836983,3.17536907181387,4.30291400034527,4.37179377543641,2.6369634239994,4.38117599126285,4.61946016405572,1.34275996041311,4.4991222397457,6.45286394700381,2.65331098296028,3.72604287416766,5.82107089727718,3.80852481662502,1.8762975731465,4.39041019823738,1.22946732914216,2.3545452773285,6.07251590007359,2.56009556359593,1.05902600303032,4.68325284032109,3.54340227414852,4.03323988009026,4.81081986296435,3.79402264698446,4.93788235875194,2.75293063468487,4.96091051353752,2.7023839107424,3.0428066496611,2.56908864154344,4.34228975423741,0.730235974347333,2.67815431007344,4.83281921171673,3.29556475516667,4.91036170343316,4.90063565555611,3.26600775478841,1.93303186976808,2.78789730003266,3.5913479403319,5.26338928900592,2.41549269215905,3.47738870841771,3.1110761426797,3.71465971468293,4.83240235386938,2.8592528097127,4.66550733170684,1.17509022480682,3.3194692202076,4.30184405880954,5.05486232391331,4.76660011142546,3.69705023572556,2.87552689271805,3.97560920374573,7.30929511079316,3.4201423352749,7.52655237175886,5.16733991791406,4.46922380885156,3.41588659848303,2.88070910184467,2.61693621467106,4.82667423522196,1.41839734518132,2.86734929239269,2.64693908648723,1.44985858759675,4.89162374517319,3.88779770372773,4.0271773453299,5.50956632111419,2.19996034776477,2.54108674419153,6.90663300597582,1.70137220858311,6.78242871137494,3.39075970200566,2.82078770132988,5.26716726619201,3.92440652279922,4.52414775460028,3.56688514748869,4.57670340572035,4.78769068584648,2.34731271569693,2.02792055676703,3.32758552440572,2.30148843805104,2.27428586962327,2.96313592869046,5.30374505511597,3.42470483795273,3.77072638680498,5.06225576129931,5.71583058437532,3.3474175809875,0,5.39563552974282,2.31299753449314,2.58808942920682,4.86700665233605,4.44688434088834,3.12389795991308,2.2159065291627,1.83532549862559,2.06407946515282,4.21344907519885,3.32338349324504,3.54269170842575,3.62880615295363,3.49164587176604,5.50827675276723,4.01533535346367,3.19764787022677,1.37508246879386
