"","Oxyura jamaicensis","Cairina moschata.2","Aythya affinis.2","Anas platyrhynchos.3","Anas crecca.3","Mareca americana","Spatula discors.1","Anser anser","Anser cygnoides","Dendrocygna autumnalis","Ortalis poliocephala","Cyrtonyx montezumae","Dendrortyx macroura","Meleagris gallopavo.3","Gallus gallus.3","Accipiter cooperii","Circus hudsonius.2","Accipiter striatus.2","Buteo jamaicensis.2","Buteo albonotatus","Buteo brachyurus.1","Micrathene whitneyi","Glaucidium gnoma.2","Strix virgata.1","Bubo virginianus.3","Megascops trichopsis.1","Asio stygius","Trogon elegans","Trogon mexicanus.1","Campephilus guatemalensis","Dryocopus lineatus.1","Colaptes auratus.3","Sphyrapicus varius","Melanerpes formicivorus.1","Melanerpes hypopolius","Dryobates scalaris.1","Dryobates villosus.2","Antrostomus arizonae","Coragyps atratus.1","Cathartes aura.1","Sarcoramphus papa.1","Calothorax pulcher","Colibri thalassinus.1","Phaeoptila sordida","Basilinna leucotis.1","Ramosomyia viridifrons","Saucerottia beryllina","Lampornis clemenciae","Lampornis amethystinus.1","Lamprolaima rhami","Eugenes fulgens","Archilochus colubris","Selasphorus rufus.1","Selasphorus heloisa","Cypseloides niger.1","Streptoprocne rutila.1","Aeronautes saxatalis.1","Sayornis saya","Sayornis nigricans.1","Mitrephanes phaeocercus.1","Empidonax affinis","Empidonax oberholseri","Empidonax difficilis","Contopus pertinax.1","Tyrannus vociferans","Tyrannus verticalis","Tyrannus crassirostris","Myiarchus tuberculifer.1","Myiarchus nuttingi","Lepidocolaptes leucogaster","Vireo gilvus","Vireo plumbeus","Vireo cassinii","Vireo huttoni.1","Cyanocitta stelleri.2","Aphelocoma woodhouseii","Corvus corax.4","Eremophila alpestris.2","Tachycineta thalassina.1","Stelgidopteryx serripennis.2","Hirundo rustica.4","Petrochelidon pyrrhonota.2","Psaltriparus minimus.1","Poecile sclateri","Baeolophus wollweberi","Cinclus mexicanus.1","Catharus occidentalis","Catharus frantzii.1","Catharus aurantiirostris","Turdus migratorius.2","Myadestes occidentalis.1","Toxostoma curvirostre","Mimus polyglottos","Melanotis caerulescens","Troglodytes aedon.1","Henicorhina leucophrys.1","Thryomanes bewickii","Campylorhynchus jocosus","Salpinctes obsoletus","Catherpes mexicanus","Polioptila caerulea","Ptiliogonys cinereus.1","Bombycilla cedrorum","Spinus psaltria.1","Spinus notatus.1","Haemorhous mexicanus","Quiscalus mexicanus.1","Molothrus aeneus.1","Icterus wagleri","Melozone albicollis","Aimophila ruficeps","Pipilo ocai","Pipilo maculatus.1","Pooecetes gramineus","Melospiza lincolnii.1","Junco phaeonotus.1","Arremon brunneinucha","Spizella passerina","Peucaea mystacalis","Geothlypis tolmiei.1","Mniotilta varia","Leiothlypis celata.1","Leiothlypis ruficapilla.1","Oreothlypis superciliosa.1","Setophaga nigrescens","Setophaga occidentalis.1","Setophaga townsendi.2","Setophaga coronata.1","Myioborus pictus.1","Myioborus miniatus.1","Cardellina pusilla.2","Cardellina rubrifrons","Cardellina rubra","Basileuterus rufifrons.1","Piranga rubra","Pheucticus melanocephalus","Passer domesticus.1","Eupsittula canicularis.2","Ara militaris","Amazona finschi","Falco sparverius.2","Falco peregrinus.3","Caracara plancus","Geococcyx velox.1","Bubulcus ibis.1","Leptotila verreauxi.1","Zenaida macroura.2","Zenaida asiatica.1","Patagioenas fasciata.2","Columba livia.3","Columbina passerina","Columbina inca.1"
"Tyrannus verticalis",208.720510919639,208.720510919482,208.720510919476,208.72051091952,208.720510919469,208.72051091954,208.7205109195,208.720510919559,208.720510919533,208.720510919641,208.720510920012,208.72051092026,208.720510920628,208.720510920526,208.720510920533,166.628937704148,166.628937704,166.628937704314,166.628937704432,166.628937704316,166.62893770408,166.628937704064,166.628937704161,166.628937703981,166.628937703818,166.628937703945,166.628937703893,166.628937703871,166.628937703853,166.628937703902,166.62893770415,166.628937703647,166.628937703687,166.628937703519,166.628937703582,166.628937703355,166.628937703442,166.628937703639,166.628937703728,166.62893770378,166.628937703744,166.628937703573,166.628937703586,166.628937703564,166.628937703519,166.628937703564,166.628937703391,166.628937703571,166.628937703539,166.62893770359,166.628937703633,166.628937703558,166.628937703597,166.628937703578,166.628937703467,166.628937703746,166.628937704066,99.5115086370907,99.51150863718,99.5115086371146,39.8241355899255,39.5653570590767,33.5025248787819,28.0505090155146,23.2596695352513,0,16.0792269886153,22.7688180617041,26.626759323051,67.4856270119321,81.8948085057876,84.0169149735423,121.690212697301,135.121558310997,135.121558310772,137.170710661452,138.155789924596,138.155789925042,138.155789924859,138.155789924766,138.155789924819,138.155789924812,138.155789924543,138.15578992455,138.155789924436,138.155789924491,138.155789924543,138.155789924568,138.155789924628,138.155789924533,138.155789924317,138.155789924419,138.155789924534,138.155789924494,138.155789925007,138.155789925016,138.155789924866,138.155789924574,138.155789924826,138.15578992475,138.155789924614,138.155789924398,138.15578992446,138.155789924794,138.155789923906,138.155789924456,138.15578992403,138.155789924254,138.155789924295,138.155789924215,138.155789924015,138.155789924027,138.155789924,138.15578992401,138.155789923961,138.155789924056,138.155789924017,138.155789924061,138.155789924003,138.155789924274,138.155789924352,138.155789924336,138.155789924325,138.155789924593,138.155789924509,138.155789924552,138.155789924443,138.155789924577,138.155789924542,138.155789924474,138.155789924488,138.155789924593,138.155789924565,138.155789924505,138.155789924627,138.155789924594,138.155789924824,148.358040708153,148.358040707942,148.358040707786,161.150550130051,161.15055012977,161.150550129625,169.53411089345,170.172067396706,175.593906066083,175.593906066262,175.593906065837,175.593906065886,175.593906065752,175.59390606582,175.593906065841
"Tyrannus crassirostris",208.720510919501,208.720510919344,208.720510919337,208.720510919382,208.720510919331,208.720510919402,208.720510919362,208.720510919421,208.720510919395,208.720510919503,208.720510919874,208.720510920122,208.72051092049,208.720510920387,208.720510920395,166.62893770401,166.628937703862,166.628937704176,166.628937704294,166.628937704178,166.628937703941,166.628937703926,166.628937704023,166.628937703843,166.62893770368,166.628937703806,166.628937703755,166.628937703733,166.628937703715,166.628937703764,166.628937704012,166.628937703508,166.628937703549,166.62893770338,166.628937703444,166.628937703217,166.628937703304,166.628937703501,166.62893770359,166.628937703641,166.628937703606,166.628937703435,166.628937703447,166.628937703425,166.62893770338,166.628937703426,166.628937703253,166.628937703433,166.6289377034,166.628937703452,166.628937703494,166.62893770342,166.628937703459,166.62893770344,166.628937703329,166.628937703608,166.628937703927,99.5115086369524,99.5115086370419,99.5115086369765,40.5710911391465,40.3260698998129,34.2659588192077,29.4149111807477,26.982601539813,16.0792269886153,0,17.4146552636236,24.63902378661,66.5844395430244,80.9936210368798,83.1422179595793,121.690212697163,135.121558310859,135.121558310634,137.170710661314,138.155789924458,138.155789924904,138.155789924721,138.155789924628,138.15578992468,138.155789924674,138.155789924404,138.155789924412,138.155789924298,138.155789924353,138.155789924405,138.155789924429,138.15578992449,138.155789924395,138.155789924179,138.155789924281,138.155789924396,138.155789924355,138.155789924869,138.155789924878,138.155789924728,138.155789924435,138.155789924688,138.155789924611,138.155789924476,138.15578992426,138.155789924322,138.155789924655,138.155789923768,138.155789924318,138.155789923891,138.155789924116,138.155789924157,138.155789924077,138.155789923877,138.155789923889,138.155789923862,138.155789923872,138.155789923823,138.155789923918,138.155789923879,138.155789923922,138.155789923865,138.155789924135,138.155789924214,138.155789924197,138.155789924187,138.155789924455,138.155789924371,138.155789924414,138.155789924305,138.155789924439,138.155789924404,138.155789924336,138.15578992435,138.155789924455,138.155789924427,138.155789924367,138.155789924489,138.155789924455,138.155789924686,148.358040708015,148.358040707804,148.358040707647,161.150550129912,161.150550129632,161.150550129487,169.534110893312,170.172067396568,175.593906065945,175.593906066123,175.593906065699,175.593906065748,175.593906065614,175.593906065682,175.593906065703
"Myiarchus tuberculifer.1",208.720510919498,208.720510919341,208.720510919334,208.720510919379,208.720510919328,208.720510919398,208.720510919359,208.720510919418,208.720510919391,208.7205109195,208.720510919871,208.720510920119,208.720510920487,208.720510920384,208.720510920392,166.628937704006,166.628937703859,166.628937704173,166.628937704291,166.628937704175,166.628937703938,166.628937703923,166.62893770402,166.62893770384,166.628937703677,166.628937703803,166.628937703752,166.62893770373,166.628937703712,166.628937703761,166.628937704009,166.628937703505,166.628937703545,166.628937703377,166.628937703441,166.628937703213,166.628937703301,166.628937703498,166.628937703587,166.628937703638,166.628937703603,166.628937703432,166.628937703444,166.628937703423,166.628937703378,166.628937703423,166.62893770325,166.62893770343,166.628937703397,166.628937703449,166.628937703491,166.628937703417,166.628937703456,166.628937703437,166.628937703326,166.628937703605,166.628937703924,99.5115086369494,99.5115086370388,99.5115086369734,41.7837364149504,41.7837364149776,35.7524341262195,30.9044033671124,29.8536449911209,22.7688180617041,17.4146552636236,0,18.8716902932336,64.5163540619979,80.012437624367,82.1646549502617,121.69021269716,135.121558310856,135.121558310631,137.170710661311,138.155789924455,138.155789924901,138.155789924717,138.155789924625,138.155789924677,138.155789924671,138.155789924401,138.155789924409,138.155789924295,138.15578992435,138.155789924402,138.155789924427,138.155789924487,138.155789924392,138.155789924176,138.155789924278,138.155789924393,138.155789924352,138.155789924866,138.155789924875,138.155789924725,138.155789924432,138.155789924685,138.155789924608,138.155789924472,138.155789924257,138.155789924318,138.155789924652,138.155789923765,138.155789924315,138.155789923888,138.155789924113,138.155789924154,138.155789924074,138.155789923874,138.155789923886,138.155789923859,138.155789923869,138.15578992382,138.155789923915,138.155789923876,138.155789923919,138.155789923862,138.155789924132,138.155789924211,138.155789924194,138.155789924184,138.155789924452,138.155789924367,138.155789924411,138.155789924302,138.155789924436,138.155789924401,138.155789924333,138.155789924347,138.155789924452,138.155789924424,138.155789924364,138.155789924486,138.155789924452,138.155789924683,148.358040708012,148.358040707801,148.358040707644,161.150550129909,161.150550129629,161.150550129484,169.534110893309,170.172067396565,175.593906065942,175.59390606612,175.593906065695,175.593906065745,175.593906065611,175.593906065679,175.593906065699
"Myiarchus nuttingi",208.720510919524,208.720510919367,208.720510919361,208.720510919405,208.720510919355,208.720510919425,208.720510919385,208.720510919444,208.720510919418,208.720510919526,208.720510919898,208.720510920146,208.720510920513,208.720510920411,208.720510920418,166.628937704033,166.628937703885,166.628937704199,166.628937704317,166.628937704201,166.628937703965,166.628937703949,166.628937704046,166.628937703866,166.628937703704,166.62893770383,166.628937703778,166.628937703756,166.628937703739,166.628937703787,166.628937704035,166.628937703532,166.628937703572,166.628937703404,166.628937703467,166.62893770324,166.628937703327,166.628937703524,166.628937703613,166.628937703665,166.628937703629,166.628937703458,166.628937703471,166.628937703449,166.628937703404,166.62893770345,166.628937703276,166.628937703456,166.628937703424,166.628937703475,166.628937703518,166.628937703443,166.628937703482,166.628937703463,166.628937703352,166.628937703631,166.628937703951,99.5115086369759,99.5115086370652,99.5115086369998,41.7837364149768,41.783736415004,37.9810911567195,33.4427707089086,32.3920123329171,26.626759323051,24.63902378661,18.8716902932336,0,61.0643403856638,78.6704352084106,81.6134130934769,121.138970840375,134.570316454071,134.743388519839,137.170710661337,138.155789924481,138.155789924927,138.155789924744,138.155789924651,138.155789924704,138.155789924697,138.155789924428,138.155789924436,138.155789924322,138.155789924376,138.155789924428,138.155789924453,138.155789924513,138.155789924418,138.155789924202,138.155789924305,138.155789924419,138.155789924379,138.155789924892,138.155789924902,138.155789924751,138.155789924459,138.155789924711,138.155789924635,138.155789924499,138.155789924283,138.155789924345,138.155789924679,138.155789923791,138.155789924341,138.155789923915,138.15578992414,138.15578992418,138.155789924101,138.1557899239,138.155789923912,138.155789923885,138.155789923895,138.155789923846,138.155789923941,138.155789923903,138.155789923946,138.155789923888,138.155789924159,138.155789924238,138.155789924221,138.15578992421,138.155789924478,138.155789924394,138.155789924437,138.155789924328,138.155789924462,138.155789924428,138.15578992436,138.155789924373,138.155789924479,138.155789924451,138.155789924391,138.155789924512,138.155789924479,138.155789924709,148.358040708038,148.358040707827,148.358040707671,161.150550129936,161.150550129655,161.15055012951,169.534110893335,170.172067396591,175.593906065968,175.593906066147,175.593906065722,175.593906065772,175.593906065637,175.593906065705,175.593906065726
"Lepidocolaptes leucogaster",208.720510920097,208.72051091994,208.720510919934,208.720510919978,208.720510919928,208.720510919998,208.720510919958,208.720510920017,208.720510919991,208.720510920099,208.720510920471,208.720510920719,208.720510921086,208.720510920984,208.720510920992,166.628937704606,166.628937704459,166.628937704773,166.62893770489,166.628937704775,166.628937704538,166.628937704522,166.628937704619,166.628937704439,166.628937704277,166.628937704403,166.628937704352,166.62893770433,166.628937704312,166.62893770436,166.628937704608,166.628937704105,166.628937704145,166.628937703977,166.628937704041,166.628937703813,166.628937703901,166.628937704097,166.628937704187,166.628937704238,166.628937704203,166.628937704032,166.628937704044,166.628937704022,166.628937703977,166.628937704023,166.62893770385,166.628937704029,166.628937703997,166.628937704049,166.628937704091,166.628937704016,166.628937704056,166.628937704036,166.628937703925,166.628937704205,166.628937704524,134.688276311214,134.688276311303,134.688276311238,76.9605040892149,76.960504089242,76.9605040892664,73.2508800218423,73.2508800217982,67.4856270119321,66.5844395430244,64.5163540619979,61.0643403856638,0,74.6070167823305,80.3547345726609,121.016244407972,134.447590021668,134.624729635686,137.17071066191,138.155789925055,138.1557899255,138.155789925317,138.155789925224,138.155789925277,138.155789925271,138.155789925001,138.155789925009,138.155789924895,138.155789924949,138.155789925001,138.155789925026,138.155789925087,138.155789924991,138.155789924775,138.155789924878,138.155789924993,138.155789924952,138.155789925465,138.155789925475,138.155789925324,138.155789925032,138.155789925285,138.155789925208,138.155789925072,138.155789924856,138.155789924918,138.155789925252,138.155789924365,138.155789924914,138.155789924488,138.155789924713,138.155789924753,138.155789924674,138.155789924474,138.155789924485,138.155789924459,138.155789924468,138.15578992442,138.155789924514,138.155789924476,138.155789924519,138.155789924461,138.155789924732,138.155789924811,138.155789924794,138.155789924784,138.155789925051,138.155789924967,138.155789925011,138.155789924902,138.155789925035,138.155789925001,138.155789924933,138.155789924946,138.155789925052,138.155789925024,138.155789924964,138.155789925086,138.155789925052,138.155789925282,148.358040708611,148.3580407084,148.358040708244,161.150550130509,161.150550130228,161.150550130083,169.534110893908,170.172067397165,175.593906066541,175.59390606672,175.593906066295,175.593906066345,175.59390606621,175.593906066278,175.593906066299
"Vireo gilvus",208.720510919912,208.720510919755,208.720510919749,208.720510919793,208.720510919742,208.720510919813,208.720510919773,208.720510919832,208.720510919806,208.720510919914,208.720510920286,208.720510920533,208.720510920901,208.720510920799,208.720510920806,166.628937704421,166.628937704273,166.628937704587,166.628937704705,166.628937704589,166.628937704353,166.628937704337,166.628937704434,166.628937704254,166.628937704091,166.628937704218,166.628937704166,166.628937704144,166.628937704126,166.628937704175,166.628937704423,166.62893770392,166.62893770396,166.628937703792,166.628937703855,166.628937703628,166.628937703716,166.628937703912,166.628937704001,166.628937704053,166.628937704017,166.628937703846,166.628937703859,166.628937703837,166.628937703792,166.628937703837,166.628937703664,166.628937703844,166.628937703811,166.628937703863,166.628937703906,166.628937703831,166.62893770387,166.628937703851,166.62893770374,166.628937704019,166.628937704339,149.055842542373,149.055842542462,149.055842542396,91.3280703203735,91.3280703204007,91.3280703204251,87.6184462530009,87.6184462529569,81.8948085057876,80.9936210368798,80.012437624367,78.6704352084106,74.6070167823305,0,21.1489902312687,66.8797071378324,87.8138806206441,98.086639351475,100.632620377699,101.617699640843,121.016858816933,121.016858816749,121.016858816657,121.016858816709,121.016858816703,121.016858816433,121.016858816441,121.016858816327,121.016858816381,121.016858816433,121.016858816458,121.016858816519,121.016858816424,121.016858816208,121.01685881631,121.016858816425,121.016858816384,121.016858816897,121.016858816907,121.016858816757,121.016858816464,121.016858816717,121.01685881664,121.016858816504,121.016858816288,121.01685881635,121.016858816684,121.016858815797,121.016858816346,121.01685881592,121.016858816145,121.016858816185,121.016858816106,121.016858815906,121.016858815917,121.016858815891,121.016858815901,121.016858815852,121.016858815946,121.016858815908,121.016858815951,121.016858815894,121.016858816164,121.016858816243,121.016858816226,121.016858816216,121.016858816484,121.016858816399,121.016858816443,121.016858816334,121.016858816468,121.016858816433,121.016858816365,121.016858816379,121.016858816484,121.016858816456,121.016858816396,121.016858816518,121.016858816484,121.016858816714,148.358040708426,148.358040708215,148.358040708059,161.150550130324,161.150550130043,161.150550129898,169.534110893723,170.172067396979,175.593906066356,175.593906066535,175.59390606611,175.59390606616,175.593906066025,175.593906066093,175.593906066114
"Vireo plumbeus",208.72051091997,208.720510919813,208.720510919807,208.720510919851,208.7205109198,208.720510919871,208.720510919831,208.72051091989,208.720510919864,208.720510919972,208.720510920344,208.720510920591,208.720510920959,208.720510920857,208.720510920864,166.628937704479,166.628937704331,166.628937704645,166.628937704763,166.628937704647,166.62893770441,166.628937704395,166.628937704492,166.628937704312,166.628937704149,166.628937704276,166.628937704224,166.628937704202,166.628937704184,166.628937704233,166.628937704481,166.628937703978,166.628937704018,166.628937703849,166.628937703913,166.628937703686,166.628937703773,166.62893770397,166.628937704059,166.628937704111,166.628937704075,166.628937703904,166.628937703917,166.628937703895,166.62893770385,166.628937703895,166.628937703722,166.628937703902,166.628937703869,166.628937703921,166.628937703964,166.628937703889,166.628937703928,166.628937703909,166.628937703798,166.628937704077,166.628937704397,149.05584254243,149.05584254252,149.055842542454,91.3280703204314,91.3280703204586,91.3280703204829,87.6184462530587,87.6184462530147,84.0169149735423,83.1422179595793,82.1646549502617,81.6134130934769,80.3547345726609,21.1489902312687,0,63.7791251773306,86.3862454704181,98.086639351533,100.632620377757,101.617699640901,121.016858816991,121.016858816807,121.016858816714,121.016858816767,121.016858816761,121.016858816491,121.016858816499,121.016858816385,121.016858816439,121.016858816491,121.016858816516,121.016858816577,121.016858816481,121.016858816266,121.016858816368,121.016858816483,121.016858816442,121.016858816955,121.016858816965,121.016858816814,121.016858816522,121.016858816775,121.016858816698,121.016858816562,121.016858816346,121.016858816408,121.016858816742,121.016858815855,121.016858816404,121.016858815978,121.016858816203,121.016858816243,121.016858816164,121.016858815964,121.016858815975,121.016858815949,121.016858815959,121.01685881591,121.016858816004,121.016858815966,121.016858816009,121.016858815952,121.016858816222,121.016858816301,121.016858816284,121.016858816274,121.016858816541,121.016858816457,121.016858816501,121.016858816392,121.016858816525,121.016858816491,121.016858816423,121.016858816436,121.016858816542,121.016858816514,121.016858816454,121.016858816576,121.016858816542,121.016858816772,148.358040708484,148.358040708273,148.358040708117,161.150550130382,161.150550130101,161.150550129956,169.534110893781,170.172067397037,175.593906066414,175.593906066593,175.593906066168,175.593906066217,175.593906066083,175.593906066151,175.593906066172
"Vireo cassinii",208.720510919656,208.7205109195,208.720510919493,208.720510919537,208.720510919487,208.720510919557,208.720510919517,208.720510919576,208.72051091955,208.720510919659,208.72051092003,208.720510920278,208.720510920645,208.720510920543,208.720510920551,166.628937704165,166.628937704018,166.628937704332,166.628937704449,166.628937704334,166.628937704097,166.628937704081,166.628937704178,166.628937703998,166.628937703836,166.628937703962,166.628937703911,166.628937703888,166.628937703871,166.628937703919,166.628937704167,166.628937703664,166.628937703704,166.628937703536,166.6289377036,166.628937703372,166.62893770346,166.628937703656,166.628937703746,166.628937703797,166.628937703762,166.62893770359,166.628937703603,166.628937703581,166.628937703536,166.628937703582,166.628937703409,166.628937703588,166.628937703556,166.628937703608,166.62893770365,166.628937703575,166.628937703615,166.628937703595,166.628937703484,166.628937703764,166.628937704083,149.055842542117,149.055842542206,149.055842542141,125.399836764629,125.399836764656,125.39983676468,121.690212697256,121.690212697212,121.690212697301,121.690212697163,121.69021269716,121.138970840375,121.016244407972,66.8797071378324,63.7791251773306,0,84.829815248108,98.0530355183716,100.632620377444,101.617699640588,121.016858816677,121.016858816494,121.016858816401,121.016858816454,121.016858816447,121.016858816178,121.016858816185,121.016858816072,121.016858816126,121.016858816178,121.016858816203,121.016858816263,121.016858816168,121.016858815952,121.016858816054,121.016858816169,121.016858816129,121.016858816642,121.016858816651,121.016858816501,121.016858816209,121.016858816461,121.016858816385,121.016858816249,121.016858816033,121.016858816095,121.016858816429,121.016858815541,121.016858816091,121.016858815665,121.016858815889,121.01685881593,121.016858815851,121.01685881565,121.016858815662,121.016858815635,121.016858815645,121.016858815596,121.016858815691,121.016858815652,121.016858815696,121.016858815638,121.016858815909,121.016858815988,121.016858815971,121.01685881596,121.016858816228,121.016858816144,121.016858816187,121.016858816078,121.016858816212,121.016858816177,121.016858816109,121.016858816123,121.016858816229,121.016858816201,121.01685881614,121.016858816262,121.016858816228,121.016858816459,148.35804070817,148.358040707959,148.358040707803,161.150550130068,161.150550129787,161.150550129642,169.534110893467,170.172067396724,175.593906066101,175.593906066279,175.593906065854,175.593906065904,175.593906065769,175.593906065837,175.593906065858
"Vireo huttoni.1",208.720510919904,208.720510919748,208.720510919741,208.720510919786,208.720510919735,208.720510919805,208.720510919765,208.720510919824,208.720510919798,208.720510919907,208.720510920278,208.720510920526,208.720510920893,208.720510920791,208.720510920799,166.628937704413,166.628937704266,166.62893770458,166.628937704697,166.628937704582,166.628937704345,166.62893770433,166.628937704427,166.628937704247,166.628937704084,166.62893770421,166.628937704159,166.628937704137,166.628937704119,166.628937704167,166.628937704416,166.628937703912,166.628937703952,166.628937703784,166.628937703848,166.62893770362,166.628937703708,166.628937703904,166.628937703994,166.628937704045,166.62893770401,166.628937703839,166.628937703851,166.628937703829,166.628937703784,166.62893770383,166.628937703657,166.628937703836,166.628937703804,166.628937703856,166.628937703898,166.628937703823,166.628937703863,166.628937703844,166.628937703733,166.628937704012,166.628937704331,149.055842542365,149.055842542454,149.055842542389,138.831182378325,138.831182378352,138.831182378376,135.121558310952,135.121558310908,135.121558310997,135.121558310859,135.121558310856,134.570316454071,134.447590021668,87.8138806206441,86.3862454704181,84.829815248108,0,32.9370898045953,38.7913554875993,48.392143535553,86.5898749746816,86.5898749744984,86.5898749744055,104.560826166515,104.560826166509,104.560826166239,104.560826166247,104.560826166133,104.560826166188,104.560826166239,104.560826166265,104.560826166325,104.56082616623,104.560826166014,104.560826166116,104.560826166231,104.56082616619,104.560826166704,104.560826166713,104.560826166563,104.56082616627,104.560826166523,104.560826166446,104.56082616631,104.560826166095,104.560826166156,104.560826166491,104.560826165603,104.560826166153,104.560826165726,104.560826165951,104.560826165991,104.560826165912,104.560826165712,104.560826165723,104.560826165697,104.560826165707,104.560826165658,104.560826165752,104.560826165714,104.560826165757,104.5608261657,104.56082616597,104.560826166049,104.560826166032,104.560826166022,104.56082616629,104.560826166206,104.560826166249,104.56082616614,104.560826166274,104.560826166239,104.560826166171,104.560826166185,104.56082616629,104.560826166262,104.560826166202,104.560826166324,104.56082616629,104.56082616652,131.902008058232,131.902008058021,131.902008057865,161.150550130316,161.150550130036,161.15055012989,169.534110893716,170.172067396972,175.593906066349,175.593906066527,175.593906066102,175.593906066152,175.593906066018,175.593906066085,175.593906066106
"Cyanocitta stelleri.2",208.72051091968,208.720510919523,208.720510919516,208.720510919561,208.72051091951,208.72051091958,208.72051091954,208.720510919599,208.720510919573,208.720510919682,208.720510920053,208.720510920301,208.720510920668,208.720510920567,208.720510920574,166.628937704188,166.628937704041,166.628937704355,166.628937704472,166.628937704357,166.62893770412,166.628937704105,166.628937704202,166.628937704022,166.628937703859,166.628937703985,166.628937703934,166.628937703912,166.628937703894,166.628937703942,166.628937704191,166.628937703687,166.628937703727,166.628937703559,166.628937703623,166.628937703395,166.628937703483,166.628937703679,166.628937703769,166.62893770382,166.628937703785,166.628937703614,166.628937703626,166.628937703604,166.628937703559,166.628937703605,166.628937703432,166.628937703612,166.628937703579,166.628937703631,166.628937703673,166.628937703599,166.628937703638,166.628937703619,166.628937703507,166.628937703787,166.628937704106,149.05584254214,149.05584254223,149.055842542164,138.8311823781,138.831182378127,138.831182378152,135.121558310727,135.121558310683,135.121558310772,135.121558310634,135.121558310631,134.743388519839,134.624729635686,98.086639351475,98.086639351533,98.0530355183716,32.9370898045953,0,22.5672264961958,38.4391998149418,86.5898749744567,86.5898749742736,86.5898749741806,104.56082616629,104.560826166284,104.560826166014,104.560826166022,104.560826165908,104.560826165963,104.560826166015,104.560826166039,104.5608261661,104.560826166005,104.560826165789,104.560826165891,104.560826166006,104.560826165965,104.560826166479,104.560826166488,104.560826166338,104.560826166045,104.560826166298,104.560826166221,104.560826166086,104.56082616587,104.560826165931,104.560826166266,104.560826165378,104.560826165928,104.560826165501,104.560826165726,104.560826165766,104.560826165687,104.560826165487,104.560826165499,104.560826165472,104.560826165482,104.560826165433,104.560826165528,104.560826165489,104.560826165532,104.560826165475,104.560826165745,104.560826165824,104.560826165807,104.560826165797,104.560826166065,104.560826165981,104.560826166024,104.560826165915,104.560826166049,104.560826166014,104.560826165946,104.56082616596,104.560826166065,104.560826166037,104.560826165977,104.560826166099,104.560826166065,104.560826166296,131.902008058007,131.902008057796,131.90200805764,161.150550130091,161.150550129811,161.150550129665,169.534110893491,170.172067396747,175.593906066124,175.593906066302,175.593906065877,175.593906065927,175.593906065793,175.593906065861,175.593906065881
"Aphelocoma woodhouseii",208.720510919745,208.720510919588,208.720510919582,208.720510919626,208.720510919576,208.720510919646,208.720510919606,208.720510919665,208.720510919639,208.720510919747,208.720510920119,208.720510920367,208.720510920734,208.720510920632,208.720510920639,166.628937704254,166.628937704106,166.62893770442,166.628937704538,166.628937704423,166.628937704186,166.62893770417,166.628937704267,166.628937704087,166.628937703925,166.628937704051,166.628937703999,166.628937703977,166.628937703959,166.628937704008,166.628937704256,166.628937703753,166.628937703793,166.628937703625,166.628937703688,166.628937703461,166.628937703548,166.628937703745,166.628937703834,166.628937703886,166.62893770385,166.628937703679,166.628937703692,166.62893770367,166.628937703625,166.628937703671,166.628937703497,166.628937703677,166.628937703645,166.628937703696,166.628937703739,166.628937703664,166.628937703703,166.628937703684,166.628937703573,166.628937703852,166.628937704172,149.055842542206,149.055842542295,149.05584254223,138.831182378165,138.831182378193,138.831182378217,137.170710661407,137.170710661363,137.170710661452,137.170710661314,137.170710661311,137.170710661337,137.17071066191,100.632620377699,100.632620377757,100.632620377444,38.7913554875993,22.5672264961958,0,36.5052121311368,86.5898749745224,86.5898749743391,86.5898749742462,104.560826166356,104.56082616635,104.56082616608,104.560826166088,104.560826165974,104.560826166028,104.56082616608,104.560826166105,104.560826166166,104.56082616607,104.560826165854,104.560826165957,104.560826166072,104.560826166031,104.560826166544,104.560826166554,104.560826166403,104.560826166111,104.560826166364,104.560826166287,104.560826166151,104.560826165935,104.560826165997,104.560826166331,104.560826165444,104.560826165993,104.560826165567,104.560826165792,104.560826165832,104.560826165753,104.560826165553,104.560826165564,104.560826165538,104.560826165548,104.560826165499,104.560826165593,104.560826165555,104.560826165598,104.56082616554,104.560826165811,104.56082616589,104.560826165873,104.560826165863,104.56082616613,104.560826166046,104.56082616609,104.560826165981,104.560826166114,104.56082616608,104.560826166012,104.560826166025,104.560826166131,104.560826166103,104.560826166043,104.560826166165,104.560826166131,104.560826166361,131.902008058073,131.902008057862,131.902008057705,161.150550130157,161.150550129876,161.150550129731,169.534110893556,170.172067396812,175.593906066189,175.593906066368,175.593906065943,175.593906065993,175.593906065858,175.593906065926,175.593906065947
