"","Eulipoa wallacei","Megapodius freycinet","Gallus gallus.1","Meleagris gallopavo.1","Radjah radjah.1","Calonectris leucomelas","Hydrobates matsudairae","Ardea alba.2","Ardea sumatrana.1","Nycticorax caledonicus.1","Egretta sacra.2","Ixobrychus flavicollis.1","Fregata minor","Fregata ariel.1","Sula leucogaster.1","Pelecanus conspicillatus.1","Tachybaptus ruficollis","Gallirallus philippensis","Rallina fasciata","Gallirallus wallacii","Gymnocrex plumbeiventris","Amaurornis olivacea","Numenius phaeopus.4","Tringa brevipes.1","Actitis hypoleucos.3","Xenus cinereus.2","Calidris ruficollis.1","Sterna hirundo.2","Anarhynchus leschenaultii.1","Aegotheles crinifrons","Aerodramus vanikorensis","Collocalia esculenta","Hemiprocne mystacea","Caprimulgus macrurus.1","Otus magicus","Ninox scutulata","Ninox squamipila","Ninox connivens","Rhyticeros plicatus","Merops ornatus.1","Alcedo atthis","Ceyx lepidus","Tanysiptera galatea","Todiramphus sanctus.1","Todiramphus diops","Todiramphus funebris","Eurystomus azureus","Eurystomus orientalis","Pandion haliaetus.4","Aviceda subcristata.1","Haliastur indus.1","Icthyophaga leucogaster.1","Accipiter erythrauchen","Accipiter hiogaster","Accipiter henicogrammus","Accipiter soloensis","Cacatua alba","Lorius garrulus","Eos squamata","Hypocharmosyna placentis","Loriculus amabilis","Alisterus amboinensis","Geoffroyus geoffroyi","Tanygnathus megalorynchos","Eclectus roratus","Erythropitta rufiventris","Pitta maxima","Myzomela obscura.1","Melitograis gilolensis","Corvus validus","Corvus orru.1","Lycocorax pyrrhopterus","Semioptera wallacii","Carterornis pileatus","Symposiachrus trivirgatus","Myiagra alecto.1","Myiagra galeata","Rhipidura leucophrys.1","Dicrurus hottentottus","Oriolus phaeochromus","Pachycephala mentalis","Lalage aurea","Coracina papuensis.1","Coracina atriceps","Artamus leucorynchus.1","Aplonis metallica","Aplonis mysolensis","Cinnyris clementiae","Leptocoma aspasia","Dicaeum erythrothorax","Lonchura molucca","Hirundo tahitica","Hirundo rustica.2","Helopsaltes fasciolatus","Zosterops atriceps","Hypsipetes affinis","Falco moluccensis","Eudynamys scolopaceus","Cacomantis variolosus.1","Centropus goliath","Centropus bengalensis","Ptilinopus hyogastrus","Ptilinopus superbus","Ptilinopus granulifrons","Ducula basilica","Ducula bicolor","Ducula perspicillata","Ducula concinna","Chalcophaps indica","Caloenas nicobarica","Macropygia amboinensis","Reinwardtoena reinwardti","Spilopelia chinensis","Columba vitiensis","Columba livia.1","Myiagra alecto.2","Myiagra alecto.3","Egretta sacra.3","Symposiachrus trivirgatus.1","Myiagra galeata.1","Zosterops atriceps.1"
"Falco moluccensis",206.149534603851,206.149534603797,206.149534603826,206.149534603662,206.149534603937,170.50314316611,170.50314316603,170.50314316583,170.503143165837,170.503143165489,170.503143166029,170.503143165368,170.503143165772,170.503143166349,170.503143165832,170.503143165685,170.503143165958,170.503143166047,170.50314316609,170.503143166297,170.503143166184,170.503143165555,170.503143166121,170.503143166136,170.503143166166,170.503143166151,170.503143166005,170.503143165876,170.503143165821,166.971006001024,166.97100600113,166.971006001281,166.971006001233,166.971006000902,166.971006000958,166.971006001389,166.971006001489,166.971006001386,166.971006001335,166.971006001552,166.971006001462,166.971006001377,166.971006001637,166.971006001359,166.971006001278,166.971006001771,166.971006001489,166.971006001271,166.971006001394,166.971006001565,166.971006001264,166.971006001321,166.971006000856,166.971006000973,166.971006001051,166.971006001103,161.945182315153,161.945182314848,161.945182315112,161.945182315253,161.945182314955,161.945182314781,161.945182315022,161.945182314899,161.945182314761,161.945182315379,161.210659354275,161.210659354225,160.340838296066,160.340838296383,160.153967640184,160.153967640453,160.153967640474,160.153967640446,160.153967640312,160.153967640098,160.153967640429,160.153967640513,160.153967640447,160.153967640228,160.153967640644,160.153967640608,160.153967640424,160.153967640483,160.15396764036,160.153967640581,159.738982631591,159.738982631486,154.440080994838,152.226133514952,152.226133514763,152.226133514691,151.468694363682,150.974230597123,149.730514247995,148.366221011834,0,169.841548111004,169.841548111598,169.841548110966,169.841548111234,175.194636623198,175.19463662314,175.194636623337,175.194636623332,175.194636623209,175.194636623307,175.194636623271,175.194636623436,175.194636623465,175.194636623337,175.194636623365,175.194636623418,175.194636623525,175.194636623543,160.153967640098,160.153967640098,170.503143166029,160.153967640312,160.153967640429,149.730514247995
"Eudynamys scolopaceus",206.149534604243,206.149534604188,206.149534604217,206.149534604054,206.149534604329,170.503143166502,170.503143166422,170.503143166222,170.503143166229,170.503143165881,170.503143166421,170.50314316576,170.503143166164,170.503143166741,170.503143166224,170.503143166077,170.503143166349,170.503143166438,170.503143166482,170.503143166689,170.503143166576,170.503143165946,170.503143166513,170.503143166528,170.503143166558,170.503143166543,170.503143166396,170.503143166268,170.503143166213,169.841548111418,169.841548111525,169.841548111675,169.841548111627,169.841548111296,169.841548111352,169.841548111783,169.841548111883,169.84154811178,169.841548111729,169.841548111946,169.841548111856,169.841548111772,169.841548112032,169.841548111753,169.841548111673,169.841548112165,169.841548111882,169.841548111665,169.841548111788,169.84154811196,169.841548111658,169.841548111715,169.84154811125,169.841548111367,169.841548111446,169.841548111497,169.841548111244,169.84154811094,169.841548111203,169.841548111344,169.841548111046,169.841548110873,169.841548111113,169.84154811099,169.841548110852,169.841548111471,169.841548111639,169.841548111588,169.841548111501,169.841548111819,169.841548111294,169.841548111562,169.841548111584,169.841548111556,169.841548111422,169.841548111207,169.841548111539,169.841548111622,169.841548111556,169.841548111337,169.841548111754,169.841548111718,169.841548111534,169.841548111592,169.84154811147,169.84154811169,169.841548111649,169.841548111544,169.841548111688,169.841548111726,169.841548111538,169.841548111465,169.841548111335,169.841548111597,169.841548111447,169.841548111465,169.841548111004,0,58.0026804385606,148.416744916951,148.416744917219,175.19463662359,175.194636623532,175.194636623728,175.194636623724,175.1946366236,175.194636623699,175.194636623663,175.194636623828,175.194636623857,175.194636623728,175.194636623757,175.19463662381,175.194636623917,175.194636623935,169.841548111207,169.841548111207,170.503143166421,169.841548111422,169.841548111539,169.841548111447
"Cacomantis variolosus.1",206.149534604837,206.149534604782,206.149534604811,206.149534604648,206.149534604923,170.503143167096,170.503143167016,170.503143166816,170.503143166823,170.503143166474,170.503143167015,170.503143166354,170.503143166758,170.503143167334,170.503143166818,170.503143166671,170.503143166943,170.503143167032,170.503143167076,170.503143167283,170.50314316717,170.50314316654,170.503143167107,170.503143167122,170.503143167152,170.503143167137,170.50314316699,170.503143166862,170.503143166807,169.841548112012,169.841548112119,169.841548112269,169.841548112221,169.84154811189,169.841548111946,169.841548112377,169.841548112477,169.841548112374,169.841548112323,169.84154811254,169.84154811245,169.841548112365,169.841548112625,169.841548112347,169.841548112267,169.841548112759,169.841548112477,169.841548112259,169.841548112382,169.841548112553,169.841548112252,169.841548112309,169.841548111844,169.841548111961,169.841548112039,169.841548112091,169.841548111838,169.841548111533,169.841548111797,169.841548111938,169.84154811164,169.841548111467,169.841548111707,169.841548111584,169.841548111446,169.841548112065,169.841548112233,169.841548112182,169.841548112095,169.841548112413,169.841548111888,169.841548112156,169.841548112178,169.84154811215,169.841548112016,169.841548111801,169.841548112133,169.841548112216,169.84154811215,169.841548111931,169.841548112348,169.841548112312,169.841548112127,169.841548112186,169.841548112064,169.841548112284,169.841548112243,169.841548112138,169.841548112282,169.84154811232,169.841548112131,169.841548112059,169.841548111929,169.841548112191,169.841548112041,169.841548112059,169.841548111598,58.0026804385606,0,148.416744917545,148.416744917813,175.194636624184,175.194636624126,175.194636624322,175.194636624318,175.194636624194,175.194636624293,175.194636624257,175.194636624422,175.194636624451,175.194636624322,175.194636624351,175.194636624404,175.194636624511,175.194636624528,169.841548111801,169.841548111801,170.503143167015,169.841548112016,169.841548112133,169.841548112041
"Centropus goliath",206.149534604205,206.149534604151,206.14953460418,206.149534604017,206.149534604292,170.503143166464,170.503143166385,170.503143166184,170.503143166191,170.503143165843,170.503143166383,170.503143165723,170.503143166126,170.503143166703,170.503143166186,170.503143166039,170.503143166312,170.503143166401,170.503143166445,170.503143166651,170.503143166538,170.503143165909,170.503143166475,170.50314316649,170.50314316652,170.503143166505,170.503143166359,170.50314316623,170.503143166175,169.84154811138,169.841548111487,169.841548111638,169.841548111589,169.841548111258,169.841548111314,169.841548111746,169.841548111845,169.841548111742,169.841548111692,169.841548111909,169.841548111818,169.841548111734,169.841548111994,169.841548111716,169.841548111635,169.841548112127,169.841548111845,169.841548111628,169.84154811175,169.841548111922,169.84154811162,169.841548111678,169.841548111213,169.841548111329,169.841548111408,169.841548111459,169.841548111207,169.841548110902,169.841548111165,169.841548111307,169.841548111008,169.841548110835,169.841548111075,169.841548110953,169.841548110814,169.841548111433,169.841548111601,169.841548111551,169.841548111463,169.841548111781,169.841548111256,169.841548111525,169.841548111546,169.841548111518,169.841548111384,169.84154811117,169.841548111501,169.841548111585,169.841548111519,169.8415481113,169.841548111716,169.84154811168,169.841548111496,169.841548111554,169.841548111432,169.841548111653,169.841548111611,169.841548111507,169.84154811165,169.841548111689,169.8415481115,169.841548111428,169.841548111297,169.841548111559,169.841548111409,169.841548111427,169.841548110966,148.416744916951,148.416744917545,0,59.398585906654,175.194636623552,175.194636623494,175.194636623691,175.194636623686,175.194636623563,175.194636623662,175.194636623625,175.194636623791,175.194636623819,175.194636623691,175.194636623719,175.194636623772,175.19463662388,175.194636623897,169.84154811117,169.84154811117,170.503143166383,169.841548111384,169.841548111501,169.841548111409
"Centropus bengalensis",206.149534604473,206.149534604419,206.149534604448,206.149534604284,206.149534604559,170.503143166732,170.503143166653,170.503143166452,170.503143166459,170.503143166111,170.503143166651,170.503143165991,170.503143166394,170.503143166971,170.503143166454,170.503143166307,170.503143166579,170.503143166669,170.503143166712,170.503143166919,170.503143166806,170.503143166177,170.503143166743,170.503143166758,170.503143166788,170.503143166773,170.503143166627,170.503143166498,170.503143166443,169.841548111648,169.841548111755,169.841548111905,169.841548111857,169.841548111526,169.841548111582,169.841548112014,169.841548112113,169.84154811201,169.84154811196,169.841548112177,169.841548112086,169.841548112002,169.841548112262,169.841548111984,169.841548111903,169.841548112396,169.841548112113,169.841548111896,169.841548112018,169.84154811219,169.841548111888,169.841548111945,169.841548111481,169.841548111597,169.841548111676,169.841548111727,169.841548111474,169.84154811117,169.841548111433,169.841548111575,169.841548111276,169.841548111103,169.841548111343,169.841548111221,169.841548111082,169.841548111701,169.841548111869,169.841548111819,169.841548111731,169.841548112049,169.841548111524,169.841548111792,169.841548111814,169.841548111786,169.841548111652,169.841548111438,169.841548111769,169.841548111852,169.841548111787,169.841548111567,169.841548111984,169.841548111948,169.841548111764,169.841548111823,169.8415481117,169.841548111921,169.841548111879,169.841548111775,169.841548111918,169.841548111957,169.841548111768,169.841548111695,169.841548111565,169.841548111827,169.841548111677,169.841548111695,169.841548111234,148.416744917219,148.416744917813,59.398585906654,0,175.19463662382,175.194636623762,175.194636623959,175.194636623954,175.194636623831,175.194636623929,175.194636623893,175.194636624058,175.194636624087,175.194636623959,175.194636623987,175.19463662404,175.194636624148,175.194636624165,169.841548111438,169.841548111438,170.503143166651,169.841548111652,169.841548111769,169.841548111677
"Ptilinopus hyogastrus",206.149534603997,206.149534603942,206.149534603972,206.149534603808,206.149534604083,175.194636623852,175.194636623772,175.194636623572,175.194636623579,175.194636623231,175.194636623771,175.19463662311,175.194636623514,175.194636624091,175.194636623574,175.194636623427,175.194636623699,175.194636623789,175.194636623832,175.194636624039,175.194636623926,175.194636623297,175.194636623863,175.194636623878,175.194636623908,175.194636623893,175.194636623747,175.194636623618,175.194636623563,175.194636623613,175.194636623719,175.19463662387,175.194636623822,175.19463662349,175.194636623546,175.194636623978,175.194636624077,175.194636623974,175.194636623924,175.194636624141,175.19463662405,175.194636623966,175.194636624226,175.194636623948,175.194636623867,175.19463662436,175.194636624077,175.19463662386,175.194636623982,175.194636624154,175.194636623852,175.19463662391,175.194636623445,175.194636623561,175.19463662364,175.194636623691,175.194636623438,175.194636623134,175.194636623397,175.194636623539,175.19463662324,175.194636623067,175.194636623307,175.194636623185,175.194636623047,175.194636623665,175.194636623833,175.194636623783,175.194636623695,175.194636624013,175.194636623488,175.194636623757,175.194636623778,175.19463662375,175.194636623616,175.194636623402,175.194636623733,175.194636623817,175.194636623751,175.194636623532,175.194636623948,175.194636623912,175.194636623728,175.194636623787,175.194636623664,175.194636623885,175.194636623843,175.194636623739,175.194636623882,175.194636623921,175.194636623732,175.19463662366,175.194636623529,175.194636623791,175.194636623641,175.194636623659,175.194636623198,175.19463662359,175.194636624184,175.194636623552,175.19463662382,0,40.0284274708313,45.2119483140647,50.141893603467,52.9035350288028,60.6139516751886,60.6139516751524,63.9594956913452,64.7923544614098,67.8007877919704,67.800787791999,67.8007877920519,67.8007877921593,67.8007877921768,175.194636623402,175.194636623402,175.194636623771,175.194636623616,175.194636623733,175.194636623641
"Ptilinopus superbus",206.149534603939,206.149534603884,206.149534603913,206.14953460375,206.149534604025,175.194636623794,175.194636623714,175.194636623514,175.194636623521,175.194636623172,175.194636623713,175.194636623052,175.194636623456,175.194636624032,175.194636623516,175.194636623369,175.194636623641,175.194636623731,175.194636623774,175.194636623981,175.194636623868,175.194636623238,175.194636623805,175.19463662382,175.194636623849,175.194636623835,175.194636623688,175.19463662356,175.194636623505,175.194636623554,175.194636623661,175.194636623811,175.194636623764,175.194636623432,175.194636623488,175.19463662392,175.194636624019,175.194636623916,175.194636623866,175.194636624083,175.194636623992,175.194636623908,175.194636624168,175.19463662389,175.194636623809,175.194636624301,175.194636624019,175.194636623801,175.194636623924,175.194636624096,175.194636623794,175.194636623851,175.194636623387,175.194636623503,175.194636623582,175.194636623633,175.19463662338,175.194636623076,175.194636623339,175.19463662348,175.194636623182,175.194636623009,175.194636623249,175.194636623126,175.194636622988,175.194636623607,175.194636623775,175.194636623725,175.194636623637,175.194636623955,175.19463662343,175.194636623699,175.19463662372,175.194636623692,175.194636623558,175.194636623344,175.194636623675,175.194636623758,175.194636623693,175.194636623474,175.19463662389,175.194636623854,175.19463662367,175.194636623728,175.194636623606,175.194636623826,175.194636623785,175.194636623681,175.194636623824,175.194636623863,175.194636623674,175.194636623602,175.194636623471,175.194636623733,175.194636623583,175.194636623601,175.19463662314,175.194636623532,175.194636624126,175.194636623494,175.194636623762,40.0284274708313,0,31.9021140292509,41.0504118492856,47.4497277764415,57.6252076223106,57.6252076222743,60.9707516384671,64.692245364561,67.8007877919122,67.8007877919409,67.8007877919937,67.8007877921011,67.8007877921186,175.194636623344,175.194636623344,175.194636623713,175.194636623558,175.194636623675,175.194636623583
"Ptilinopus granulifrons",206.149534604135,206.149534604081,206.14953460411,206.149534603947,206.149534604222,175.19463662399,175.194636623911,175.19463662371,175.194636623718,175.194636623369,175.194636623909,175.194636623249,175.194636623653,175.194636624229,175.194636623713,175.194636623566,175.194636623838,175.194636623927,175.194636623971,175.194636624178,175.194636624064,175.194636623435,175.194636624001,175.194636624016,175.194636624046,175.194636624031,175.194636623885,175.194636623756,175.194636623702,175.194636623751,175.194636623858,175.194636624008,175.19463662396,175.194636623629,175.194636623685,175.194636624116,175.194636624216,175.194636624113,175.194636624062,175.194636624279,175.194636624189,175.194636624104,175.194636624365,175.194636624086,175.194636624005,175.194636624498,175.194636624216,175.194636623998,175.194636624121,175.194636624292,175.194636623991,175.194636624048,175.194636623583,175.1946366237,175.194636623779,175.19463662383,175.194636623577,175.194636623272,175.194636623536,175.194636623677,175.194636623379,175.194636623206,175.194636623446,175.194636623323,175.194636623185,175.194636623804,175.194636623972,175.194636623921,175.194636623834,175.194636624152,175.194636623627,175.194636623895,175.194636623917,175.194636623889,175.194636623755,175.19463662354,175.194636623872,175.194636623955,175.194636623889,175.19463662367,175.194636624087,175.194636624051,175.194636623867,175.194636623925,175.194636623803,175.194636624023,175.194636623982,175.194636623877,175.194636624021,175.194636624059,175.194636623871,175.194636623798,175.194636623668,175.19463662393,175.19463662378,175.194636623798,175.194636623337,175.194636623728,175.194636624322,175.194636623691,175.194636623959,45.2119483140647,31.9021140292509,0,35.4666721520243,44.9065284334986,56.9997681455513,57.2092874538471,60.5548314700399,64.2763251961337,67.800787792109,67.8007877921376,67.8007877921904,67.8007877922979,67.8007877923152,175.19463662354,175.19463662354,175.194636623909,175.194636623755,175.194636623872,175.19463662378
"Ducula basilica",206.149534604131,206.149534604077,206.149534604106,206.149534603942,206.149534604217,175.194636623986,175.194636623906,175.194636623706,175.194636623713,175.194636623365,175.194636623905,175.194636623244,175.194636623648,175.194636624225,175.194636623708,175.194636623561,175.194636623833,175.194636623922,175.194636623966,175.194636624173,175.19463662406,175.194636623431,175.194636623997,175.194636624012,175.194636624042,175.194636624027,175.194636623881,175.194636623752,175.194636623697,175.194636623746,175.194636623853,175.194636624003,175.194636623956,175.194636623624,175.194636623681,175.194636624112,175.194636624211,175.194636624108,175.194636624058,175.194636624275,175.194636624184,175.1946366241,175.19463662436,175.194636624082,175.194636624001,175.194636624493,175.194636624211,175.194636623994,175.194636624116,175.194636624288,175.194636623986,175.194636624044,175.194636623579,175.194636623695,175.194636623774,175.194636623825,175.194636623572,175.194636623268,175.194636623531,175.194636623673,175.194636623374,175.194636623201,175.194636623441,175.194636623319,175.19463662318,175.194636623799,175.194636623967,175.194636623917,175.194636623829,175.194636624147,175.194636623622,175.194636623891,175.194636623912,175.194636623884,175.19463662375,175.194636623536,175.194636623867,175.194636623951,175.194636623885,175.194636623666,175.194636624082,175.194636624046,175.194636623862,175.194636623921,175.194636623798,175.194636624019,175.194636623977,175.194636623873,175.194636624016,175.194636624055,175.194636623866,175.194636623794,175.194636623663,175.194636623926,175.194636623775,175.194636623793,175.194636623332,175.194636623724,175.194636624318,175.194636623686,175.194636623954,50.141893603467,41.0504118492856,35.4666721520243,0,35.7567795773502,52.535510355043,53.7047077058459,60.5548314700354,64.2763251961293,67.8007877921044,67.8007877921331,67.8007877921859,67.8007877922933,67.8007877923108,175.194636623536,175.194636623536,175.194636623905,175.19463662375,175.194636623867,175.194636623775
"Ducula bicolor",206.149534604007,206.149534603953,206.149534603982,206.149534603819,206.149534604094,175.194636623862,175.194636623783,175.194636623583,175.19463662359,175.194636623241,175.194636623781,175.194636623121,175.194636623525,175.194636624101,175.194636623585,175.194636623438,175.19463662371,175.194636623799,175.194636623843,175.19463662405,175.194636623936,175.194636623307,175.194636623873,175.194636623888,175.194636623918,175.194636623903,175.194636623757,175.194636623628,175.194636623574,175.194636623623,175.19463662373,175.19463662388,175.194636623832,175.194636623501,175.194636623557,175.194636623988,175.194636624088,175.194636623985,175.194636623934,175.194636624151,175.194636624061,175.194636623976,175.194636624236,175.194636623958,175.194636623877,175.19463662437,175.194636624087,175.19463662387,175.194636623993,175.194636624165,175.194636623863,175.19463662392,175.194636623455,175.194636623572,175.19463662365,175.194636623702,175.194636623449,175.194636623145,175.194636623408,175.194636623549,175.194636623251,175.194636623078,175.194636623318,175.194636623195,175.194636623057,175.194636623676,175.194636623844,175.194636623793,175.194636623706,175.194636624024,175.194636623499,175.194636623767,175.194636623788,175.194636623761,175.194636623627,175.194636623412,175.194636623744,175.194636623827,175.194636623761,175.194636623542,175.194636623959,175.194636623923,175.194636623739,175.194636623797,175.194636623675,175.194636623895,175.194636623854,175.194636623749,175.194636623893,175.194636623931,175.194636623742,175.19463662367,175.19463662354,175.194636623802,175.194636623652,175.19463662367,175.194636623209,175.1946366236,175.194636624194,175.194636623563,175.194636623831,52.9035350288028,47.4497277764415,44.9065284334986,35.7567795773502,0,41.7242728394745,45.8685416180019,57.3047277726515,64.2763251960058,67.800787791981,67.8007877920097,67.8007877920624,67.8007877921699,67.8007877921874,175.194636623412,175.194636623412,175.194636623781,175.194636623627,175.194636623744,175.194636623652
"Ducula perspicillata",206.149534604106,206.149534604052,206.149534604081,206.149534603918,206.149534604193,175.194636623961,175.194636623882,175.194636623681,175.194636623688,175.19463662334,175.19463662388,175.194636623219,175.194636623623,175.1946366242,175.194636623683,175.194636623536,175.194636623808,175.194636623898,175.194636623942,175.194636624148,175.194636624035,175.194636623406,175.194636623972,175.194636623987,175.194636624017,175.194636624002,175.194636623856,175.194636623727,175.194636623672,175.194636623722,175.194636623828,175.194636623979,175.194636623931,175.1946366236,175.194636623656,175.194636624087,175.194636624186,175.194636624084,175.194636624033,175.19463662425,175.19463662416,175.194636624075,175.194636624335,175.194636624057,175.194636623976,175.194636624469,175.194636624186,175.194636623969,175.194636624091,175.194636624263,175.194636623962,175.194636624019,175.194636623554,175.194636623671,175.194636623749,175.194636623801,175.194636623548,175.194636623243,175.194636623506,175.194636623648,175.19463662335,175.194636623176,175.194636623416,175.194636623294,175.194636623156,175.194636623774,175.194636623943,175.194636623892,175.194636623805,175.194636624122,175.194636623598,175.194636623866,175.194636623887,175.19463662386,175.194636623725,175.194636623511,175.194636623843,175.194636623926,175.19463662386,175.194636623641,175.194636624057,175.194636624021,175.194636623837,175.194636623896,175.194636623774,175.194636623994,175.194636623952,175.194636623848,175.194636623991,175.19463662403,175.194636623841,175.194636623769,175.194636623638,175.194636623901,175.19463662375,175.194636623768,175.194636623307,175.194636623699,175.194636624293,175.194636623662,175.194636623929,60.6139516751886,57.6252076223106,56.9997681455513,52.535510355043,41.7242728394745,0,32.0967606253769,47.3978422986287,59.2232522820514,64.4767703218266,64.4767703218553,64.476770321908,65.9034836723979,66.3427671985625,175.194636623511,175.194636623511,175.19463662388,175.194636623725,175.194636623843,175.19463662375
"Ducula concinna",206.14953460407,206.149534604015,206.149534604045,206.149534603881,206.149534604156,175.194636623925,175.194636623845,175.194636623645,175.194636623652,175.194636623304,175.194636623844,175.194636623183,175.194636623587,175.194636624164,175.194636623647,175.1946366235,175.194636623772,175.194636623861,175.194636623905,175.194636624112,175.194636623999,175.194636623369,175.194636623936,175.194636623951,175.194636623981,175.194636623966,175.194636623819,175.194636623691,175.194636623636,175.194636623685,175.194636623792,175.194636623943,175.194636623895,175.194636623563,175.194636623619,175.194636624051,175.19463662415,175.194636624047,175.194636623997,175.194636624214,175.194636624123,175.194636624039,175.194636624299,175.194636624021,175.19463662394,175.194636624432,175.19463662415,175.194636623933,175.194636624055,175.194636624227,175.194636623925,175.194636623983,175.194636623518,175.194636623634,175.194636623713,175.194636623764,175.194636623511,175.194636623207,175.19463662347,175.194636623612,175.194636623313,175.19463662314,175.19463662338,175.194636623258,175.194636623119,175.194636623738,175.194636623906,175.194636623856,175.194636623768,175.194636624086,175.194636623561,175.19463662383,175.194636623851,175.194636623823,175.194636623689,175.194636623475,175.194636623806,175.194636623889,175.194636623824,175.194636623605,175.194636624021,175.194636623985,175.194636623801,175.194636623859,175.194636623737,175.194636623958,175.194636623916,175.194636623812,175.194636623955,175.194636623994,175.194636623805,175.194636623733,175.194636623602,175.194636623864,175.194636623714,175.194636623732,175.194636623271,175.194636623663,175.194636624257,175.194636623625,175.194636623893,60.6139516751524,57.6252076222743,57.2092874538471,53.7047077058459,45.8685416180019,32.0967606253769,0,39.7438077513263,55.6560623307154,62.9877796996262,63.1079078451356,63.1079078451883,64.5346211956782,66.2596110635661,175.194636623475,175.194636623475,175.194636623844,175.194636623689,175.194636623806,175.194636623714
"Chalcophaps indica",206.149534604235,206.149534604181,206.14953460421,206.149534604047,206.149534604321,175.19463662409,175.19463662401,175.19463662381,175.194636623817,175.194636623469,175.194636624009,175.194636623349,175.194636623752,175.194636624329,175.194636623812,175.194636623665,175.194636623937,175.194636624027,175.19463662407,175.194636624277,175.194636624164,175.194636623535,175.194636624101,175.194636624116,175.194636624146,175.194636624131,175.194636623985,175.194636623856,175.194636623801,175.194636623851,175.194636623957,175.194636624108,175.19463662406,175.194636623729,175.194636623785,175.194636624216,175.194636624316,175.194636624213,175.194636624162,175.194636624379,175.194636624288,175.194636624204,175.194636624464,175.194636624186,175.194636624105,175.194636624598,175.194636624315,175.194636624098,175.19463662422,175.194636624392,175.194636624091,175.194636624148,175.194636623683,175.1946366238,175.194636623878,175.19463662393,175.194636623677,175.194636623372,175.194636623635,175.194636623777,175.194636623479,175.194636623305,175.194636623546,175.194636623423,175.194636623285,175.194636623903,175.194636624072,175.194636624021,175.194636623934,175.194636624251,175.194636623727,175.194636623995,175.194636624016,175.194636623989,175.194636623854,175.19463662364,175.194636623971,175.194636624055,175.194636623989,175.19463662377,175.194636624186,175.19463662415,175.194636623966,175.194636624025,175.194636623902,175.194636624123,175.194636624082,175.194636623977,175.19463662412,175.194636624159,175.19463662397,175.194636623898,175.194636623767,175.19463662403,175.194636623879,175.194636623898,175.194636623436,175.194636623828,175.194636624422,175.194636623791,175.194636624058,63.9594956913452,60.9707516384671,60.5548314700399,60.5548314700354,57.3047277726515,47.3978422986287,39.7438077513263,0,53.8977685630324,62.5825978576363,62.9634173715849,62.9739910945112,64.4007044450011,66.125694312889,175.19463662364,175.19463662364,175.194636624009,175.194636623854,175.194636623971,175.194636623879
"Caloenas nicobarica",206.149534604264,206.149534604209,206.149534604238,206.149534604075,206.14953460435,175.194636624119,175.194636624039,175.194636623839,175.194636623846,175.194636623498,175.194636624038,175.194636623377,175.194636623781,175.194636624358,175.194636623841,175.194636623694,175.194636623966,175.194636624055,175.194636624099,175.194636624306,175.194636624193,175.194636623563,175.19463662413,175.194636624145,175.194636624175,175.19463662416,175.194636624013,175.194636623885,175.19463662383,175.194636623879,175.194636623986,175.194636624137,175.194636624088,175.194636623757,175.194636623813,175.194636624245,175.194636624344,175.194636624241,175.194636624191,175.194636624408,175.194636624317,175.194636624233,175.194636624493,175.194636624214,175.194636624134,175.194636624626,175.194636624344,175.194636624127,175.194636624249,175.194636624421,175.194636624119,175.194636624177,175.194636623712,175.194636623828,175.194636623907,175.194636623958,175.194636623705,175.194636623401,175.194636623664,175.194636623806,175.194636623507,175.194636623334,175.194636623574,175.194636623452,175.194636623313,175.194636623932,175.1946366241,175.19463662405,175.194636623962,175.19463662428,175.194636623755,175.194636624024,175.194636624045,175.194636624017,175.194636623883,175.194636623669,175.194636624,175.194636624083,175.194636624018,175.194636623799,175.194636624215,175.194636624179,175.194636623995,175.194636624054,175.194636623931,175.194636624152,175.19463662411,175.194636624006,175.194636624149,175.194636624188,175.194636623999,175.194636623927,175.194636623796,175.194636624058,175.194636623908,175.194636623926,175.194636623465,175.194636623857,175.194636624451,175.194636623819,175.194636624087,64.7923544614098,64.692245364561,64.2763251961337,64.2763251961293,64.2763251960058,59.2232522820514,55.6560623307154,53.8977685630324,0,59.4599281013078,60.3536063907996,60.8684802450415,64.4007044450298,66.1256943129176,175.194636623669,175.194636623669,175.194636624038,175.194636623883,175.194636624,175.194636623908
