"","Eulipoa wallacei","Megapodius freycinet","Gallus gallus.1","Meleagris gallopavo.1","Radjah radjah.1","Calonectris leucomelas","Hydrobates matsudairae","Ardea alba.2","Ardea sumatrana.1","Nycticorax caledonicus.1","Egretta sacra.2","Ixobrychus flavicollis.1","Fregata minor","Fregata ariel.1","Sula leucogaster.1","Pelecanus conspicillatus.1","Tachybaptus ruficollis","Gallirallus philippensis","Rallina fasciata","Gallirallus wallacii","Gymnocrex plumbeiventris","Amaurornis olivacea","Numenius phaeopus.4","Tringa brevipes.1","Actitis hypoleucos.3","Xenus cinereus.2","Calidris ruficollis.1","Sterna hirundo.2","Anarhynchus leschenaultii.1","Aegotheles crinifrons","Aerodramus vanikorensis","Collocalia esculenta","Hemiprocne mystacea","Caprimulgus macrurus.1","Otus magicus","Ninox scutulata","Ninox squamipila","Ninox connivens","Rhyticeros plicatus","Merops ornatus.1","Alcedo atthis","Ceyx lepidus","Tanysiptera galatea","Todiramphus sanctus.1","Todiramphus diops","Todiramphus funebris","Eurystomus azureus","Eurystomus orientalis","Pandion haliaetus.4","Aviceda subcristata.1","Haliastur indus.1","Icthyophaga leucogaster.1","Accipiter erythrauchen","Accipiter hiogaster","Accipiter henicogrammus","Accipiter soloensis","Cacatua alba","Lorius garrulus","Eos squamata","Hypocharmosyna placentis","Loriculus amabilis","Alisterus amboinensis","Geoffroyus geoffroyi","Tanygnathus megalorynchos","Eclectus roratus","Erythropitta rufiventris","Pitta maxima","Myzomela obscura.1","Melitograis gilolensis","Corvus validus","Corvus orru.1","Lycocorax pyrrhopterus","Semioptera wallacii","Carterornis pileatus","Symposiachrus trivirgatus","Myiagra alecto.1","Myiagra galeata","Rhipidura leucophrys.1","Dicrurus hottentottus","Oriolus phaeochromus","Pachycephala mentalis","Lalage aurea","Coracina papuensis.1","Coracina atriceps","Artamus leucorynchus.1","Aplonis metallica","Aplonis mysolensis","Cinnyris clementiae","Leptocoma aspasia","Dicaeum erythrothorax","Lonchura molucca","Hirundo tahitica","Hirundo rustica.2","Helopsaltes fasciolatus","Zosterops atriceps","Hypsipetes affinis","Falco moluccensis","Eudynamys scolopaceus","Cacomantis variolosus.1","Centropus goliath","Centropus bengalensis","Ptilinopus hyogastrus","Ptilinopus superbus","Ptilinopus granulifrons","Ducula basilica","Ducula bicolor","Ducula perspicillata","Ducula concinna","Chalcophaps indica","Caloenas nicobarica","Macropygia amboinensis","Reinwardtoena reinwardti","Spilopelia chinensis","Columba vitiensis","Columba livia.1","Myiagra alecto.2","Myiagra alecto.3","Egretta sacra.3","Symposiachrus trivirgatus.1","Myiagra galeata.1","Zosterops atriceps.1"
"Eos squamata",206.14953460405,206.149534603996,206.149534604025,206.149534603861,206.149534604136,170.503143166309,170.503143166229,170.503143166029,170.503143166036,170.503143165688,170.503143166228,170.503143165567,170.503143165971,170.503143166548,170.503143166031,170.503143165884,170.503143166157,170.503143166246,170.503143166289,170.503143166497,170.503143166383,170.503143165754,170.50314316632,170.503143166335,170.503143166365,170.50314316635,170.503143166204,170.503143166075,170.50314316602,166.971006001223,166.97100600133,166.97100600148,166.971006001432,166.971006001101,166.971006001157,166.971006001588,166.971006001688,166.971006001585,166.971006001534,166.971006001751,166.971006001661,166.971006001576,166.971006001836,166.971006001558,166.971006001478,166.97100600197,166.971006001687,166.97100600147,166.971006001593,166.971006001765,166.971006001463,166.97100600152,166.971006001055,166.971006001172,166.971006001251,166.971006001302,116.144500803075,91.4332655456252,0,44.1104248574395,75.8199261050378,88.0250181043914,88.0755583605199,88.0755583603971,88.075558360259,133.552331800023,134.447183514296,134.447183514246,134.447183514158,134.447183514476,134.447183513951,134.44718351422,134.447183514241,134.447183514213,134.447183514079,134.447183513865,134.447183514196,134.447183514279,134.447183514214,134.447183513994,134.447183514411,134.447183514375,134.447183514191,134.447183514249,134.447183514127,134.447183514347,134.447183514306,158.751253096914,159.499233202535,159.499233202573,159.499233202384,159.499233202312,159.499233202182,159.499233202444,159.499233202294,159.499233202312,161.945182315112,169.841548111203,169.841548111797,169.841548111165,169.841548111433,175.194636623397,175.194636623339,175.194636623536,175.194636623531,175.194636623408,175.194636623506,175.19463662347,175.194636623635,175.194636623664,175.194636623536,175.194636623564,175.194636623617,175.194636623724,175.194636623742,134.447183513865,134.447183513865,170.503143166228,134.447183514079,134.447183514196,159.499233202294
"Hypocharmosyna placentis",206.149534604191,206.149534604137,206.149534604166,206.149534604003,206.149534604278,170.503143166451,170.503143166371,170.503143166171,170.503143166178,170.503143165829,170.50314316637,170.503143165709,170.503143166113,170.503143166689,170.503143166173,170.503143166026,170.503143166298,170.503143166387,170.503143166431,170.503143166638,170.503143166525,170.503143165895,170.503143166462,170.503143166477,170.503143166507,170.503143166491,170.503143166345,170.503143166216,170.503143166162,166.971006001365,166.971006001471,166.971006001622,166.971006001574,166.971006001242,166.971006001299,166.97100600173,166.971006001829,166.971006001726,166.971006001676,166.971006001893,166.971006001802,166.971006001718,166.971006001978,166.9710060017,166.971006001619,166.971006002111,166.971006001829,166.971006001612,166.971006001734,166.971006001906,166.971006001604,166.971006001662,166.971006001197,166.971006001313,166.971006001392,166.971006001443,116.144500803216,95.0794696484843,44.1104248574395,0,72.3657302429073,87.0819154375409,87.2250013919493,87.2250013918266,87.2250013916884,132.701774831453,133.596626545726,133.596626545675,133.596626545588,133.596626545905,133.596626545381,133.596626545649,133.59662654567,133.596626545643,133.596626545509,133.596626545294,133.596626545626,133.596626545709,133.596626545643,133.596626545424,133.596626545841,133.596626545804,133.59662654562,133.596626545679,133.596626545556,133.596626545777,133.596626545736,157.900696128343,159.499233202676,159.499233202715,159.499233202526,159.499233202454,159.499233202323,159.499233202585,159.499233202435,159.499233202453,161.945182315253,169.841548111344,169.841548111938,169.841548111307,169.841548111575,175.194636623539,175.19463662348,175.194636623677,175.194636623673,175.194636623549,175.194636623648,175.194636623612,175.194636623777,175.194636623806,175.194636623677,175.194636623706,175.194636623759,175.194636623866,175.194636623883,133.596626545294,133.596626545294,170.50314316637,133.596626545509,133.596626545626,159.499233202435
"Loriculus amabilis",206.149534603893,206.149534603839,206.149534603868,206.149534603705,206.14953460398,170.503143166152,170.503143166073,170.503143165872,170.503143165879,170.503143165531,170.503143166071,170.503143165411,170.503143165815,170.503143166391,170.503143165874,170.503143165727,170.503143166,170.503143166089,170.503143166133,170.50314316634,170.503143166226,170.503143165597,170.503143166163,170.503143166178,170.503143166208,170.503143166193,170.503143166047,170.503143165918,170.503143165863,166.971006001066,166.971006001173,166.971006001323,166.971006001275,166.971006000944,166.971006001,166.971006001431,166.971006001531,166.971006001428,166.971006001378,166.971006001594,166.971006001504,166.97100600142,166.97100600168,166.971006001401,166.971006001321,166.971006001813,166.971006001531,166.971006001314,166.971006001436,166.971006001608,166.971006001306,166.971006001363,166.971006000899,166.971006001015,166.971006001094,166.971006001145,116.144500802918,99.4005789972308,75.8199261050378,72.3657302429073,0,59.3314434969101,63.7508040771635,65.2405145131393,66.0320180085187,111.529688004499,112.873673658625,113.259976524235,113.276153612394,114.105075135062,114.617206779074,117.412510585679,119.461138366213,119.491356041233,119.491356041099,119.554509877669,130.400020500862,130.400020500945,130.400020500879,130.40002050066,130.400020501076,130.400020501041,130.400020500856,130.400020500915,130.400020500793,130.400020501013,130.400020500972,157.900696128045,159.499233202378,159.499233202416,159.499233202227,159.499233202155,159.499233202025,159.499233202287,159.499233202137,159.499233202155,161.945182314955,169.841548111046,169.84154811164,169.841548111008,169.841548111276,175.19463662324,175.194636623182,175.194636623379,175.194636623374,175.194636623251,175.19463662335,175.194636623313,175.194636623479,175.194636623507,175.194636623379,175.194636623407,175.19463662346,175.194636623568,175.194636623585,119.554509877669,119.554509877669,170.503143166071,119.491356041099,130.400020500862,159.499233202137
"Alisterus amboinensis",206.14953460372,206.149534603665,206.149534603694,206.149534603531,206.149534603806,170.503143165979,170.5031431659,170.503143165699,170.503143165706,170.503143165358,170.503143165898,170.503143165237,170.503143165641,170.503143166218,170.503143165701,170.503143165554,170.503143165826,170.503143165916,170.503143165959,170.503143166166,170.503143166053,170.503143165424,170.50314316599,170.503143166005,170.503143166035,170.50314316602,170.503143165873,170.503143165745,170.50314316569,166.971006000893,166.971006000999,166.97100600115,166.971006001102,166.971006000771,166.971006000827,166.971006001258,166.971006001358,166.971006001255,166.971006001204,166.971006001421,166.971006001331,166.971006001246,166.971006001506,166.971006001228,166.971006001147,166.97100600164,166.971006001357,166.97100600114,166.971006001263,166.971006001434,166.971006001133,166.97100600119,166.971006000725,166.971006000842,166.97100600092,166.971006000972,116.144500802745,102.502776074079,88.0250181043914,87.0819154375409,59.3314434969101,0,46.0624113234659,52.7822323518338,57.6325651131836,107.616492120729,108.960477774855,109.639883108799,109.91809534588,110.768058083886,111.761791817335,114.858572495423,118.434842619702,118.573337159114,118.57333715898,118.63649099555,129.482001618743,130.195398932543,130.195398932477,130.195398932258,130.195398932674,130.195398932638,130.195398932454,130.195398932513,130.19539893239,130.195398932611,130.19539893257,157.696074559643,159.499233202204,159.499233202243,159.499233202054,159.499233201982,159.499233201851,159.499233202114,159.499233201963,159.499233201982,161.945182314781,169.841548110873,169.841548111467,169.841548110835,169.841548111103,175.194636623067,175.194636623009,175.194636623206,175.194636623201,175.194636623078,175.194636623176,175.19463662314,175.194636623305,175.194636623334,175.194636623205,175.194636623234,175.194636623287,175.194636623394,175.194636623412,118.63649099555,118.63649099555,170.503143165898,118.57333715898,129.482001618743,159.499233201963
"Geoffroyus geoffroyi",206.14953460396,206.149534603906,206.149534603935,206.149534603772,206.149534604047,170.503143166219,170.50314316614,170.503143165939,170.503143165947,170.503143165598,170.503143166138,170.503143165478,170.503143165881,170.503143166458,170.503143165941,170.503143165795,170.503143166067,170.503143166156,170.5031431662,170.503143166407,170.503143166293,170.503143165664,170.50314316623,170.503143166245,170.503143166275,170.50314316626,170.503143166114,170.503143165985,170.503143165931,166.971006001133,166.97100600124,166.97100600139,166.971006001342,166.971006001011,166.971006001067,166.971006001499,166.971006001598,166.971006001495,166.971006001445,166.971006001661,166.971006001571,166.971006001487,166.971006001747,166.971006001468,166.971006001388,166.97100600188,166.971006001598,166.971006001381,166.971006001503,166.971006001675,166.971006001373,166.97100600143,166.971006000966,166.971006001082,166.971006001161,166.971006001212,116.144500802985,102.502776074319,88.0755583605199,87.2250013919493,63.7508040771635,46.0624113234659,0,30.0324442835656,42.1716134025815,101.934208115635,108.36044815853,109.054656568122,109.477463504914,110.507053215466,111.500786948915,114.647455818143,118.259269875252,118.573337159354,118.57333715922,118.63649099579,129.482001618983,130.195398932783,130.195398932717,130.195398932498,130.195398932915,130.195398932879,130.195398932694,130.195398932753,130.195398932631,130.195398932851,130.19539893281,157.696074559883,159.499233202445,159.499233202483,159.499233202294,159.499233202222,159.499233202092,159.499233202354,159.499233202204,159.499233202222,161.945182315022,169.841548111113,169.841548111707,169.841548111075,169.841548111343,175.194636623307,175.194636623249,175.194636623446,175.194636623441,175.194636623318,175.194636623416,175.19463662338,175.194636623546,175.194636623574,175.194636623446,175.194636623474,175.194636623527,175.194636623635,175.194636623652,118.63649099579,118.63649099579,170.503143166138,118.57333715922,129.482001618983,159.499233202204
"Tanygnathus megalorynchos",206.149534603837,206.149534603783,206.149534603812,206.149534603649,206.149534603924,170.503143166097,170.503143166017,170.503143165817,170.503143165824,170.503143165475,170.503143166016,170.503143165355,170.503143165759,170.503143166335,170.503143165819,170.503143165672,170.503143165944,170.503143166033,170.503143166077,170.503143166284,170.503143166171,170.503143165541,170.503143166108,170.503143166123,170.503143166152,170.503143166137,170.503143165991,170.503143165862,170.503143165808,166.971006001011,166.971006001117,166.971006001268,166.97100600122,166.971006000888,166.971006000945,166.971006001376,166.971006001475,166.971006001372,166.971006001322,166.971006001539,166.971006001448,166.971006001364,166.971006001624,166.971006001346,166.971006001265,166.971006001757,166.971006001475,166.971006001258,166.97100600138,166.971006001552,166.97100600125,166.971006001308,166.971006000843,166.971006000959,166.971006001038,166.97100600109,116.144500802862,102.502776074196,88.0755583603971,87.2250013918266,65.2405145131393,52.7822323518338,30.0324442835656,0,36.1302553592854,98.6152753691426,105.232038782292,108.940645738446,109.370302612779,110.459081129922,111.500786948793,114.64745581802,118.25926987513,118.573337159232,118.573337159098,118.636490995667,129.48200161886,130.19539893266,130.195398932595,130.195398932376,130.195398932792,130.195398932756,130.195398932572,130.19539893263,130.195398932508,130.195398932729,130.195398932687,157.69607455976,159.499233202322,159.499233202361,159.499233202172,159.4992332021,159.499233201969,159.499233202231,159.499233202081,159.499233202099,161.945182314899,169.84154811099,169.841548111584,169.841548110953,169.841548111221,175.194636623185,175.194636623126,175.194636623323,175.194636623319,175.194636623195,175.194636623294,175.194636623258,175.194636623423,175.194636623452,175.194636623323,175.194636623352,175.194636623405,175.194636623512,175.19463662353,118.636490995667,118.636490995667,170.503143166016,118.573337159098,129.48200161886,159.499233202081
"Eclectus roratus",206.149534603699,206.149534603645,206.149534603674,206.149534603511,206.149534603786,170.503143165958,170.503143165879,170.503143165679,170.503143165686,170.503143165337,170.503143165878,170.503143165217,170.503143165621,170.503143166197,170.50314316568,170.503143165534,170.503143165806,170.503143165895,170.503143165939,170.503143166146,170.503143166032,170.503143165403,170.503143165969,170.503143165984,170.503143166014,170.503143165999,170.503143165853,170.503143165724,170.50314316567,166.971006000872,166.971006000979,166.971006001129,166.971006001081,166.97100600075,166.971006000806,166.971006001238,166.971006001337,166.971006001234,166.971006001184,166.971006001401,166.97100600131,166.971006001226,166.971006001486,166.971006001207,166.971006001127,166.971006001619,166.971006001337,166.971006001119,166.971006001242,166.971006001414,166.971006001112,166.971006001169,166.971006000705,166.971006000821,166.9710060009,166.971006000951,116.144500802724,102.502776074058,88.075558360259,87.2250013916884,66.0320180085187,57.6325651131836,42.1716134025815,36.1302553592854,0,91.2351031492142,101.214678125435,104.923285081589,106.950824175282,108.039602692425,109.208499646836,112.464108115617,116.075922172726,116.620278533133,116.791905045453,117.769278283709,129.482001618722,130.195398932522,130.195398932456,130.195398932237,130.195398932654,130.195398932618,130.195398932434,130.195398932492,130.19539893237,130.19539893259,130.195398932549,157.696074559622,159.499233202184,159.499233202222,159.499233202034,159.499233201962,159.499233201831,159.499233202093,159.499233201943,159.499233201961,161.945182314761,169.841548110852,169.841548111446,169.841548110814,169.841548111082,175.194636623047,175.194636622988,175.194636623185,175.19463662318,175.194636623057,175.194636623156,175.194636623119,175.194636623285,175.194636623313,175.194636623185,175.194636623214,175.194636623266,175.194636623374,175.194636623391,117.769278283709,117.769278283709,170.503143165878,116.791905045453,129.482001618722,159.499233201943
"Erythropitta rufiventris",206.149534604318,206.149534604264,206.149534604293,206.149534604129,206.149534604404,170.503143166577,170.503143166498,170.503143166297,170.503143166304,170.503143165956,170.503143166496,170.503143165836,170.503143166239,170.503143166816,170.503143166299,170.503143166152,170.503143166425,170.503143166514,170.503143166557,170.503143166764,170.503143166651,170.503143166022,170.503143166588,170.503143166603,170.503143166633,170.503143166618,170.503143166472,170.503143166343,170.503143166288,166.971006001491,166.971006001598,166.971006001748,166.9710060017,166.971006001369,166.971006001425,166.971006001856,166.971006001956,166.971006001853,166.971006001802,166.971006002019,166.971006001929,166.971006001844,166.971006002105,166.971006001826,166.971006001745,166.971006002238,166.971006001955,166.971006001738,166.971006001861,166.971006002032,166.971006001731,166.971006001788,166.971006001323,166.97100600144,166.971006001518,166.97100600157,149.257704986639,147.979549513822,133.552331800023,132.701774831453,111.529688004499,107.616492120729,101.934208115635,98.6152753691426,91.2351031492142,0,42.9894687774272,93.5175277681269,95.5450668618191,97.0826393838345,98.251536338246,101.626295393167,105.337876356839,105.888235368648,106.255106476395,107.33264544295,119.532175485397,120.275046180285,120.275046180219,120.27504618,120.275046180416,120.27504618038,120.275046180196,120.275046180255,120.275046180132,120.275046180353,120.275046180312,147.775721807385,149.578880449947,149.578880449985,149.578880449796,149.578880449724,149.578880449594,149.578880449856,149.578880449706,149.578880449724,161.945182315379,169.841548111471,169.841548112065,169.841548111433,169.841548111701,175.194636623665,175.194636623607,175.194636623804,175.194636623799,175.194636623676,175.194636623774,175.194636623738,175.194636623903,175.194636623932,175.194636623803,175.194636623832,175.194636623885,175.194636623992,175.19463662401,107.33264544295,107.33264544295,170.503143166496,106.255106476395,119.532175485397,149.578880449706
"Pitta maxima",206.149534604486,206.149534604432,206.149534604461,206.149534604298,206.149534604572,170.503143166745,170.503143166666,170.503143166465,170.503143166473,170.503143166124,170.503143166664,170.503143166004,170.503143166408,170.503143166984,170.503143166467,170.50314316632,170.503143166593,170.503143166682,170.503143166726,170.503143166933,170.503143166819,170.50314316619,170.503143166756,170.503143166771,170.503143166801,170.503143166786,170.50314316664,170.503143166511,170.503143166456,166.971006001659,166.971006001766,166.971006001916,166.971006001868,166.971006001537,166.971006001593,166.971006002024,166.971006002124,166.971006002021,166.97100600197,166.971006002187,166.971006002097,166.971006002013,166.971006002273,166.971006001994,166.971006001914,166.971006002406,166.971006002124,166.971006001906,166.971006002029,166.9710060022,166.971006001899,166.971006001956,166.971006001492,166.971006001608,166.971006001687,166.971006001738,149.304815671641,148.675061394993,134.447183514296,133.596626545726,112.873673658625,108.960477774855,108.36044815853,105.232038782292,101.214678125435,42.9894687774272,0,86.2472174416464,93.2255558744495,94.7631283964648,97.3488166949083,100.723575749829,104.479884960325,105.083791384192,105.450662491939,106.546930689578,118.746667568501,119.540523219181,119.540523219115,119.540523218896,119.540523219313,119.540523219277,119.540523219093,119.540523219151,119.540523219029,119.540523219249,119.540523219208,147.041198846281,148.844357488843,148.844357488881,148.844357488692,148.84435748862,148.84435748849,148.844357488752,148.844357488602,148.84435748862,161.210659354275,169.841548111639,169.841548112233,169.841548111601,169.841548111869,175.194636623833,175.194636623775,175.194636623972,175.194636623967,175.194636623844,175.194636623943,175.194636623906,175.194636624072,175.1946366241,175.194636623972,175.194636624,175.194636624053,175.194636624161,175.194636624178,106.546930689578,106.546930689578,170.503143166664,105.450662491939,118.746667568501,148.844357488602
"Myzomela obscura.1",206.149534604435,206.149534604381,206.14953460441,206.149534604247,206.149534604522,170.503143166695,170.503143166615,170.503143166415,170.503143166422,170.503143166073,170.503143166614,170.503143165953,170.503143166357,170.503143166933,170.503143166417,170.50314316627,170.503143166542,170.503143166631,170.503143166675,170.503143166882,170.503143166769,170.503143166139,170.503143166706,170.503143166721,170.503143166751,170.503143166736,170.503143166589,170.503143166461,170.503143166406,166.971006001609,166.971006001715,166.971006001866,166.971006001818,166.971006001486,166.971006001543,166.971006001974,166.971006002073,166.97100600197,166.97100600192,166.971006002137,166.971006002046,166.971006001962,166.971006002222,166.971006001944,166.971006001863,166.971006002355,166.971006002073,166.971006001856,166.971006001978,166.97100600215,166.971006001848,166.971006001906,166.971006001441,166.971006001557,166.971006001636,166.971006001687,149.304815671591,148.675061394942,134.447183514246,133.596626545675,113.259976524235,109.639883108799,109.054656568122,108.940645738446,104.923285081589,93.5175277681269,86.2472174416464,0,48.5321681660389,80.6915811456422,83.2772694440857,88.0390695088861,91.7953787193822,92.4206951832345,92.8070591450962,93.9033273427348,106.103064221658,106.896919872338,106.896919872273,106.896919872054,106.89691987247,106.896919872434,106.89691987225,106.896919872308,106.896919872186,106.896919872407,106.896919872365,134.397595499438,136.200754142,136.200754142039,136.20075414185,136.200754141778,136.200754141647,136.200754141909,136.200754141759,136.200754141777,161.210659354225,169.841548111588,169.841548112182,169.841548111551,169.841548111819,175.194636623783,175.194636623725,175.194636623921,175.194636623917,175.194636623793,175.194636623892,175.194636623856,175.194636624021,175.19463662405,175.194636623921,175.19463662395,175.194636624003,175.19463662411,175.194636624128,93.9033273427348,93.9033273427348,170.503143166614,92.8070591450962,106.103064221658,136.200754141759
"Melitograis gilolensis",206.149534604348,206.149534604294,206.149534604323,206.149534604159,206.149534604435,170.503143166607,170.503143166528,170.503143166327,170.503143166334,170.503143165986,170.503143166526,170.503143165866,170.503143166269,170.503143166846,170.503143166329,170.503143166183,170.503143166455,170.503143166544,170.503143166588,170.503143166795,170.503143166681,170.503143166052,170.503143166618,170.503143166633,170.503143166663,170.503143166648,170.503143166502,170.503143166373,170.503143166318,166.971006001521,166.971006001628,166.971006001778,166.97100600173,166.971006001399,166.971006001455,166.971006001887,166.971006001986,166.971006001883,166.971006001833,166.971006002049,166.971006001959,166.971006001875,166.971006002135,166.971006001856,166.971006001776,166.971006002268,166.971006001986,166.971006001768,166.971006001891,166.971006002063,166.971006001761,166.971006001818,166.971006001354,166.97100600147,166.971006001549,166.9710060016,149.304815671503,148.675061394855,134.447183514158,133.596626545588,113.276153612394,109.91809534588,109.477463504914,109.370302612779,106.950824175282,95.5450668618191,93.2255558744495,48.5321681660389,0,72.5814937765134,81.8798190133399,86.6416190781403,90.9255576612228,91.5508741250751,91.9372380869369,93.0335062845755,105.233243163499,106.027098814179,106.027098814113,106.027098813894,106.027098814311,106.027098814275,106.02709881409,106.027098814149,106.027098814027,106.027098814247,106.027098814206,133.527774441279,135.330933083841,135.330933083879,135.33093308369,135.330933083618,135.330933083488,135.33093308375,135.3309330836,135.330933083618,160.340838296066,169.841548111501,169.841548112095,169.841548111463,169.841548111731,175.194636623695,175.194636623637,175.194636623834,175.194636623829,175.194636623706,175.194636623805,175.194636623768,175.194636623934,175.194636623962,175.194636623834,175.194636623862,175.194636623915,175.194636624023,175.19463662404,93.0335062845755,93.0335062845755,170.503143166526,91.9372380869369,105.233243163499,135.3309330836
"Corvus validus",206.149534604666,206.149534604611,206.149534604641,206.149534604477,206.149534604752,170.503143166925,170.503143166845,170.503143166645,170.503143166652,170.503143166304,170.503143166844,170.503143166183,170.503143166587,170.503143167164,170.503143166647,170.5031431665,170.503143166772,170.503143166862,170.503143166905,170.503143167112,170.503143166999,170.503143166369,170.503143166936,170.503143166951,170.503143166981,170.503143166966,170.50314316682,170.503143166691,170.503143166636,166.971006001839,166.971006001945,166.971006002096,166.971006002048,166.971006001717,166.971006001773,166.971006002204,166.971006002304,166.971006002201,166.97100600215,166.971006002367,166.971006002277,166.971006002192,166.971006002452,166.971006002174,166.971006002093,166.971006002586,166.971006002303,166.971006002086,166.971006002209,166.97100600238,166.971006002079,166.971006002136,166.971006001671,166.971006001788,166.971006001866,166.971006001918,149.304815671821,148.675061395173,134.447183514476,133.596626545905,114.105075135062,110.768058083886,110.507053215466,110.459081129922,108.039602692425,97.0826393838345,94.7631283964648,80.6915811456422,72.5814937765134,0,53.1591399335799,63.8768060000926,69.258414354459,71.0377514401833,71.49609311677,72.9752684447961,85.5506882261116,86.3804175988604,87.2071419665555,87.624992136432,90.4690931831229,92.4498446832083,92.4498446830241,92.4498446830826,92.5444380088467,103.282553631771,103.28255363173,130.783229258803,132.586387901365,132.586387901403,132.586387901214,132.586387901142,132.586387901012,132.586387901274,132.586387901124,132.586387901142,160.340838296383,169.841548111819,169.841548112413,169.841548111781,169.841548112049,175.194636624013,175.194636623955,175.194636624152,175.194636624147,175.194636624024,175.194636624122,175.194636624086,175.194636624251,175.19463662428,175.194636624151,175.19463662418,175.194636624233,175.19463662434,175.194636624358,72.9752684447961,72.9752684447961,170.503143166844,71.49609311677,85.5506882261116,132.586387901124
"Corvus orru.1",206.149534604141,206.149534604087,206.149534604116,206.149534603953,206.149534604228,170.5031431664,170.503143166321,170.50314316612,170.503143166127,170.503143165779,170.503143166319,170.503143165659,170.503143166063,170.503143166639,170.503143166122,170.503143165976,170.503143166248,170.503143166337,170.503143166381,170.503143166588,170.503143166474,170.503143165845,170.503143166411,170.503143166426,170.503143166456,170.503143166441,170.503143166295,170.503143166166,170.503143166111,166.971006001314,166.971006001421,166.971006001571,166.971006001523,166.971006001192,166.971006001248,166.971006001679,166.971006001779,166.971006001676,166.971006001625,166.971006001842,166.971006001752,166.971006001667,166.971006001928,166.971006001649,166.971006001569,166.971006002061,166.971006001779,166.971006001561,166.971006001684,166.971006001856,166.971006001554,166.971006001611,166.971006001146,166.971006001263,166.971006001342,166.971006001393,149.304815671296,148.675061394648,134.447183513951,133.596626545381,114.617206779074,111.761791817335,111.500786948915,111.500786948793,109.208499646836,98.251536338246,97.3488166949083,83.2772694440857,81.8798190133399,53.1591399335799,0,53.1210018824389,63.1523505709514,67.1792624911397,68.0320335555579,69.5178104949872,82.3280741244859,83.3568803521339,84.1950376687195,84.9393972220645,88.062207156088,91.2170017267662,91.3666120368012,91.3666120368598,91.4612053626239,102.199320985548,103.095682975531,130.596358602604,132.399517245166,132.399517245204,132.399517245016,132.399517244943,132.399517244813,132.399517245075,132.399517244925,132.399517244943,160.153967640184,169.841548111294,169.841548111888,169.841548111256,169.841548111524,175.194636623488,175.19463662343,175.194636623627,175.194636623622,175.194636623499,175.194636623598,175.194636623561,175.194636623727,175.194636623755,175.194636623627,175.194636623656,175.194636623708,175.194636623816,175.194636623833,69.5178104949872,69.5178104949872,170.503143166319,68.0320335555579,82.3280741244859,132.399517244925
"Lycocorax pyrrhopterus",206.149534604409,206.149534604355,206.149534604384,206.149534604221,206.149534604496,170.503143166669,170.503143166589,170.503143166389,170.503143166396,170.503143166047,170.503143166588,170.503143165927,170.503143166331,170.503143166907,170.503143166391,170.503143166244,170.503143166516,170.503143166605,170.503143166649,170.503143166856,170.503143166743,170.503143166113,170.50314316668,170.503143166694,170.503143166724,170.503143166709,170.503143166563,170.503143166435,170.50314316638,166.971006001582,166.971006001689,166.97100600184,166.971006001792,166.97100600146,166.971006001517,166.971006001948,166.971006002047,166.971006001944,166.971006001894,166.971006002111,166.97100600202,166.971006001936,166.971006002196,166.971006001918,166.971006001837,166.971006002329,166.971006002047,166.97100600183,166.971006001952,166.971006002124,166.971006001822,166.97100600188,166.971006001415,166.971006001531,166.97100600161,166.971006001661,149.304815671565,148.675061394916,134.44718351422,133.596626545649,117.412510585679,114.858572495423,114.647455818143,114.64745581802,112.464108115617,101.626295393167,100.723575749829,88.0390695088861,86.6416190781403,63.8768060000926,53.1210018824389,0,51.7514455226978,62.2202196652412,63.2530340515393,68.9228173182662,81.733080947765,82.9742855847193,84.0279169621559,84.7722765155008,87.9339324694588,91.1201931747866,91.3666120370696,91.3666120371282,91.4612053628922,102.199320985817,103.095682975799,130.596358602872,132.399517245434,132.399517245473,132.399517245284,132.399517245212,132.399517245081,132.399517245344,132.399517245193,132.399517245211,160.153967640453,169.841548111562,169.841548112156,169.841548111525,169.841548111792,175.194636623757,175.194636623699,175.194636623895,175.194636623891,175.194636623767,175.194636623866,175.19463662383,175.194636623995,175.194636624024,175.194636623895,175.194636623924,175.194636623976,175.194636624084,175.194636624101,68.9228173182662,68.9228173182662,170.503143166588,63.2530340515393,81.733080947765,132.399517245193
