"","Cygnus cygnus","Anser erythropus","Anser fabalis","Anas acuta.1","Anas crecca.1","Anas platyrhynchos","Mareca penelope","Aythya fuligula","Aythya marila.1","Mergus serrator.1","Mergus merganser.1","Bucephala clangula.1","Melanitta fusca","Melanitta perspicillata.1","Clangula hyemalis.1","Polysticta stelleri","Somateria spectabilis.1","Somateria mollissima.1","Lagopus muta.1","Lagopus lagopus.1","Tetrao urogallus","Gavia stellata.1","Gavia arctica","Phalacrocorax carbo.2","Fulmarus glacialis","Numenius phaeopus.2","Xenus cinereus.1","Phalaropus lobatus.1","Tringa erythropus","Tringa nebularia.1","Tringa totanus","Actitis hypoleucos.2","Gallinago gallinago","Calidris pugnax","Larus canus","Larus marinus.1","Larus argentatus.1","Sterna paradisaea.1","Uria aalge.1","Charadrius hiaticula.2","Eudromias morinellus","Haematopus ostralegus","Pluvialis apricaria","Grus grus","Falco tinnunculus","Falco rusticolus","Falco peregrinus.1","Falco columbarius.1","Pica pica","Corvus corone","Corvus corax.1","Perisoreus infaustus","Poecile cinctus","Parus major","Riparia riparia.1","Delichon urbicum.1","Turdus pilaris","Turdus iliacus","Luscinia svecica","Cinclus cinclus","Plectrophenax nivalis.1","Motacilla alba","Motacilla flava.1","Surnia ulula.1","Aegolius funereus.1","Strix nebulosa","Bubo scandiacus.1","Asio flammeus.1","Dryobates minor","Picoides tridactylus","Dryocopus martius","Pandion haliaetus.2","Accipiter gentilis","Circus cyaneus","Accipiter nisus","Haliaeetus albicilla","Buteo lagopus.1","Aquila chrysaetos","Cuculus canorus","Larus argentatus.2"
"Gallinago gallinago",205.72402413506,205.724024135039,205.724024135047,205.724024134962,205.724024135018,205.724024135081,205.724024135009,205.724024135049,205.724024135031,205.724024135025,205.724024135005,205.724024135,205.724024134986,205.724024135028,205.724024134981,205.724024134998,205.72402413502,205.724024135021,205.724024134663,205.724024134717,205.72402413474,156.270277180582,156.270277179584,156.270277180212,156.270277180059,77.6422069622184,62.4515020248653,62.0975427877486,61.8694576576564,61.8694576573925,61.5231947301507,61.505471540623,0,63.6884629368126,109.416777161488,110.19255588785,110.192555887852,110.192555887831,110.19255588789,125.339051695957,125.460787394584,125.460787394048,125.460787394413,149.739494761183,169.504275847253,169.504275847395,169.504275847325,169.504275847301,169.504275847779,169.504275847747,169.504275847402,169.504275847521,169.504275847589,169.504275847568,169.504275847877,169.504275847327,169.504275847231,169.504275847554,169.504275847806,169.504275847711,169.504275847527,169.504275847615,169.504275847796,169.504275847363,169.504275847347,169.504275847261,169.504275847367,169.504275847508,169.504275847146,169.50427584714,169.5042758476,169.504275847205,169.504275847468,169.504275847263,169.504275847354,169.504275847062,169.504275847162,169.504275847139,169.504275846561,110.192555887852
"Calidris pugnax",205.724024135356,205.724024135336,205.724024135344,205.724024135259,205.724024135315,205.724024135378,205.724024135306,205.724024135346,205.724024135328,205.724024135321,205.724024135302,205.724024135297,205.724024135283,205.724024135325,205.724024135278,205.724024135295,205.724024135317,205.724024135318,205.72402413496,205.724024135014,205.724024135037,156.270277180879,156.270277179881,156.270277180509,156.270277180356,77.6422069625154,64.2682009310974,64.0260586832288,63.8150222708326,63.8150222705687,63.8021325661574,63.8021325661816,63.6884629368126,0,109.416777161785,110.192555888147,110.192555888149,110.192555888128,110.192555888187,125.339051696254,125.460787394881,125.460787394345,125.46078739471,149.73949476148,169.50427584755,169.504275847692,169.504275847622,169.504275847598,169.504275848076,169.504275848044,169.504275847699,169.504275847818,169.504275847886,169.504275847865,169.504275848173,169.504275847624,169.504275847528,169.504275847851,169.504275848102,169.504275848008,169.504275847824,169.504275847912,169.504275848093,169.50427584766,169.504275847644,169.504275847558,169.504275847664,169.504275847805,169.504275847443,169.504275847437,169.504275847897,169.504275847502,169.504275847765,169.50427584756,169.504275847651,169.504275847359,169.504275847459,169.504275847436,169.504275846858,110.192555888149
"Larus canus",205.724024134649,205.724024134629,205.724024134637,205.724024134552,205.724024134608,205.724024134671,205.724024134599,205.724024134639,205.724024134621,205.724024134614,205.724024134595,205.72402413459,205.724024134576,205.724024134618,205.724024134571,205.724024134588,205.72402413461,205.724024134611,205.724024134253,205.724024134307,205.72402413433,156.270277180172,156.270277179174,156.270277179802,156.270277179649,110.764486540398,109.631198271522,109.416777161432,109.41677716167,109.416777161406,109.416777161425,109.41677716145,109.416777161488,109.416777161785,0,22.2011893889745,22.3496116098178,35.6903651129538,40.2306491911235,125.339051695547,125.460787394174,125.460787393638,125.460787394003,149.739494760773,169.504275846843,169.504275846985,169.504275846915,169.504275846891,169.504275847369,169.504275847337,169.504275846992,169.504275847111,169.504275847179,169.504275847158,169.504275847466,169.504275846917,169.504275846821,169.504275847144,169.504275847395,169.504275847301,169.504275847117,169.504275847205,169.504275847385,169.504275846953,169.504275846937,169.504275846851,169.504275846957,169.504275847098,169.504275846736,169.50427584673,169.50427584719,169.504275846795,169.504275847058,169.504275846853,169.504275846944,169.504275846652,169.504275846752,169.504275846729,169.504275846151,22.3496116098178
"Larus marinus.1",205.724024134659,205.724024134639,205.724024134647,205.724024134562,205.724024134618,205.724024134681,205.724024134609,205.724024134649,205.724024134631,205.724024134624,205.724024134605,205.7240241346,205.724024134586,205.724024134628,205.724024134581,205.724024134598,205.72402413462,205.724024134621,205.724024134263,205.724024134317,205.72402413434,156.270277180182,156.270277179184,156.270277179812,156.270277179659,110.764486540408,110.192555887476,110.192555887794,110.192555888032,110.192555887768,110.192555887787,110.192555887812,110.19255588785,110.192555888147,22.2011893889745,0,1.99255616789334,16.0471754687458,38.9587655879495,124.138431228863,125.460787394184,125.460787393648,125.460787394013,149.739494760783,169.504275846853,169.504275846995,169.504275846925,169.504275846901,169.504275847379,169.504275847347,169.504275847002,169.504275847121,169.504275847189,169.504275847168,169.504275847476,169.504275846927,169.504275846831,169.504275847154,169.504275847405,169.504275847311,169.504275847127,169.504275847215,169.504275847395,169.504275846963,169.504275846947,169.504275846861,169.504275846967,169.504275847108,169.504275846746,169.504275846739,169.5042758472,169.504275846805,169.504275847068,169.504275846863,169.504275846954,169.504275846662,169.504275846762,169.504275846739,169.504275846161,1.99255616789334
"Larus argentatus.1",205.724024134662,205.724024134641,205.724024134649,205.724024134564,205.72402413462,205.724024134683,205.724024134611,205.724024134652,205.724024134634,205.724024134627,205.724024134608,205.724024134603,205.724024134588,205.72402413463,205.724024134583,205.7240241346,205.724024134622,205.724024134623,205.724024134265,205.724024134319,205.724024134342,156.270277180184,156.270277179187,156.270277179814,156.270277179662,110.76448654041,110.192555887479,110.192555887796,110.192555888035,110.192555887771,110.19255588779,110.192555887814,110.192555887852,110.192555888149,22.3496116098178,1.99255616789334,0,15.4506692785222,38.9587655879518,124.138431228866,125.460787394186,125.46078739365,125.460787394015,149.739494760785,169.504275846855,169.504275846997,169.504275846927,169.504275846903,169.504275847381,169.50427584735,169.504275847004,169.504275847123,169.504275847191,169.504275847171,169.504275847479,169.504275846929,169.504275846833,169.504275847156,169.504275847408,169.504275847313,169.504275847129,169.504275847217,169.504275847398,169.504275846965,169.504275846949,169.504275846863,169.50427584697,169.50427584711,169.504275846748,169.504275846742,169.504275847202,169.504275846807,169.504275847071,169.504275846865,169.504275846956,169.504275846664,169.504275846764,169.504275846741,169.504275846163,0
"Sterna paradisaea.1",205.724024134641,205.72402413462,205.724024134628,205.724024134543,205.724024134599,205.724024134662,205.72402413459,205.724024134631,205.724024134612,205.724024134606,205.724024134587,205.724024134582,205.724024134567,205.724024134609,205.724024134562,205.724024134579,205.724024134601,205.724024134603,205.724024134244,205.724024134298,205.724024134321,156.270277180163,156.270277179166,156.270277179793,156.27027717964,110.764486540389,110.192555887458,110.192555887775,110.192555888013,110.19255588775,110.192555887769,110.192555887793,110.192555887831,110.192555888128,35.6903651129538,16.0471754687458,15.4506692785222,0,38.9587655879307,124.138431228845,125.460787394165,125.460787393629,125.460787393994,149.739494760764,169.504275846834,169.504275846976,169.504275846906,169.504275846882,169.50427584736,169.504275847329,169.504275846983,169.504275847102,169.50427584717,169.50427584715,169.504275847458,169.504275846908,169.504275846812,169.504275847135,169.504275847387,169.504275847292,169.504275847108,169.504275847196,169.504275847377,169.504275846944,169.504275846928,169.504275846842,169.504275846948,169.504275847089,169.504275846727,169.504275846721,169.504275847181,169.504275846786,169.504275847049,169.504275846844,169.504275846935,169.504275846643,169.504275846743,169.50427584672,169.504275846142,15.4506692785222
"Uria aalge.1",205.7240241347,205.724024134679,205.724024134688,205.724024134603,205.724024134659,205.724024134721,205.724024134649,205.72402413469,205.724024134672,205.724024134665,205.724024134646,205.724024134641,205.724024134626,205.724024134668,205.724024134622,205.724024134638,205.724024134661,205.724024134662,205.724024134303,205.724024134357,205.724024134381,156.270277180222,156.270277179225,156.270277179852,156.2702771797,110.764486540449,110.192555887517,110.192555887835,110.192555888073,110.192555887809,110.192555887828,110.192555887852,110.19255588789,110.192555888187,40.2306491911235,38.9587655879495,38.9587655879518,38.9587655879307,0,124.138431228904,125.460787394225,125.460787393688,125.460787394054,149.739494760823,169.504275846894,169.504275847036,169.504275846965,169.504275846942,169.50427584742,169.504275847388,169.504275847043,169.504275847162,169.50427584723,169.504275847209,169.504275847517,169.504275846968,169.504275846872,169.504275847195,169.504275847446,169.504275847351,169.504275847168,169.504275847256,169.504275847436,169.504275847004,169.504275846987,169.504275846902,169.504275847008,169.504275847148,169.504275846787,169.50427584678,169.50427584724,169.504275846846,169.504275847109,169.504275846904,169.504275846995,169.504275846703,169.504275846802,169.50427584678,169.504275846201,38.9587655879518
"Charadrius hiaticula.2",205.724024135471,205.72402413545,205.724024135458,205.724024135374,205.724024135429,205.724024135492,205.72402413542,205.724024135461,205.724024135443,205.724024135436,205.724024135417,205.724024135412,205.724024135397,205.724024135439,205.724024135392,205.724024135409,205.724024135431,205.724024135432,205.724024135074,205.724024135128,205.724024135151,156.270277180993,156.270277179996,156.270277180623,156.270277180471,125.910982348515,125.339051695584,125.339051695901,125.33905169614,125.339051695876,125.339051695895,125.339051695919,125.339051695957,125.339051696254,125.339051695547,124.138431228863,124.138431228866,124.138431228845,124.138431228904,0,60.2274992631446,86.1736564026831,92.268885885883,149.739494761594,169.504275847664,169.504275847806,169.504275847736,169.504275847712,169.50427584819,169.504275848159,169.504275847814,169.504275847932,169.504275848,169.50427584798,169.504275848288,169.504275847738,169.504275847642,169.504275847965,169.504275848217,169.504275848122,169.504275847938,169.504275848026,169.504275848207,169.504275847775,169.504275847758,169.504275847672,169.504275847779,169.504275847919,169.504275847557,169.504275847551,169.504275848011,169.504275847616,169.50427584788,169.504275847674,169.504275847765,169.504275847473,169.504275847573,169.50427584755,169.504275846972,124.138431228866
"Eudromias morinellus",205.72402413553,205.724024135509,205.724024135517,205.724024135433,205.724024135488,205.724024135551,205.724024135479,205.72402413552,205.724024135501,205.724024135495,205.724024135476,205.724024135471,205.724024135456,205.724024135498,205.724024135451,205.724024135468,205.72402413549,205.724024135492,205.724024135133,205.724024135187,205.72402413521,156.270277181052,156.270277180055,156.270277180682,156.27027718053,125.910982348574,125.460787394211,125.460787394528,125.460787394767,125.460787394503,125.460787394522,125.460787394546,125.460787394584,125.460787394881,125.460787394174,125.460787394184,125.460787394186,125.460787394165,125.460787394225,60.2274992631446,0,85.1832622543874,91.60655055273,149.147473383309,169.504275847723,169.504275847865,169.504275847795,169.504275847771,169.50427584825,169.504275848218,169.504275847872,169.504275847991,169.504275848059,169.504275848039,169.504275848347,169.504275847797,169.504275847701,169.504275848024,169.504275848276,169.504275848181,169.504275847997,169.504275848086,169.504275848266,169.504275847834,169.504275847817,169.504275847731,169.504275847838,169.504275847978,169.504275847616,169.50427584761,169.50427584807,169.504275847676,169.504275847939,169.504275847733,169.504275847824,169.504275847532,169.504275847632,169.504275847609,169.504275847031,125.460787394186
"Haematopus ostralegus",205.724024134993,205.724024134973,205.724024134981,205.724024134896,205.724024134952,205.724024135015,205.724024134942,205.724024134983,205.724024134965,205.724024134958,205.724024134939,205.724024134934,205.72402413492,205.724024134962,205.724024134915,205.724024134932,205.724024134954,205.724024134955,205.724024134597,205.724024134651,205.724024134674,156.270277180515,156.270277179518,156.270277180146,156.270277179993,125.910982348038,125.460787393674,125.460787393992,125.46078739423,125.460787393966,125.460787393985,125.46078739401,125.460787394048,125.460787394345,125.460787393638,125.460787393648,125.46078739365,125.460787393629,125.460787393688,86.1736564026831,85.1832622543874,0,91.1953861933074,149.147473382772,169.504275847187,169.504275847329,169.504275847258,169.504275847235,169.504275847713,169.504275847681,169.504275847336,169.504275847455,169.504275847523,169.504275847502,169.50427584781,169.504275847261,169.504275847164,169.504275847488,169.504275847739,169.504275847645,169.504275847461,169.504275847549,169.504275847729,169.504275847297,169.50427584728,169.504275847195,169.504275847301,169.504275847441,169.50427584708,169.504275847073,169.504275847533,169.504275847139,169.504275847402,169.504275847197,169.504275847288,169.504275846996,169.504275847096,169.504275847073,169.504275846495,125.46078739365
"Pluvialis apricaria",205.724024135359,205.724024135338,205.724024135346,205.724024135262,205.724024135317,205.72402413538,205.724024135308,205.724024135349,205.72402413533,205.724024135324,205.724024135305,205.7240241353,205.724024135285,205.724024135327,205.72402413528,205.724024135297,205.724024135319,205.72402413532,205.724024134962,205.724024135016,205.724024135039,156.270277180881,156.270277179884,156.270277180511,156.270277180359,125.910982348403,125.46078739404,125.460787394357,125.460787394596,125.460787394332,125.460787394351,125.460787394375,125.460787394413,125.46078739471,125.460787394003,125.460787394013,125.460787394015,125.460787393994,125.460787394054,92.268885885883,91.60655055273,91.1953861933074,0,149.147473383138,169.504275847552,169.504275847694,169.504275847624,169.5042758476,169.504275848078,169.504275848047,169.504275847702,169.50427584782,169.504275847889,169.504275847868,169.504275848176,169.504275847626,169.50427584753,169.504275847853,169.504275848105,169.50427584801,169.504275847826,169.504275847914,169.504275848095,169.504275847662,169.504275847646,169.504275847561,169.504275847667,169.504275847807,169.504275847446,169.504275847439,169.504275847899,169.504275847504,169.504275847768,169.504275847562,169.504275847653,169.504275847361,169.504275847461,169.504275847438,169.50427584686,125.460787394015
"Grus grus",205.724024135765,205.724024135745,205.724024135753,205.724024135668,205.724024135724,205.724024135786,205.724024135715,205.724024135755,205.724024135737,205.72402413573,205.724024135711,205.724024135706,205.724024135692,205.724024135734,205.724024135687,205.724024135704,205.724024135726,205.724024135727,205.724024135369,205.724024135422,205.724024135446,156.270277181287,156.27027718029,156.270277180918,156.270277180765,150.189689715173,149.739494760809,149.739494761127,149.739494761365,149.739494761101,149.73949476112,149.739494761145,149.739494761183,149.73949476148,149.739494760773,149.739494760783,149.739494760785,149.739494760764,149.739494760823,149.739494761594,149.147473383309,149.147473382772,149.147473383138,0,169.504275847959,169.504275848101,169.50427584803,169.504275848007,169.504275848485,169.504275848453,169.504275848108,169.504275848227,169.504275848295,169.504275848274,169.504275848582,169.504275848033,169.504275847936,169.50427584826,169.504275848511,169.504275848417,169.504275848233,169.504275848321,169.504275848501,169.504275848069,169.504275848052,169.504275847967,169.504275848073,169.504275848213,169.504275847852,169.504275847845,169.504275848305,169.504275847911,169.504275848174,169.504275847969,169.50427584806,169.504275847768,169.504275847868,169.504275847845,169.504275847267,149.739494760785
"Falco tinnunculus",205.724024135456,205.724024135435,205.724024135444,205.724024135359,205.724024135415,205.724024135477,205.724024135405,205.724024135446,205.724024135428,205.724024135421,205.724024135402,205.724024135397,205.724024135383,205.724024135424,205.724024135378,205.724024135394,205.724024135417,205.724024135418,205.724024135059,205.724024135113,205.724024135137,169.504275848236,169.504275847238,169.504275847866,169.504275847713,169.50427584748,169.50427584688,169.504275847197,169.504275847435,169.504275847172,169.504275847191,169.504275847215,169.504275847253,169.50427584755,169.504275846843,169.504275846853,169.504275846855,169.504275846834,169.504275846894,169.504275847664,169.504275847723,169.504275847187,169.504275847552,169.504275847959,0,26.0632354756675,30.8614386161378,33.3082661660582,131.679022896074,131.679022896043,131.679022895697,131.679022895816,131.679022895884,131.679022895864,131.679022896172,131.679022895622,131.679022895526,131.679022895849,131.679022896101,161.152568999647,161.152568999463,161.152568999551,161.152568999731,165.956789688579,165.956789688562,165.956789688477,165.956789688583,165.956789688723,165.956789688362,165.956789688355,165.956789688815,165.956789688421,165.956789688684,165.956789688479,165.95678968857,165.956789688278,165.956789688377,165.956789688355,168.773297801068,169.504275846855
"Falco rusticolus",205.724024135598,205.724024135578,205.724024135586,205.724024135501,205.724024135557,205.724024135619,205.724024135548,205.724024135588,205.72402413557,205.724024135563,205.724024135544,205.724024135539,205.724024135525,205.724024135567,205.72402413552,205.724024135537,205.724024135559,205.72402413556,205.724024135202,205.724024135256,205.724024135279,169.504275848378,169.504275847381,169.504275848008,169.504275847856,169.504275847622,169.504275847022,169.50427584734,169.504275847578,169.504275847314,169.504275847333,169.504275847357,169.504275847395,169.504275847692,169.504275846985,169.504275846995,169.504275846997,169.504275846976,169.504275847036,169.504275847806,169.504275847865,169.504275847329,169.504275847694,169.504275848101,26.0632354756675,0,20.4314090803923,30.7558080575679,131.679022896217,131.679022896185,131.67902289584,131.679022895959,131.679022896027,131.679022896006,131.679022896314,131.679022895765,131.679022895668,131.679022895991,131.679022896243,161.152568999789,161.152568999605,161.152568999694,161.152568999874,165.956789688721,165.956789688705,165.956789688619,165.956789688725,165.956789688866,165.956789688504,165.956789688498,165.956789688958,165.956789688563,165.956789688826,165.956789688621,165.956789688712,165.95678968842,165.95678968852,165.956789688497,168.77329780121,169.504275846997
"Falco peregrinus.1",205.724024135528,205.724024135507,205.724024135516,205.724024135431,205.724024135486,205.724024135549,205.724024135477,205.724024135518,205.7240241355,205.724024135493,205.724024135474,205.724024135469,205.724024135454,205.724024135496,205.724024135449,205.724024135466,205.724024135488,205.72402413549,205.724024135131,205.724024135185,205.724024135208,169.504275848308,169.50427584731,169.504275847938,169.504275847785,169.504275847552,169.504275846951,169.504275847269,169.504275847507,169.504275847243,169.504275847262,169.504275847287,169.504275847325,169.504275847622,169.504275846915,169.504275846925,169.504275846927,169.504275846906,169.504275846965,169.504275847736,169.504275847795,169.504275847258,169.504275847624,169.50427584803,30.8614386161378,20.4314090803923,0,25.9997885708318,131.679022896146,131.679022896114,131.679022895769,131.679022895888,131.679022895956,131.679022895935,131.679022896244,131.679022895694,131.679022895598,131.679022895921,131.679022896173,161.152568999719,161.152568999535,161.152568999623,161.152568999803,165.956789688651,165.956789688634,165.956789688549,165.956789688655,165.956789688795,165.956789688434,165.956789688427,165.956789688887,165.956789688493,165.956789688756,165.95678968855,165.956789688642,165.956789688349,165.956789688449,165.956789688427,168.77329780114,169.504275846927
"Falco columbarius.1",205.724024135504,205.724024135484,205.724024135492,205.724024135407,205.724024135463,205.724024135525,205.724024135454,205.724024135494,205.724024135476,205.724024135469,205.72402413545,205.724024135445,205.72402413543,205.724024135472,205.724024135426,205.724024135442,205.724024135465,205.724024135466,205.724024135108,205.724024135161,205.724024135185,169.504275848284,169.504275847287,169.504275847914,169.504275847762,169.504275847528,169.504275846928,169.504275847245,169.504275847483,169.50427584722,169.504275847239,169.504275847263,169.504275847301,169.504275847598,169.504275846891,169.504275846901,169.504275846903,169.504275846882,169.504275846942,169.504275847712,169.504275847771,169.504275847235,169.5042758476,169.504275848007,33.3082661660582,30.7558080575679,25.9997885708318,0,131.679022896122,131.679022896091,131.679022895745,131.679022895864,131.679022895933,131.679022895912,131.67902289622,131.67902289567,131.679022895574,131.679022895897,131.679022896149,161.152568999695,161.152568999511,161.152568999599,161.152568999779,165.956789688627,165.956789688611,165.956789688525,165.956789688631,165.956789688771,165.95678968841,165.956789688403,165.956789688864,165.956789688469,165.956789688732,165.956789688527,165.956789688618,165.956789688326,165.956789688426,165.956789688403,168.773297801116,169.504275846903
"Pica pica",205.724024135982,205.724024135962,205.72402413597,205.724024135885,205.724024135941,205.724024136003,205.724024135932,205.724024135972,205.724024135954,205.724024135947,205.724024135928,205.724024135923,205.724024135909,205.72402413595,205.724024135904,205.724024135921,205.724024135943,205.724024135944,205.724024135586,205.72402413564,205.724024135663,169.504275848762,169.504275847765,169.504275848392,169.50427584824,169.504275848006,169.504275847406,169.504275847724,169.504275847962,169.504275847698,169.504275847717,169.504275847741,169.504275847779,169.504275848076,169.504275847369,169.504275847379,169.504275847381,169.50427584736,169.50427584742,169.50427584819,169.50427584825,169.504275847713,169.504275848078,169.504275848485,131.679022896074,131.679022896217,131.679022896146,131.679022896122,0,33.0456890734143,61.716697783586,63.5253015462719,96.884808762081,96.8848087620601,96.8848087623681,96.8848087618188,96.8848087617225,96.8848087620456,96.8848087622971,132.291970392986,132.291970392802,132.29197039289,132.29197039307,165.956789689105,165.956789689089,165.956789689003,165.956789689109,165.95678968925,165.956789688888,165.956789688882,165.956789689342,165.956789688947,165.95678968921,165.956789689005,165.956789689096,165.956789688804,165.956789688904,165.956789688881,168.773297801594,169.504275847381
"Corvus corone",205.724024135951,205.72402413593,205.724024135938,205.724024135853,205.724024135909,205.724024135972,205.7240241359,205.724024135941,205.724024135922,205.724024135916,205.724024135897,205.724024135892,205.724024135877,205.724024135919,205.724024135872,205.724024135889,205.724024135911,205.724024135912,205.724024135554,205.724024135608,205.724024135631,169.50427584873,169.504275847733,169.50427584836,169.504275848208,169.504275847974,169.504275847374,169.504275847692,169.50427584793,169.504275847666,169.504275847685,169.504275847709,169.504275847747,169.504275848044,169.504275847337,169.504275847347,169.50427584735,169.504275847329,169.504275847388,169.504275848159,169.504275848218,169.504275847681,169.504275848047,169.504275848453,131.679022896043,131.679022896185,131.679022896114,131.679022896091,33.0456890734143,0,54.6332106649478,61.2103914163082,96.8848087620491,96.8848087620283,96.8848087623363,96.884808761787,96.8848087616907,96.8848087620137,96.8848087622652,132.291970392954,132.29197039277,132.291970392858,132.291970393038,165.956789689074,165.956789689057,165.956789688971,165.956789689077,165.956789689218,165.956789688856,165.95678968885,165.95678968931,165.956789688915,165.956789689179,165.956789688973,165.956789689064,165.956789688772,165.956789688872,165.956789688849,168.773297801562,169.50427584735
"Corvus corax.1",205.724024135605,205.724024135585,205.724024135593,205.724024135508,205.724024135564,205.724024135626,205.724024135555,205.724024135595,205.724024135577,205.72402413557,205.724024135551,205.724024135546,205.724024135532,205.724024135574,205.724024135527,205.724024135543,205.724024135566,205.724024135567,205.724024135209,205.724024135263,205.724024135286,169.504275848385,169.504275847388,169.504275848015,169.504275847863,169.504275847629,169.504275847029,169.504275847346,169.504275847585,169.504275847321,169.50427584734,169.504275847364,169.504275847402,169.504275847699,169.504275846992,169.504275847002,169.504275847004,169.504275846983,169.504275847043,169.504275847814,169.504275847872,169.504275847336,169.504275847702,169.504275848108,131.679022895697,131.67902289584,131.679022895769,131.679022895745,61.716697783586,54.6332106649478,0,35.4562602500242,96.8848087617038,96.884808761683,96.884808761991,96.8848087614417,96.8848087613453,96.8848087616685,96.88480876192,132.291970392609,132.291970392425,132.291970392513,132.291970392693,165.956789688728,165.956789688712,165.956789688626,165.956789688732,165.956789688873,165.956789688511,165.956789688504,165.956789688965,165.95678968857,165.956789688833,165.956789688628,165.956789688719,165.956789688427,165.956789688527,165.956789688504,168.773297801217,169.504275847004
"Perisoreus infaustus",205.724024135724,205.724024135703,205.724024135712,205.724024135627,205.724024135683,205.724024135746,205.724024135674,205.724024135714,205.724024135696,205.724024135689,205.72402413567,205.724024135665,205.724024135651,205.724024135693,205.724024135646,205.724024135663,205.724024135685,205.724024135686,205.724024135328,205.724024135381,205.724024135405,169.504275848504,169.504275847507,169.504275848134,169.504275847982,169.504275847748,169.504275847148,169.504275847465,169.504275847704,169.50427584744,169.504275847459,169.504275847483,169.504275847521,169.504275847818,169.504275847111,169.504275847121,169.504275847123,169.504275847102,169.504275847162,169.504275847932,169.504275847991,169.504275847455,169.50427584782,169.504275848227,131.679022895816,131.679022895959,131.679022895888,131.679022895864,63.5253015462719,61.2103914163082,35.4562602500242,0,96.8848087618228,96.884808761802,96.88480876211,96.8848087615607,96.8848087614643,96.8848087617874,96.884808762039,132.291970392728,132.291970392544,132.291970392632,132.291970392812,165.956789688847,165.956789688831,165.956789688745,165.956789688851,165.956789688992,165.95678968863,165.956789688623,165.956789689084,165.956789688689,165.956789688952,165.956789688747,165.956789688838,165.956789688546,165.956789688646,165.956789688623,168.773297801336,169.504275847123
"Poecile cinctus",205.724024135793,205.724024135772,205.72402413578,205.724024135695,205.724024135751,205.724024135814,205.724024135742,205.724024135782,205.724024135764,205.724024135757,205.724024135738,205.724024135734,205.724024135719,205.724024135761,205.724024135714,205.724024135731,205.724024135753,205.724024135754,205.724024135396,205.724024135449,205.724024135473,169.504275848572,169.504275847575,169.504275848202,169.50427584805,169.504275847816,169.504275847216,169.504275847533,169.504275847772,169.504275847508,169.504275847527,169.504275847551,169.504275847589,169.504275847886,169.504275847179,169.504275847189,169.504275847191,169.50427584717,169.50427584723,169.504275848,169.504275848059,169.504275847523,169.504275847889,169.504275848295,131.679022895884,131.679022896027,131.679022895956,131.679022895933,96.884808762081,96.8848087620491,96.8848087617038,96.8848087618228,0,26.4259096825164,68.9344420103466,71.8124069094476,89.8985929239073,89.8985929242305,89.898592924482,126.232946004837,126.232946004653,126.232946004741,126.232946004922,165.956789688915,165.956789688899,165.956789688813,165.956789688919,165.95678968906,165.956789688698,165.956789688692,165.956789689152,165.956789688757,165.95678968902,165.956789688815,165.956789688906,165.956789688614,165.956789688714,165.956789688691,168.773297801404,169.504275847191
"Parus major",205.724024135772,205.724024135751,205.724024135759,205.724024135674,205.72402413573,205.724024135793,205.724024135721,205.724024135761,205.724024135743,205.724024135736,205.724024135717,205.724024135713,205.724024135698,205.72402413574,205.724024135693,205.72402413571,205.724024135732,205.724024135733,205.724024135375,205.724024135429,205.724024135452,169.504275848551,169.504275847554,169.504275848182,169.504275848029,169.504275847795,169.504275847195,169.504275847513,169.504275847751,169.504275847487,169.504275847506,169.50427584753,169.504275847568,169.504275847865,169.504275847158,169.504275847168,169.504275847171,169.50427584715,169.504275847209,169.50427584798,169.504275848039,169.504275847502,169.504275847868,169.504275848274,131.679022895864,131.679022896006,131.679022895935,131.679022895912,96.8848087620601,96.8848087620283,96.884808761683,96.884808761802,26.4259096825164,0,68.9344420103257,71.8124069094269,89.8985929238865,89.8985929242097,89.8985929244611,126.232946004816,126.232946004632,126.23294600472,126.232946004901,165.956789688894,165.956789688878,165.956789688792,165.956789688898,165.956789689039,165.956789688677,165.956789688671,165.956789689131,165.956789688736,165.956789689,165.956789688794,165.956789688885,165.956789688593,165.956789688693,165.95678968867,168.773297801383,169.504275847171
"Riparia riparia.1",205.72402413608,205.724024136059,205.724024136067,205.724024135982,205.724024136038,205.724024136101,205.724024136029,205.724024136069,205.724024136051,205.724024136045,205.724024136026,205.724024136021,205.724024136006,205.724024136048,205.724024136001,205.724024136018,205.72402413604,205.724024136041,205.724024135683,205.724024135737,205.72402413576,169.504275848859,169.504275847862,169.504275848489,169.504275848337,169.504275848103,169.504275847503,169.504275847821,169.504275848059,169.504275847795,169.504275847814,169.504275847838,169.504275847877,169.504275848173,169.504275847466,169.504275847476,169.504275847479,169.504275847458,169.504275847517,169.504275848288,169.504275848347,169.50427584781,169.504275848176,169.504275848582,131.679022896172,131.679022896314,131.679022896244,131.67902289622,96.8848087623681,96.8848087623363,96.884808761991,96.88480876211,68.9344420103466,68.9344420103257,0,48.4070415650109,89.8985929241946,89.8985929245177,89.8985929247692,126.232946005124,126.23294600494,126.232946005028,126.232946005209,165.956789689202,165.956789689186,165.9567896891,165.956789689206,165.956789689347,165.956789688985,165.956789688979,165.956789689439,165.956789689044,165.956789689307,165.956789689102,165.956789689193,165.956789688901,165.956789689001,165.956789688978,168.773297801691,169.504275847479
