"","Perisoreus infaustus","Turdus iliacus","Turdus pilaris","Plectrophenax nivalis.1","Poecile cinctus","Cinclus cinclus","Luscinia svecica","Motacilla alba","Grus grus","Calidris pugnax","Numenius phaeopus.2","Phalaropus lobatus.1","Charadrius hiaticula.2","Pluvialis apricaria","Eudromias morinellus","Tringa totanus","Tringa erythropus","Tringa nebularia.1","Actitis hypoleucos.2","Xenus cinereus.1","Sterna paradisaea.1","Mergus merganser.1","Mergus serrator.1","Anser erythropus","Mareca penelope","Anas crecca.1","Anas acuta.1","Bucephala clangula.1","Melanitta perspicillata.1","Aythya fuligula","Aythya marila.1","Clangula hyemalis.1","Cygnus cygnus","Gavia stellata.1","Lagopus muta.1","Tetrao urogallus","Dryobates minor","Dryocopus martius","Corvus corax.1","Haliaeetus albicilla","Aquila chrysaetos","Buteo lagopus.1","Accipiter nisus","Pandion haliaetus.2","Falco columbarius.1","Falco rusticolus","Bubo scandiacus.1","Strix nebulosa","Asio flammeus.1","Surnia ulula.1","Aegolius funereus.1","Larus marinus.1","Larus argentatus.1","Larus argentatus.2","Uria aalge.1","Fulmarus glacialis","Somateria mollissima.1","Somateria spectabilis.1","Polysticta stelleri","Gavia arctica","Lagopus lagopus.1","Cuculus canorus","Phalacrocorax carbo.2","Picoides tridactylus","Haematopus ostralegus","Anas platyrhynchos","Corvus corone","Falco peregrinus.1","Parus major","Gallinago gallinago","Melanitta fusca","Riparia riparia.1","Falco tinnunculus","Delichon urbicum.1","Motacilla flava.1","Anser fabalis","Pica pica","Accipiter gentilis","Circus cyaneus","Larus canus"
"Aegolius funereus.1",2.23451903354778,1.97883351902159,1.39002825447406,2.33924786061383,4.34778314411048,3.14926271189224,4.1707747886388,3.17570188414223,7.50483021262982,3.57807599731148,5.14641141009433,4.12219465337555,3.55146218330954,3.48689009606694,3.43248537576893,3.72136997257704,4.53946565298109,4.412987645744,3.56906878750969,4.28390274404877,4.77729750040999,4.26708368025812,4.18535986525203,4.51148539493698,3.87371583975884,3.29005717623035,4.2546409612546,3.18377906369653,4.0606583725928,3.66485211248103,3.95069454875351,3.08066225917766,7.11863695422397,4.67507552886046,1.95881725001741,4.77180917605682,3.09954691085825,3.86859392394483,5.74351149224691,6.94486767052456,6.59157036779436,4.53518430110153,1.9364867040948,4.92013429958354,2.05210472189881,4.4076647318025,4.75230053835196,4.53951969805717,2.88546786414045,1.92150908671911,0,5.71918088251336,5.24161795408508,5.24161795408508,4.4156187487766,3.85027448768682,4.25358598897636,3.66543986249803,3.20664418923492,5.17220601380516,1.55605026501049,1.87622357369492,5.24969382437682,2.01884624142011,4.69290788043527,4.44078231736378,4.31723492276065,3.68913057012814,3.90459385116229,4.29058862237421,4.28080890323035,4.88474251041627,2.70151611388105,4.56833864774113,3.51952156093368,5.89601978852228,3.20060298059487,3.94629594232463,3.64407898973226,4.27951980316154
"Larus marinus.1",6.36112823924611,6.71917964376105,5.7291765546328,7.4306866594368,9.80641505850805,7.86567384911298,9.24598752954297,8.13339830331458,2.89603532451848,5.27947883720418,3.60555539675192,7.65434074402654,7.22414441978831,5.41790758183607,6.31774350637225,5.32443465746023,4.98752520716153,4.50973622440375,6.99292207970446,6.1824225060629,5.15212518633418,2.50648231274302,3.26609097306012,2.05974282834779,3.35948336045002,4.57849550476526,2.8554132400292,3.84163886571429,3.43709845717673,4.26974154880146,4.05321069263458,3.6114392657809,2.47354056490026,3.39731309681101,5.08337715980424,2.602759976609,8.35750025499006,4.07256211430926,2.10293567162687,2.61095663627381,2.52125122604066,2.06340359274376,4.5436558773078,1.64724566351194,4.71810175661507,1.91114988009146,1.76777561292833,2.57920001643213,3.17194497693062,4.15858247603921,5.71918088251336,0,0.78816737235726,0.78816737235726,4.19546054410607,2.18562160195896,2.64264963264815,3.23200721634519,3.71438865683084,3.26552869765067,4.50222171488286,4.92592598069784,2.33182808526225,6.32278928440683,2.96621677801087,2.95140234160151,2.32850786511773,2.55575472519395,9.33024951532441,5.87426889314213,3.30485001220392,9.34832704964268,3.90601055793042,8.90789004103164,8.48656762725655,1.38844039658988,4.70171281764564,2.60380241355664,2.63950474420312,2.7107876015398
"Larus argentatus.1",6.0341692199654,6.15077964747889,5.19063102586129,6.8184261074918,9.26700730983873,7.31189885061477,8.70002137747496,7.53621556641838,3.40093935884245,4.60555700228968,3.13898852586179,6.9500830501213,6.50463523675092,4.68234936026837,5.59320416204611,4.69316292037684,4.41033579060056,3.90523426218996,6.30964365376769,5.51315802664401,4.42871985611458,2.14437243545502,2.78259339793894,1.67829134090301,2.79150405697864,3.99615106769384,2.32629729536489,3.30811544243689,3.05236513044447,3.81459079776887,3.67342035011957,3.08979686191241,3.08498951781398,3.03400582269996,4.47092604891175,2.83793523279065,7.79267244434513,3.97394870091343,2.5421424817428,3.3060260614511,3.15524579606608,2.04068313722287,4.10998594136772,1.78340882669559,4.10960126186913,1.79387284920793,1.96232800632396,2.73602357323132,2.62332524739196,3.72431601167917,5.24161795408508,0.78816737235726,0,0,3.65036359789751,1.63875712765078,2.44419200339458,2.83290327889918,3.22587216542876,2.97001375611732,4.01130912481861,4.32496817894564,2.53437356891025,5.84334907275958,2.52454859813264,2.65668351153127,2.36807915746844,2.06035286184882,8.80921071219884,5.33190349870757,3.00572898222695,8.63679459132655,3.323887466937,8.19320650974921,7.8856551332105,1.76643499435643,4.55598252516585,2.55856823552525,2.24240244522486,1.94313583138822
"Larus argentatus.2",6.0341692199654,6.15077964747889,5.19063102586129,6.8184261074918,9.26700730983873,7.31189885061477,8.70002137747496,7.53621556641838,3.40093935884245,4.60555700228968,3.13898852586179,6.9500830501213,6.50463523675092,4.68234936026837,5.59320416204611,4.69316292037684,4.41033579060056,3.90523426218996,6.30964365376769,5.51315802664401,4.42871985611458,2.14437243545502,2.78259339793894,1.67829134090301,2.79150405697864,3.99615106769384,2.32629729536489,3.30811544243689,3.05236513044447,3.81459079776887,3.67342035011957,3.08979686191241,3.08498951781398,3.03400582269996,4.47092604891175,2.83793523279065,7.79267244434513,3.97394870091343,2.5421424817428,3.3060260614511,3.15524579606608,2.04068313722287,4.10998594136772,1.78340882669559,4.10960126186913,1.79387284920793,1.96232800632396,2.73602357323132,2.62332524739196,3.72431601167917,5.24161795408508,0.78816737235726,0,0,3.65036359789751,1.63875712765078,2.44419200339458,2.83290327889918,3.22587216542876,2.97001375611732,4.01130912481861,4.32496817894564,2.53437356891025,5.84334907275958,2.52454859813264,2.65668351153127,2.36807915746844,2.06035286184882,8.80921071219884,5.33190349870757,3.00572898222695,8.63679459132655,3.323887466937,8.19320650974921,7.8856551332105,1.76643499435643,4.55598252516585,2.55856823552525,2.24240244522486,1.94313583138822
"Uria aalge.1",5.37835547768736,4.63521172769667,4.18070298469038,5.12833554186845,7.53908772307442,5.39435348014036,6.89816092097768,5.95659494720654,5.88373520527452,2.62445582228816,2.45269899273094,4.6859144333638,4.70044611418273,3.10618571424925,3.91042249192264,2.8379242139621,2.47589332980742,2.36045247930441,4.02089074470696,2.92108269268234,3.92714693401293,2.36622340768148,1.49772199814972,3.13091112170276,1.89903604181656,1.52382867597116,2.15470370446679,2.12246106357537,2.0049011658541,1.7373130578073,1.94503304025111,2.69107997754676,5.52963541683498,1.97838472276646,3.49675247082294,4.85426063072952,5.90830015801777,4.31174452423855,4.8424811067494,6.11740639944291,6.08556632217233,4.66122665155378,4.33850551721386,4.33182172802772,3.55950343493787,3.98447730844026,4.5148465983392,5.14337080857681,3.48264388040099,4.03443163822092,4.4156187487766,4.19546054410607,3.65036359789751,3.65036359789751,0,2.84893207964987,2.65815460492122,2.35982551197153,1.80307267867205,2.07719172731786,3.52468192587746,3.77070184784821,3.9259311647693,4.19667032071491,2.15182415393751,2.24281144903624,4.10359385381284,3.16238440853541,7.12851030491588,2.83746354718895,2.41752834914454,6.73793392354029,3.54282522071302,6.46026148882723,6.13579589089063,4.12285453416873,5.01179710996943,4.58095160922906,3.77677318817222,3.11222155052978
"Fulmarus glacialis",4.82339047900279,4.86494953422102,3.90097905730538,5.44000701997399,7.92899882895513,6.06497210832171,7.41671578455178,6.25142439692058,4.396363499916,3.60848532434864,2.88373305087471,5.80637373707115,5.30776144631623,3.64378632618141,4.45735554334435,3.78498501777894,3.71476056657619,3.27498843268555,5.15475245297306,4.5240992849219,3.83487979916679,1.59811567770769,2.07295392666695,1.06282749752376,1.51773509695453,2.66575421985904,1.3574569164983,1.91931097280591,2.00862749073214,2.54644001883578,2.50032622033767,1.61586917580675,3.85326274743703,2.60135850548504,3.13016642254398,2.66692205279317,6.42799491136551,3.21757817207996,2.87049639177074,4.02979656665521,3.81042606150028,1.95065289496139,2.87894506533042,1.83397246736729,2.70440205042086,1.34280648789926,2.0102664597444,2.68811218733288,1.39480730445329,2.47554025752554,3.85027448768682,2.18562160195896,1.63875712765078,1.63875712765078,2.84893207964987,0,1.70016626208883,1.53535818549787,1.85390547251017,2.75049844703013,2.62895467988139,2.99624369766889,2.64573648997864,4.47819912022101,2.17601911699052,1.79226124768107,2.03670122271951,0.7263977903441,7.46358689242104,4.43195260181384,1.97755105800112,7.34645070437765,1.92387217505887,6.9344907086495,6.59881615261693,2.37064238132582,3.6632971234484,2.10151102955467,1.43038167960255,1.68283718088448
"Somateria mollissima.1",4.86229687612425,5.24322066916993,4.3560261792084,5.94682357412968,8.21984954266799,6.23812097021394,7.64982277420396,6.73201435034552,4.3031050263283,4.12895167088778,3.07013368036066,6.32781448567388,6.02182788744146,4.46194359906201,5.2447062881674,4.20737332326246,3.96822930864073,3.67761597752521,5.61250344695165,4.8666510207033,5.00637999363939,1.32363759111048,1.89102457235479,1.62260403779007,1.88900826037424,2.73474011922251,1.82961605080057,1.93627711643067,1.22199724042217,1.99158876231524,1.65167383061124,2.11589345572017,3.36465533087707,2.14643779983111,3.77513398448848,2.57268915651579,6.69802002153419,2.90062253131755,2.72041713401438,3.88243624814281,3.85860475859147,2.83589444121022,3.63193250305349,2.24328369890175,3.67979359042783,2.10224398095541,2.35614171052698,3.09635578008253,2.69129824176279,3.27836400528696,4.25358598897636,2.64264963264815,2.44419200339458,2.44419200339458,2.65815460492122,1.70016626208883,0,1.26338913460084,1.69487311845494,2.17093785825684,3.08567195704055,3.85311356109271,2.06984231108868,4.51267131232391,2.33747869877336,1.11800410753329,2.16387689742156,2.00777808743914,7.7045484163667,4.3950153027801,0.991373372747227,7.99755640864791,3.16541304897228,7.65862605936787,7.02653232851327,2.11603121515698,3.73167598320049,2.73761452263316,2.52590106071648,3.03259400353655
"Somateria spectabilis.1",4.71334890169726,4.70166320566041,3.87106982047337,5.16475535878511,7.64152241956009,5.72298222714026,7.10484804094782,6.12718279623486,5.05453399414447,3.60055398754276,3.32684734913174,5.65766142995935,5.16150662616243,3.66723024727256,4.394265393383,3.83893759852175,3.810616684987,3.52943310102873,5.01313274107142,4.41870292432148,4.50448270943955,1.87077130597991,2.01202796627725,1.48323889174652,1.19805048441979,2.07039220387788,1.63713179607077,1.1854858977549,1.22774504081786,1.49493284946485,1.3538306414169,1.46315790284585,4.22827381229463,2.25655447523383,2.89481062147165,3.18834957964349,6.11730348129768,3.45995174428827,3.57545865473058,4.6712317679085,4.52049225664209,2.98462609323953,3.13227699282763,2.66472575691254,2.78492919309422,2.21246023469308,2.78735968045603,3.51635063888591,2.15474897323868,2.84659769183824,3.66543986249803,3.23200721634519,2.83290327889918,2.83290327889918,2.35982551197153,1.53535818549787,1.26338913460084,0,1.10781301115676,2.40535911361729,2.43164253572697,3.29010242679647,3.02838298802356,4.17472012207405,2.65629386589128,1.4809694221249,2.78855797065656,1.52434702280373,7.15037368716072,4.27418047164151,0.989963727410553,7.09265586973862,2.41712452423241,6.77111058028553,6.41746473178256,2.87966358677678,3.98010346005457,2.92271056473995,2.2502612120286,2.74792338765648
"Polysticta stelleri",4.24338959554083,4.04576287463775,3.3056407184077,4.52913696998888,6.96098806708452,5.06191330229093,6.47225498232964,5.45291155541952,5.63292554053042,3.02017179336981,3.02431678520031,4.93187694918144,4.59230374848316,3.22667557429444,3.8881818510668,3.24450873028127,3.25077369785633,3.03419713398153,4.21296224212053,3.61946739264111,4.00763723794593,1.93455566291374,1.73980210108157,2.28465222602937,1.06625887648146,1.18555319376942,1.491210006276,0.728732425696253,1.05605803831668,0.945981365594344,1.13067194780709,1.18047327412075,4.94555459999235,2.41651670912346,2.59032825808948,3.61995006830942,5.39189145170209,3.2392726103042,3.965078437367,5.28931583063742,5.17764660975633,3.5405165792764,3.03051864778556,3.26864996690255,2.47617747975731,2.78369022113737,3.37673158585399,3.94848358757256,2.27113032212287,2.60679371622756,3.20664418923492,3.71438865683084,3.22587216542876,3.22587216542876,1.80307267867205,1.85390547251017,1.69487311845494,1.10781301115676,0,2.64556171960545,2.18474733704643,2.72213621258888,3.33162340584779,3.40333725036796,2.39931491294826,1.52236120136571,3.03124828912716,1.94035255166827,6.50134435950133,3.46290567245269,1.39619836012768,6.50480151098305,2.28069543506443,6.17460208269956,5.7216283196325,3.53200767442541,3.71808252427796,3.2971181041128,2.72832948495268,2.8360916323307
"Gavia arctica",5.78354650924248,5.57517191255529,4.9304735250348,6.32067298897832,8.62689570629096,6.31624330163272,7.81228964539556,7.03566698862133,4.25496170038421,3.59526618076999,2.47273674880848,6.06320996490821,5.98146496962678,4.18128676790194,5.07337878871657,3.62722748623838,3.10725015756002,2.8944255670868,5.42138722259497,4.36908959522045,5.23165872606162,1.91449650947081,1.62188406099253,2.56813088849728,2.6748628738153,3.07854068760188,2.75986758672566,2.95699229649285,2.42772327206502,2.67068843693081,2.49506308506391,3.43327087012966,4.15914064024146,0.617122761283453,4.34141154379366,4.15104710696997,7.07660240645602,4.19906394344827,3.98718538501357,4.93441903645171,4.90451840219737,3.98629253989179,4.56352095365112,3.67982835231843,4.39992507659226,3.56022294782446,3.77157066255924,4.41773944524516,3.68351712610734,4.5568381995138,5.17220601380516,3.26552869765067,2.97001375611732,2.97001375611732,2.07719172731786,2.75049844703013,2.17093785825684,2.40535911361729,2.64556171960545,0,4.05173986912592,4.77450905608485,2.90914263262489,5.18885037772231,2.13259286746452,2.30010252192919,3.4771753190408,3.22912279501299,8.12381095818307,3.92621079409062,2.43073359649563,8.172509212822,4.16813219524238,7.90212817855909,7.24325317227682,3.0114669636444,5.02442152651901,4.06134137332195,3.29040770202342,3.20020417038877
"Lagopus lagopus.1",2.99949346926912,2.78880125131868,1.86038689509558,3.25864326780896,5.62113779096798,3.96222799993547,5.20742513272897,4.13519690946803,6.30621116468259,3.15875854339456,4.27591071101451,4.51419392355398,3.73640682055573,2.93065497284278,3.23098430427792,3.35742117110101,3.98505292998279,3.73401970650962,3.88157490850134,4.13306388998777,4.32578351002932,3.14474064203349,3.18565991242668,3.14480266787645,2.74882415773641,2.65210352872453,3.11511916501175,2.03345132198496,2.98996979307343,2.8352624841475,3.05022772732529,1.9051015327494,5.91245925080463,3.62468360112369,1.22539777391697,3.78576191205184,4.32813972621566,3.53696498904159,4.80188552502617,5.89873493170517,5.53934152744793,3.4221254526442,1.28713737018031,3.82580794378918,1.3726373980066,3.18251068859928,3.61427089206317,3.67239879423719,1.76226533506901,1.41061943651429,1.55605026501049,4.50222171488286,4.01130912481861,4.01130912481861,3.52468192587746,2.62895467988139,3.08567195704055,2.43164253572697,2.18474733704643,4.05173986912592,0,1.83659325862812,4.25934767721912,2.84126722967145,3.77031145018764,3.42865111611842,3.43878220659593,2.42001490625577,5.14978874174612,4.17652952468769,3.14343124896881,5.5796398682962,1.77775104152823,5.20868099836229,4.49380348200676,4.66036305422783,3.07710264444568,2.93637760631887,2.4691775459723,3.13909587338204
"Cuculus canorus",3.31112085018161,2.64219752401736,1.88224412236316,3.05284686275173,5.35430424811316,4.00132907974805,5.12982505839613,3.71290878780231,6.9569204254509,2.92795558313118,4.11256048674475,3.76885836283566,3.3368093054958,2.72578066427036,2.96706109653388,3.14011278661522,3.8016305845292,3.54886205906923,3.21671398743716,3.50358774032402,3.10410844489653,3.55096229549994,3.46186699732829,3.8338461161287,2.97872705523269,2.66099335481594,3.20495404720495,2.63227922352959,3.54805829544785,3.31238685378842,3.64201383825351,2.2557938810363,6.57183443890027,4.33929266981614,1.85937521553433,4.4677523812942,3.89549719695504,3.62620728086824,5.1777681252318,6.48389684997751,6.17468952109283,3.98802460845803,2.17534720426533,4.26553056302044,1.59502029641654,3.76726441410056,4.30033559182728,4.25473950566363,2.19147413833394,1.58292197663454,1.87622357369492,4.92592598069784,4.32496817894564,4.32496817894564,3.77070184784821,2.99624369766889,3.85311356109271,3.29010242679647,2.72213621258888,4.77450905608485,1.83659325862812,0,4.77999633788831,2.53311788409549,3.7413410476775,3.79089941731764,3.86474549877024,2.91434791687405,4.9967677730392,3.7702696371687,3.82200934503053,4.9397281394023,1.78791566927908,4.50015948739478,4.11878774550902,5.23354740214392,3.38096628157782,3.63772850735075,3.21821136875466,3.14323178568841
"Phalacrocorax carbo.2",5.28778109007387,6.13371714981578,5.19496972193847,7.11568580808107,9.07809013627181,7.11763571512295,8.48537743130107,7.59535263865362,2.99095918552111,5.00559165556934,3.10940255164506,7.30873619521895,7.27357198518863,5.60073958893222,6.43514516655605,4.86712511557403,4.43427222127412,4.14317522533227,6.592710057551,5.73404517853073,5.79242021028265,1.79339230502622,2.65030621648265,2.73084985934283,3.46432224561685,4.21386432370108,3.03472605631294,3.72292235572659,3.11791426100897,3.75622205056209,3.45574633092972,3.55838076920258,2.57843910311451,2.92557490982118,5.08906541027036,1.90885536298062,7.62552611907786,2.45927360224035,1.64081220595932,2.68002415308705,2.73273074203031,2.6984317336796,4.37078453732378,2.17213429449924,4.90057015050147,2.52165300151877,2.19246298137711,2.52444498668571,3.66110819776856,4.04577470201666,5.24969382437682,2.33182808526225,2.53437356891025,2.53437356891025,3.9259311647693,2.64573648997864,2.06984231108868,3.02838298802356,3.33162340584779,2.90914263262489,4.25934767721912,4.77999633788831,0,5.33179055360673,2.44001419631997,2.46246733903076,1.48290586823713,3.15259945896179,8.54572334117564,4.9477943301649,2.88989281784998,9.35052878997814,4.26932213012697,8.99443681090583,7.92480062350794,1.9204885949445,3.53931133774995,2.60973499873504,3.16254399582615,3.78980571991782
"Picoides tridactylus",2.06007991104302,1.82237523033679,1.77895882445617,2.73336683570631,4.01924476603044,2.60513032352769,3.69377994233755,2.93269950005023,7.8275922195758,3.27101338083541,4.68305610368761,3.5419284011366,3.86243687144546,3.83745249560861,3.79069113820503,3.21112783649749,3.85203943430974,3.94468530270955,2.89132833096031,3.39512474393941,5.048476295874,4.31592688887814,4.00941548909305,5.210474284561,4.17962792056625,3.11872003514578,4.5030455408583,3.57959632059,4.14808291658233,3.56659579776074,3.88318048018588,3.64444777089858,7.51970225647358,4.69041011641633,3.13987566979565,5.38061151490665,2.47381338928265,3.54989960285596,6.05232834499158,7.49696345193924,7.2822253603005,5.49033403875689,3.23805637294685,5.64045263761885,3.28728630318771,5.2579248555036,5.59664860611788,5.41030245844148,4.02062370147692,3.1982880332769,2.01884624142011,6.32278928440683,5.84334907275958,5.84334907275958,4.19667032071491,4.47819912022101,4.51267131232391,4.17472012207405,3.40333725036796,5.18885037772231,2.84126722967145,2.53311788409549,5.33179055360673,0,4.44652136780661,4.4514132401185,4.69007406229653,4.56960736972253,3.54905180949133,3.02452216832033,4.46541585735285,5.08248304370571,3.75237216564675,4.87769323801301,3.15004735991104,6.31501753834812,3.31429662812575,4.87590992195283,4.63987028016181,4.99057524622633
"Haematopus ostralegus",5.15890999829733,5.04531280835895,4.31285166428847,5.91384182653108,8.11310502407257,6.01191971966306,7.45525780822263,6.40863262828851,4.35237484274537,3.0963552886796,0.986121247789449,5.46670820382806,5.6360449212045,3.84300509316715,4.74240041660603,3.01836095564688,2.36828329864489,2.04629723991618,4.7788376925993,3.60416178040661,3.97729443738224,1.24395955423618,1.03502874820163,2.6897851856375,2.31049777778313,2.67437314531204,1.96073529824388,2.82932617703387,2.47813427742562,2.76751266008116,2.75084164946887,2.84330002716917,4.33437025385154,2.02978325745017,4.12657051020286,3.65339297669881,6.50932567901599,3.12183179310309,3.35545360339316,4.70266410408714,4.67929987913557,3.52029003095382,4.08125742550725,3.22843966769342,3.91658149584225,3.12859682644298,3.45747232030631,3.90077020783125,3.1680785815055,3.76597452690036,4.69290788043527,2.96621677801087,2.52454859813264,2.52454859813264,2.15182415393751,2.17601911699052,2.33747869877336,2.65629386589128,2.39931491294826,2.13259286746452,3.77031145018764,3.7413410476775,2.44001419631997,4.44652136780661,0,1.96176360779503,2.68464451479065,2.82699047777205,7.65566963075997,3.09989531681477,2.64691296936161,7.78263409859573,3.45994401873978,7.43418697889674,6.68514945809504,3.02459970819302,4.06760731127496,3.51590287876608,3.11784005718581,2.6432802677038
"Anas platyrhynchos",5.12799310286832,5.3254206586122,4.5176633222596,5.9354253258842,8.26316451122383,6.34057185667068,7.74069602893361,6.75507232390449,4.72795954459639,3.95044959306191,2.69996187312682,6.10401040655854,5.93774044707309,4.36734443944618,5.15415365647625,4.07064836185335,3.67968732893658,3.43567605898538,5.3933562116014,4.4550311079392,4.57710247338809,1.54219512086638,1.73956439735577,1.98722488557901,1.46937571438036,2.26202881859534,1.32960484682418,1.93145152615305,1.03637363754763,1.65791845371863,1.38340704307296,2.08171897176358,3.81154680806667,2.32728507074084,3.97096329347192,3.18064695407666,6.65552929473465,3.05832063934677,2.9208159817975,4.30424502865104,4.36178585689486,3.31772829479383,3.97922401530188,2.61709095894064,3.69637880651786,2.47154682517051,2.94172919669773,3.70547308861023,2.91485232874148,3.48845669331861,4.44078231736378,2.95140234160151,2.65668351153127,2.65668351153127,2.24281144903624,1.79226124768107,1.11800410753329,1.4809694221249,1.52236120136571,2.30010252192919,3.42865111611842,3.79089941731764,2.46246733903076,4.4514132401185,1.96176360779503,0,2.5180151139745,2.15094138857778,7.78115293355432,4.04427700050488,1.00002212086922,7.84872694793469,3.12646338822719,7.51670089215578,7.02771208212582,2.42805357684459,4.03839318124764,3.27631748667234,2.94008729976972,3.09914587401719
"Corvus corone",4.44243785175573,5.41010092665327,4.38146918691682,6.31071741930301,8.29439455881493,6.54604077677823,7.80506831119894,6.82471252927008,3.64328239654117,4.70394617770705,3.40552334504817,6.85601464455621,6.629392152768,5.13553541310986,5.85382617363121,4.62506435020182,4.44985207641443,4.10692662779815,6.14025261905096,5.55020492155303,5.28991609604599,2.02830021986218,2.88433207339757,2.46381467083125,3.19304811203507,3.94092360521078,2.83841384393798,3.33790873863534,3.05626445495317,3.63426665800613,3.44000020130112,2.96597326763089,3.22592467735916,3.32310632175293,4.3827569638378,1.31344453436277,6.91088657708602,1.95149974049766,1.55839972101365,2.87233171726965,2.6845680503086,1.7544495655343,3.29394386119372,1.63302380949052,3.99098856066709,1.77811632706618,1.51811305444544,1.53675278928557,2.67924744720871,2.96829380074947,4.31723492276065,2.32850786511773,2.36807915746844,2.36807915746844,4.10359385381284,2.03670122271951,2.16387689742156,2.78855797065656,3.03124828912716,3.4771753190408,3.43878220659593,3.86474549877024,1.48290586823713,4.69007406229653,2.68464451479065,2.5180151139745,0,2.42427291207993,7.77428722241568,4.94430995597679,2.90188137458821,8.60080448534545,3.26732939440514,8.20871665308317,7.1879862845984,2.29243176622686,2.58349634009325,1.44784500811297,2.25384547925962,3.30453820772033
"Falco peregrinus.1",4.86710380359076,4.88084596770597,3.90948142890926,5.29134687908195,7.85168667609502,6.11003819392327,7.41483445091906,6.217550495495,4.8311133171605,3.88170276136687,3.52296192660658,5.90410169100871,5.20879288068518,3.67867949589069,4.40998812261957,4.13236518803095,4.19407010450309,3.76815645465909,5.28004899329278,4.81239434178113,3.89074188429939,2.19638607840376,2.61422664391715,1.17051900934156,1.58676211842951,2.77793325591042,1.5825031859016,1.84325027866072,2.18053828585166,2.65939012696478,2.64155570760191,1.4059498495409,4.13843424175821,3.08355666487196,2.89250760165529,2.79732595473693,6.40442371092038,3.573073852534,3.22020320964895,4.2485096188511,3.98238682907519,1.99221412051137,2.71648368524533,1.97040159031248,2.4043305233318,1.25986291181367,2.08040800593901,2.80374502881267,1.1525162451805,2.25269322859995,3.68913057012814,2.55575472519395,2.06035286184882,2.06035286184882,3.16238440853541,0.7263977903441,2.00777808743914,1.52434702280373,1.94035255166827,3.22912279501299,2.42001490625577,2.91434791687405,3.15259945896179,4.56960736972253,2.82699047777205,2.15094138857778,2.42427291207993,0,7.40032564828813,4.85127409401984,2.10485868334033,7.15958402768009,1.58030322335352,6.73618401991542,6.57684423840183,2.71503772826318,3.81064182058192,2.12680509164021,1.46795038298916,1.91636671880588
"Parus major",3.72509296810388,2.75609397398108,3.66121520666074,2.67612315452452,0.67115782720341,2.09633407755634,1.13002123495763,1.84898372379714,10.7022587344606,5.45327519682076,7.75027992967009,4.1643603537682,4.25876054218018,5.56158491213607,4.86549860064772,5.4272083650157,6.40782799636593,6.56446922782812,4.0726991063243,5.54760080809226,7.2995554326575,7.51661242968989,7.15795349065012,8.119533041254,7.21432673466952,6.11728184809297,7.64750086947151,6.48927004022847,7.3222498260298,6.66708297872813,7.03288971336819,6.56050021364476,10.6626370075154,7.57894621008175,5.00028463911477,8.29743288513382,1.56649422221752,6.77203618914382,9.25457890601612,10.5295390898562,10.1742569029626,8.17896120535932,5.22187094713033,8.67585567227999,5.34577696130076,8.15490536503923,8.47599308031668,8.10479475414813,6.57090385513568,5.67930477127588,3.90459385116229,9.33024951532441,8.80921071219884,8.80921071219884,7.12851030491588,7.46358689242104,7.7045484163667,7.15037368716072,6.50134435950133,8.12381095818307,5.14978874174612,4.9967677730392,8.54572334117564,3.54905180949133,7.65566963075997,7.78115293355432,7.77428722241568,7.40032564828813,0,5.67650763813699,7.62812975323584,4.20370357904027,6.20166990482721,4.24715586002162,1.65890604516188,9.48300903383299,5.90419490992478,7.52855888905102,7.19507472957938,7.58713641797964
"Gallinago gallinago",4.47878774369204,3.53857069979085,3.5168330675602,4.47856741950023,6.05982887412044,3.96237844654391,5.31457396168034,4.57015191489364,7.06448076010494,2.0852732491815,2.848360564737,3.28852188937565,4.31167713690692,3.39881835905616,3.81181706722681,1.77873003307504,1.62457679833066,2.01200105794843,2.63014627001619,1.531437339862,4.46598907536033,3.64875202355097,2.8485165233255,5.06717648566272,3.89934699909179,2.81032809857479,4.07356766325633,3.80786660107525,3.95676708057704,3.43212701545326,3.7327185396671,4.11796286240287,7.16014465214959,3.53725572631843,4.13693478463253,5.91873125760782,4.4602160899284,4.20196079823617,6.03115455131149,7.50399204833191,7.41774897348845,5.88441098883108,4.65994374337168,5.8383395430442,4.30908078609124,5.57527370112699,5.95263197402719,6.05892349533281,4.64084015459247,4.61126668196733,4.29058862237421,5.87426889314213,5.33190349870757,5.33190349870757,2.83746354718895,4.43195260181384,4.3950153027801,4.27418047164151,3.46290567245269,3.92621079409062,4.17652952468769,3.7702696371687,4.9477943301649,3.02452216832033,3.09989531681477,4.04427700050488,4.94430995597679,4.85127409401984,5.67650763813699,0,4.36441634695748,6.09952582766437,4.5490227568567,5.91506961381842,4.67073705011832,5.90502969733495,4.75128865925319,5.56543532327923,4.98769831575811,4.50701214531038
